Tag	1094508.3	203119.11
TAG11988	-	Cthe_2228
TAG11989	-	Cthe_2231
TAG11990	-	Cthe_2234
TAG11991	Tsac_2672	"Cthe_2233,Cthe_2235"
TAG11992	-	Cthe_0221
TAG11993	-	Cthe_2238
TAG11994	-	Cthe_0222
TAG11995	-	Cthe_2250
TAG11996	-	fig|203119.11.peg.2395
TAG11997	-	fig|203119.11.peg.2396
TAG11998	-	Cthe_0226
TAG11999	-	Cthe_0023
TAG12000	Tsac_0525	Cthe_2258
TAG12001	-	Cthe_2261
TAG12002	-	Cthe_2264
TAG12003	-	Cthe_0227
TAG12004	-	Cthe_2265
TAG12005	-	Cthe_2269
TAG12006	-	Cthe_2271
TAG12007	-	Cthe_2272
TAG12008	-	Cthe_2273
TAG12009	-	Cthe_2274
TAG12010	-	Cthe_0228
TAG12011	-	fig|203119.11.peg.2420
TAG12012	-	Cthe_2275
TAG12013	-	fig|203119.11.peg.2422
TAG12014	-	fig|203119.11.peg.2423
TAG12015	-	Cthe_2276
TAG12016	-	Cthe_2277
TAG12017	-	Cthe_2278
TAG12018	-	Cthe_2283
TAG12019	Tsac_0132	Cthe_2286
TAG12020	-	Cthe_2287
TAG12021	-	Cthe_2288
TAG12022	-	Cthe_2289
TAG12023	-	Cthe_2290
TAG12024	-	Cthe_2291
TAG12025	-	Cthe_0230
TAG12026	-	Cthe_2292
TAG12027	-	Cthe_2293
TAG12028	-	Cthe_2294
TAG12029	-	Cthe_2295
TAG12030	-	fig|203119.11.peg.2444
TAG12031	-	Cthe_2299
TAG12032	-	Cthe_2300
TAG12033	-	Cthe_0231
TAG12034	-	Cthe_2302
TAG12035	-	Cthe_2304
TAG12036	-	Cthe_2308
TAG12037	-	fig|203119.11.peg.2459
TAG12038	-	Cthe_0232
TAG12039	-	Cthe_2311
TAG12040	Tsac_0561	Cthe_2312
TAG12041	-	Cthe_2313
TAG12042	-	Cthe_2314
TAG12043	-	Cthe_2315
TAG12044	-	fig|203119.11.peg.2466
TAG12045	-	Cthe_2316
TAG12046	-	Cthe_2317
TAG12047	-	Cthe_2318
TAG12048	"Tsac_1709,Tsac_2285"	"Cthe_1451,Cthe_0233"
TAG12049	-	fig|203119.11.peg.2472
TAG12050	-	Cthe_2322
TAG12051	-	Cthe_2323
TAG12052	-	Cthe_2325
TAG12053	-	Cthe_2329
TAG12054	-	Cthe_0234
TAG12055	-	Cthe_2330
TAG12056	-	Cthe_2331
TAG12057	-	fig|203119.11.peg.2484
TAG12058	-	Cthe_2335
TAG12059	-	Cthe_2336
TAG12060	-	Cthe_2337
TAG12061	-	Cthe_2338
TAG12062	-	Cthe_2339
TAG12063	-	Cthe_2342
TAG12064	-	Cthe_2343
TAG12065	-	Cthe_2346
TAG12066	-	Cthe_2348
TAG12067	-	Cthe_0024
TAG12068	-	Cthe_2351
TAG12069	-	Cthe_2352
TAG12070	-	Cthe_2353
TAG12071	-	Cthe_2357
TAG12072	-	Cthe_2358
TAG12073	-	Cthe_0237
TAG12074	-	fig|203119.11.peg.2510
TAG12075	-	Cthe_2359
TAG12076	-	Cthe_2360
TAG12077	-	Cthe_0239
TAG12078	Tsac_0556	Cthe_2375
TAG12079	-	Cthe_0240
TAG12080	-	Cthe_2382
TAG12081	-	fig|203119.11.peg.2535
TAG12082	-	fig|203119.11.peg.2536
TAG12083	-	Cthe_2383
TAG12084	-	Cthe_2384
TAG12085	-	Cthe_0241
TAG12086	-	Cthe_2387
TAG12087	-	Cthe_2388
TAG12088	-	Cthe_2394
TAG12089	-	Cthe_2395
TAG12090	-	Cthe_2396
TAG12091	Tsac_0351	Cthe_2397
TAG12092	-	Cthe_2405
TAG12093	-	Cthe_0243
TAG12094	-	Cthe_2406
TAG12095	-	Cthe_2410
TAG12096	-	Cthe_2411
TAG12097	-	Cthe_2412
TAG12098	Tsac_0730	Cthe_2417
TAG12099	Tsac_0447	Cthe_2418
TAG12100	-	Cthe_2420
TAG12101	-	Cthe_2421
TAG12102	-	Cthe_2422
TAG12103	-	Cthe_2423
TAG12104	-	Cthe_2424
TAG12105	-	Cthe_2429
TAG12106	-	Cthe_0246
TAG12107	-	Cthe_2438
TAG12108	-	Cthe_2439
TAG12109	-	Cthe_2440
TAG12110	Tsac_2220	Cthe_0025
TAG12111	-	fig|203119.11.peg.26
TAG12112	-	Cthe_2446
TAG12113	-	Cthe_2449
TAG12114	-	Cthe_2450
TAG12115	-	fig|203119.11.peg.2605
TAG12116	-	Cthe_2453
TAG12117	-	Cthe_2454
TAG12118	-	Cthe_0248
TAG12119	-	fig|203119.11.peg.2611
TAG12120	-	Cthe_2457
TAG12121	-	Cthe_2460
TAG12122	-	fig|203119.11.peg.2618
TAG12123	-	fig|203119.11.peg.2619
TAG12124	-	Cthe_0249
TAG12125	-	Cthe_2465
TAG12126	-	fig|203119.11.peg.2622
TAG12127	-	fig|203119.11.peg.2623
TAG12128	-	Cthe_2466
TAG12129	-	Cthe_2468
TAG12130	-	Cthe_2471
TAG12131	-	Cthe_2472
TAG12132	Tsac_2743	Cthe_0250
TAG12133	-	fig|203119.11.peg.263
TAG12134	-	Cthe_2473
TAG12135	-	fig|203119.11.peg.2633
TAG12136	-	Cthe_2477
TAG12137	-	fig|203119.11.peg.2638
TAG12138	-	Cthe_2480
TAG12139	-	Cthe_2481
TAG12140	-	Cthe_2482
TAG12141	-	Cthe_2483
TAG12142	-	Cthe_2484
TAG12143	-	Cthe_2485
TAG12144	-	Cthe_2486
TAG12145	-	Cthe_2487
TAG12146	-	fig|203119.11.peg.2647
TAG12147	-	Cthe_2488
TAG12148	-	Cthe_0251
TAG12149	-	Cthe_2490
TAG12150	-	fig|203119.11.peg.2651
TAG12151	-	Cthe_2493
TAG12152	-	fig|203119.11.peg.2654
TAG12153	-	Cthe_2495
TAG12154	-	Cthe_2496
TAG12155	-	fig|203119.11.peg.2657
TAG12156	-	Cthe_2497
TAG12157	-	Cthe_2498
TAG12158	-	Cthe_0252
TAG12159	-	Cthe_2499
TAG12160	-	Cthe_2500
TAG12161	-	fig|203119.11.peg.2663
TAG12162	-	Cthe_2504
TAG12163	-	Cthe_2506
TAG12164	-	Cthe_0253
TAG12165	-	Cthe_2510
TAG12166	-	fig|203119.11.peg.2672
TAG12167	-	Cthe_2515
TAG12168	-	fig|203119.11.peg.2678
TAG12169	-	Cthe_0254
TAG12170	-	Cthe_2522
TAG12171	-	Cthe_2523
TAG12172	-	Cthe_2524
TAG12173	-	Cthe_0255
TAG12174	-	Cthe_2531
TAG12175	"Tsac_2225,Tsac_2244"	"Cthe_2532,Cthe_2533"
TAG12176	-	Cthe_2534
TAG12177	Tsac_1665	Cthe_2535
TAG12178	Tsac_1661	Cthe_2536
TAG12179	-	Cthe_0256
TAG12180	-	fig|203119.11.peg.27
TAG12181	Tsac_1662	Cthe_2537
TAG12182	-	Cthe_2543
TAG12183	-	fig|203119.11.peg.2709
TAG12184	-	Cthe_0257
TAG12185	-	fig|203119.11.peg.2710
TAG12186	-	fig|203119.11.peg.2711
TAG12187	-	Cthe_2547
TAG12188	-	fig|203119.11.peg.2714
TAG12189	-	Cthe_2549
TAG12190	-	Cthe_2550
TAG12191	-	"Cthe_2551,Cthe_2556"
TAG12192	-	Cthe_2552
TAG12193	-	Cthe_0258
TAG12194	-	Cthe_2555
TAG12195	-	Cthe_2557
TAG12196	-	Cthe_2558
TAG12197	-	Cthe_2559
TAG12198	-	Cthe_2561
TAG12199	-	Cthe_2562
TAG12200	-	Cthe_2563
TAG12201	-	Cthe_0259
TAG12202	-	Cthe_2564
TAG12203	-	Cthe_2565
TAG12204	-	Cthe_2567
TAG12205	-	Cthe_2568
TAG12206	-	Cthe_2569
TAG12207	-	fig|203119.11.peg.2736
TAG12208	-	Cthe_2570
TAG12209	-	fig|203119.11.peg.2738
TAG12210	-	Cthe_2572
TAG12211	-	Cthe_0260
TAG12212	-	fig|203119.11.peg.2740
TAG12213	-	fig|203119.11.peg.2741
TAG12214	-	Cthe_2576
TAG12215	-	Cthe_2577
TAG12216	-	Cthe_0261
TAG12217	Tsac_0959	Cthe_2583
TAG12218	-	Cthe_2587
TAG12219	-	Cthe_2589
TAG12220	-	Cthe_2590
TAG12221	-	Cthe_2591
TAG12222	-	fig|203119.11.peg.2761
TAG12223	-	Cthe_2592
TAG12224	Tsac_0314	Cthe_2600
TAG12225	-	Cthe_2604
TAG12226	-	Cthe_2610
TAG12227	-	Cthe_2612
TAG12228	-	Cthe_2613
TAG12229	-	fig|203119.11.peg.279
TAG12230	-	fig|203119.11.peg.2794
TAG12231	Tsac_0734	Cthe_2628
TAG12232	-	fig|203119.11.peg.28
TAG12233	Tsac_0743	Cthe_2633
TAG12234	-	Cthe_2634
TAG12235	-	Cthe_2635
TAG12236	-	Cthe_2637
TAG12237	-	Cthe_2638
TAG12238	-	Cthe_0266
TAG12239	-	fig|203119.11.peg.2810
TAG12240	-	Cthe_2642
TAG12241	-	Cthe_2646
TAG12242	-	Cthe_2647
TAG12243	-	Cthe_0267
TAG12244	-	fig|203119.11.peg.282
TAG12245	-	Cthe_2649
TAG12246	-	Cthe_2650
TAG12247	-	Cthe_2651
TAG12248	-	Cthe_2653
TAG12249	-	Cthe_2663
TAG12250	Tsac_1693	Cthe_2664
TAG12251	-	Cthe_2665
TAG12252	-	Cthe_2667
TAG12253	-	Cthe_2668
TAG12254	-	Cthe_2669
TAG12255	-	fig|203119.11.peg.2842
TAG12256	-	Cthe_2670
TAG12257	-	Cthe_2672
TAG12258	-	Cthe_2674
TAG12259	-	Cthe_2675
TAG12260	-	Cthe_2676
TAG12261	-	Cthe_0269
TAG12262	-	Cthe_2678
TAG12263	-	Cthe_2679
TAG12264	-	Cthe_2680
TAG12265	-	Cthe_2683
TAG12266	-	Cthe_2684
TAG12267	-	Cthe_2686
TAG12268	-	Cthe_2687
TAG12269	-	fig|203119.11.peg.286
TAG12270	-	fig|203119.11.peg.2861
TAG12271	-	fig|203119.11.peg.2862
TAG12272	-	Cthe_2691
TAG12273	-	Cthe_2692
TAG12274	-	Cthe_2694
TAG12275	-	Cthe_2695
TAG12276	-	Cthe_2698
TAG12277	-	Cthe_0271
TAG12278	"Tsac_1224,Tsac_1249,Tsac_1379,Tsac_1431,Tsac_1587,Tsac_1663,Tsac_2077,Tsac_2227,Tsac_2267,Tsac_2351,Tsac_0247,Tsac_2530,Tsac_2606,Tsac_0399,Tsac_0700,Tsac_0776,Tsac_0912,Tsac_0920"	"Cthe_1189,Cthe_1415,Cthe_1536,Cthe_1572,Cthe_1602,Cthe_1819,Cthe_2573,Cthe_2706,Cthe_2790,Cthe_2804,Cthe_2942,Cthe_2970,Cthe_3066,Cthe_0819"
TAG12279	-	Cthe_2708
TAG12280	-	Cthe_2709
TAG12281	-	Cthe_2711
TAG12282	-	Cthe_2712
TAG12283	-	Cthe_2715
TAG12284	-	Cthe_0272
TAG12285	-	Cthe_2716
TAG12286	-	Cthe_0273
TAG12287	-	fig|203119.11.peg.29
TAG12288	-	Cthe_2732
TAG12289	-	Cthe_2733
TAG12290	-	Cthe_2734
TAG12291	-	Cthe_0274
TAG12292	-	Cthe_2745
TAG12293	-	fig|203119.11.peg.292
TAG12294	-	fig|203119.11.peg.2923
TAG12295	-	fig|203119.11.peg.2924
TAG12296	-	Cthe_2749
TAG12297	-	Cthe_2751
TAG12298	-	fig|203119.11.peg.2928
TAG12299	-	fig|203119.11.peg.2929
TAG12300	-	Cthe_2754
TAG12301	-	Cthe_2755
TAG12302	-	Cthe_2757
TAG12303	-	Cthe_2758
TAG12304	-	Cthe_2759
TAG12305	-	Cthe_2760
TAG12306	-	Cthe_2761
TAG12307	-	fig|203119.11.peg.294
TAG12308	-	fig|203119.11.peg.2940
TAG12309	-	Cthe_2762
TAG12310	-	Cthe_2763
TAG12311	-	Cthe_2764
TAG12312	-	Cthe_2765
TAG12313	-	Cthe_2766
TAG12314	-	Cthe_2767
TAG12315	-	Cthe_2768
TAG12316	-	Cthe_2769
TAG12317	-	Cthe_2770
TAG12318	-	Cthe_2772
TAG12319	-	Cthe_2773
TAG12320	-	Cthe_2774
TAG12321	-	Cthe_2776
TAG12322	-	Cthe_2777
TAG12323	-	Cthe_2778
TAG12324	-	Cthe_2779
TAG12325	-	fig|203119.11.peg.2959
TAG12326	-	Cthe_0277
TAG12327	-	Cthe_2780
TAG12328	-	Cthe_2781
TAG12329	-	fig|203119.11.peg.2962
TAG12330	-	Cthe_2782
TAG12331	-	Cthe_2785
TAG12332	-	Cthe_2786
TAG12333	-	Cthe_0278
TAG12334	-	Cthe_2789
TAG12335	-	Cthe_2791
TAG12336	-	Cthe_2792
TAG12337	-	Cthe_2793
TAG12338	-	Cthe_2795
TAG12339	-	fig|203119.11.peg.2979
TAG12340	-	Cthe_0279
TAG12341	-	Cthe_2805
TAG12342	-	Cthe_2806
TAG12343	-	Cthe_0280
TAG12344	-	Cthe_2810
TAG12345	Tsac_1166	Cthe_2811
TAG12346	-	Cthe_2812
TAG12347	-	fig|203119.11.peg.2995
TAG12348	-	Cthe_2814
TAG12349	-	fig|203119.11.peg.2998
TAG12350	-	Cthe_2815
TAG12351	-	Cthe_0002
TAG12352	-	fig|203119.11.peg.30
TAG12353	-	Cthe_2816
TAG12354	-	Cthe_2817
TAG12355	-	Cthe_2818
TAG12356	-	Cthe_2819
TAG12357	-	Cthe_2822
TAG12358	-	Cthe_2823
TAG12359	-	fig|203119.11.peg.3008
TAG12360	-	Cthe_2824
TAG12361	-	fig|203119.11.peg.3010
TAG12362	-	Cthe_2825
TAG12363	-	Cthe_2826
TAG12364	-	fig|203119.11.peg.3013
TAG12365	-	Cthe_2827
TAG12366	-	Cthe_2828
TAG12367	-	Cthe_2829
TAG12368	-	Cthe_2830
TAG12369	-	Cthe_2831
TAG12370	-	Cthe_2833
TAG12371	-	Cthe_2834
TAG12372	-	Cthe_2835
TAG12373	-	Cthe_2836
TAG12374	-	fig|203119.11.peg.3024
TAG12375	-	fig|203119.11.peg.3025
TAG12376	-	Cthe_2837
TAG12377	-	fig|203119.11.peg.3027
TAG12378	-	Cthe_2838
TAG12379	-	Cthe_2839
TAG12380	-	fig|203119.11.peg.3030
TAG12381	-	Cthe_2840
TAG12382	-	Cthe_2841
TAG12383	-	Cthe_2842
TAG12384	-	Cthe_2843
TAG12385	-	fig|203119.11.peg.3035
TAG12386	-	Cthe_2844
TAG12387	-	Cthe_2845
TAG12388	-	Cthe_2846
TAG12389	-	fig|203119.11.peg.3039
TAG12390	-	Cthe_0286
TAG12391	-	Cthe_2847
TAG12392	-	Cthe_2848
TAG12393	-	Cthe_2849
TAG12394	-	fig|203119.11.peg.3043
TAG12395	-	Cthe_2850
TAG12396	-	fig|203119.11.peg.3045
TAG12397	-	Cthe_2852
TAG12398	-	fig|203119.11.peg.3048
TAG12399	-	Cthe_2853
TAG12400	-	Cthe_0287
TAG12401	-	fig|203119.11.peg.3050
TAG12402	-	Cthe_2854
TAG12403	-	Cthe_2855
TAG12404	-	Cthe_2856
TAG12405	-	Cthe_2857
TAG12406	-	Cthe_2859
TAG12407	-	fig|203119.11.peg.3057
TAG12408	-	fig|203119.11.peg.3058
TAG12409	-	Cthe_0288
TAG12410	-	Cthe_2862
TAG12411	-	Cthe_2863
TAG12412	-	Cthe_2864
TAG12413	-	fig|203119.11.peg.3063
TAG12414	-	Cthe_2865
TAG12415	-	Cthe_2866
TAG12416	-	Cthe_2867
TAG12417	-	fig|203119.11.peg.3067
TAG12418	-	Cthe_2868
TAG12419	-	fig|203119.11.peg.3069
TAG12420	-	fig|203119.11.peg.3070
TAG12421	-	Cthe_2871
TAG12422	-	Cthe_2872
TAG12423	-	Cthe_2873
TAG12424	-	Cthe_2874
TAG12425	-	fig|203119.11.peg.3077
TAG12426	-	Cthe_2877
TAG12427	-	Cthe_2878
TAG12428	-	Cthe_2879
TAG12429	-	fig|203119.11.peg.3082
TAG12430	-	Cthe_2890
TAG12431	-	Cthe_2893
TAG12432	-	Cthe_2895
TAG12433	-	Cthe_2896
TAG12434	-	fig|203119.11.peg.310
TAG12435	-	Cthe_2899
TAG12436	-	fig|203119.11.peg.311
TAG12437	Tsac_1033	Cthe_2925
TAG12438	-	Cthe_0295
TAG12439	Tsac_1041	Cthe_2933
TAG12440	-	Cthe_0296
TAG12441	Tsac_0984	Cthe_2941
TAG12442	-	Cthe_2943
TAG12443	-	Cthe_2944
TAG12444	-	Cthe_2945
TAG12445	-	Cthe_0297
TAG12446	-	fig|203119.11.peg.3150
TAG12447	-	Cthe_2948
TAG12448	-	Cthe_2949
TAG12449	-	fig|203119.11.peg.3154
TAG12450	-	Cthe_2950
TAG12451	-	Cthe_2951
TAG12452	-	Cthe_2952
TAG12453	-	Cthe_2953
TAG12454	-	fig|203119.11.peg.3159
TAG12455	-	Cthe_0298
TAG12456	-	Cthe_2955
TAG12457	-	Cthe_2956
TAG12458	-	Cthe_2957
TAG12459	-	fig|203119.11.peg.3164
TAG12460	-	fig|203119.11.peg.3165
TAG12461	-	Cthe_2960
TAG12462	-	Cthe_0299
TAG12463	"Tsac_1646,Tsac_2555"	Cthe_2964
TAG12464	-	Cthe_2966
TAG12465	-	Cthe_2968
TAG12466	-	Cthe_2971
TAG12467	-	Cthe_2972
TAG12468	-	Cthe_2974
TAG12469	-	Cthe_2975
TAG12470	-	Cthe_2976
TAG12471	-	Cthe_2977
TAG12472	-	Cthe_2978
TAG12473	-	Cthe_2980
TAG12474	-	Cthe_2982
TAG12475	-	Cthe_2983
TAG12476	-	fig|203119.11.peg.3189
TAG12477	-	fig|203119.11.peg.3191
TAG12478	-	fig|203119.11.peg.3192
TAG12479	-	Cthe_2987
TAG12480	-	Cthe_2988
TAG12481	-	fig|203119.11.peg.3196
TAG12482	-	Cthe_2989
TAG12483	-	fig|203119.11.peg.3198
TAG12484	-	Cthe_2990
TAG12485	-	Cthe_0027
TAG12486	-	fig|203119.11.peg.320
TAG12487	-	Cthe_2992
TAG12488	-	Cthe_2993
TAG12489	-	Cthe_2994
TAG12490	-	fig|203119.11.peg.3206
TAG12491	-	fig|203119.11.peg.3207
TAG12492	-	Cthe_2997
TAG12493	-	Cthe_2999
TAG12494	-	Cthe_3002
TAG12495	-	Cthe_3003
TAG12496	-	Cthe_3004
TAG12497	-	Cthe_3005
TAG12498	-	Cthe_3006
TAG12499	-	Cthe_3007
TAG12500	-	Cthe_0303
TAG12501	-	Cthe_3009
TAG12502	-	Cthe_3010
TAG12503	-	Cthe_3012
TAG12504	-	Cthe_3018
TAG12505	-	Cthe_0304
TAG12506	-	fig|203119.11.peg.3234
TAG12507	-	Cthe_3026
TAG12508	-	fig|203119.11.peg.3236
TAG12509	-	Cthe_3027
TAG12510	-	Cthe_3028
TAG12511	-	Cthe_3029
TAG12512	-	Cthe_0305
TAG12513	-	Cthe_3030
TAG12514	-	Cthe_3031
TAG12515	-	Cthe_3032
TAG12516	-	Cthe_3033
TAG12517	-	Cthe_3034
TAG12518	"Tsac_0156,Tsac_2508,Tsac_2619"	"Cthe_0276,Cthe_3035"
TAG12519	-	Cthe_3036
TAG12520	-	Cthe_3038
TAG12521	-	Cthe_3039
TAG12522	-	Cthe_3040
TAG12523	Tsac_0918	Cthe_3041
TAG12524	-	fig|203119.11.peg.3252
TAG12525	-	Cthe_3042
TAG12526	-	Cthe_3043
TAG12527	-	Cthe_3044
TAG12528	Tsac_1245	Cthe_3045
TAG12529	-	fig|203119.11.peg.3260
TAG12530	-	Cthe_3049
TAG12531	-	Cthe_3050
TAG12532	-	Cthe_3051
TAG12533	-	Cthe_3052
TAG12534	-	Cthe_3053
TAG12535	-	Cthe_3054
TAG12536	-	fig|203119.11.peg.3267
TAG12537	-	Cthe_3055
TAG12538	-	fig|203119.11.peg.327
TAG12539	-	Cthe_3057
TAG12540	-	Cthe_3058
TAG12541	-	Cthe_3059
TAG12542	-	Cthe_3060
TAG12543	-	Cthe_3062
TAG12544	-	Cthe_3065
TAG12545	-	Cthe_3067
TAG12546	-	Cthe_3070
TAG12547	-	Cthe_3072
TAG12548	-	Cthe_3075
TAG12549	-	Cthe_3076
TAG12550	-	Cthe_3077
TAG12551	-	Cthe_3078
TAG12552	-	Cthe_3079
TAG12553	-	Cthe_3080
TAG12554	-	Cthe_3081
TAG12555	-	Cthe_3082
TAG12556	-	Cthe_3083
TAG12557	-	Cthe_3085
TAG12558	-	Cthe_3087
TAG12559	-	Cthe_0310
TAG12560	-	Cthe_0028
TAG12561	-	fig|203119.11.peg.330
TAG12562	-	Cthe_3095
TAG12563	-	fig|203119.11.peg.3307
TAG12564	-	Cthe_3096
TAG12565	-	Cthe_3097
TAG12566	-	Cthe_3101
TAG12567	-	Cthe_3103
TAG12568	Tsac_0960	Cthe_3106
TAG12569	-	Cthe_3111
TAG12570	-	Cthe_0312
TAG12571	-	fig|203119.11.peg.3334
TAG12572	-	Cthe_3122
TAG12573	-	Cthe_3123
TAG12574	-	Cthe_3126
TAG12575	-	Cthe_0313
TAG12576	-	Cthe_3127
TAG12577	-	Cthe_3128
TAG12578	-	Cthe_3129
TAG12579	-	Cthe_3130
TAG12580	-	Cthe_3131
TAG12581	-	Cthe_3132
TAG12582	-	Cthe_3134
TAG12583	-	Cthe_3135
TAG12584	-	Cthe_3136
TAG12585	-	Cthe_3137
TAG12586	-	Cthe_3138
TAG12587	-	Cthe_3139
TAG12588	-	Cthe_3141
TAG12589	-	Cthe_3143
TAG12590	-	Cthe_3144
TAG12591	-	Cthe_3146
TAG12592	-	Cthe_0315
TAG12593	-	Cthe_3147
TAG12594	-	Cthe_3149
TAG12595	Tsac_0063	Cthe_3150
TAG12596	-	Cthe_3156
TAG12597	-	Cthe_0316
TAG12598	-	fig|203119.11.peg.3370
TAG12599	-	fig|203119.11.peg.3377
TAG12600	-	Cthe_3163
TAG12601	-	Cthe_3164
TAG12602	-	Cthe_0317
TAG12603	-	Cthe_3165
TAG12604	-	Cthe_3167
TAG12605	-	Cthe_3171
TAG12606	-	Cthe_3172
TAG12607	-	Cthe_3177
TAG12608	-	Cthe_3178
TAG12609	-	Cthe_3180
TAG12610	-	Cthe_3181
TAG12611	-	fig|203119.11.peg.3397
TAG12612	-	Cthe_3182
TAG12613	-	Cthe_3183
TAG12614	-	Cthe_0029
TAG12615	-	Cthe_3185
TAG12616	-	Cthe_3187
TAG12617	-	Cthe_3188
TAG12618	-	fig|203119.11.peg.3405
TAG12619	-	Cthe_3189
TAG12620	-	Cthe_3191
TAG12621	-	Cthe_3192
TAG12622	-	Cthe_0320
TAG12623	-	Cthe_3193
TAG12624	-	Cthe_3194
TAG12625	-	Cthe_3195
TAG12626	-	Cthe_3196
TAG12627	-	Cthe_3198
TAG12628	-	fig|203119.11.peg.3418
TAG12629	-	fig|203119.11.peg.3419
TAG12630	-	Cthe_0321
TAG12631	-	fig|203119.11.peg.3420
TAG12632	-	fig|203119.11.peg.3421
TAG12633	-	fig|203119.11.peg.3422
TAG12634	-	Cthe_3205
TAG12635	-	Cthe_3206
TAG12636	-	Cthe_3207
TAG12637	-	Cthe_3209
TAG12638	-	Cthe_3210
TAG12639	-	Cthe_3211
TAG12640	-	Cthe_3212
TAG12641	-	Cthe_3213
TAG12642	-	Cthe_3214
TAG12643	-	fig|203119.11.peg.3437
TAG12644	-	Cthe_3215
TAG12645	-	fig|203119.11.peg.3439
TAG12646	-	Cthe_0323
TAG12647	-	fig|203119.11.peg.3442
TAG12648	-	Cthe_3219
TAG12649	-	Cthe_3220
TAG12650	-	fig|203119.11.peg.3446
TAG12651	-	fig|203119.11.peg.3447
TAG12652	-	Cthe_3221
TAG12653	-	Cthe_3222
TAG12654	-	Cthe_3224
TAG12655	-	fig|203119.11.peg.3451
TAG12656	-	fig|203119.11.peg.3452
TAG12657	-	Cthe_3225
TAG12658	-	Cthe_3226
TAG12659	-	Cthe_3227
TAG12660	-	Cthe_3228
TAG12661	-	Cthe_3229
TAG12662	-	Cthe_3230
TAG12663	-	Cthe_3231
TAG12664	Tsac_1429	Cthe_0325
TAG12665	-	Cthe_3232
TAG12666	-	Cthe_3233
TAG12667	-	Cthe_3234
TAG12668	-	Cthe_3235
TAG12669	-	Cthe_3236
TAG12670	-	Cthe_3237
TAG12671	-	Cthe_3238
TAG12672	-	Cthe_0326
TAG12673	-	fig|203119.11.peg.347
TAG12674	-	Cthe_0327
TAG12675	-	Cthe_0030
TAG12676	-	Cthe_0330
TAG12677	-	Cthe_0331
TAG12678	-	fig|203119.11.peg.353
TAG12679	Tsac_2501	Cthe_0332
TAG12680	Tsac_2133	Cthe_0335
TAG12681	-	Cthe_0031
TAG12682	-	fig|203119.11.peg.365
TAG12683	Tsac_0197	Cthe_0343
TAG12684	-	Cthe_0345
TAG12685	-	Cthe_0032
TAG12686	-	Cthe_0348
TAG12687	-	Cthe_0351
TAG12688	-	Cthe_0356
TAG12689	-	Cthe_0033
TAG12690	-	Cthe_0358
TAG12691	-	Cthe_0361
TAG12692	-	fig|203119.11.peg.387
TAG12693	-	Cthe_0364
TAG12694	-	Cthe_0366
TAG12695	-	Cthe_0371
TAG12696	-	Cthe_0003
TAG12697	-	fig|203119.11.peg.4
TAG12698	-	Cthe_0376
TAG12699	-	Cthe_0377
TAG12700	-	Cthe_0378
TAG12701	-	fig|203119.11.peg.403
TAG12702	-	Cthe_0379
TAG12703	-	Cthe_0380
TAG12704	-	Cthe_0381
TAG12705	-	Cthe_0382
TAG12706	-	Cthe_0383
TAG12707	-	Cthe_0384
TAG12708	-	Cthe_0386
TAG12709	-	Cthe_0387
TAG12710	-	Cthe_0399
TAG12711	-	Cthe_0400
TAG12712	-	Cthe_0401
TAG12713	-	Cthe_0402
TAG12714	-	"Cthe_2120,Cthe_2521,Cthe_0268,Cthe_0403,Cthe_0058"
TAG12715	-	Cthe_0404
TAG12716	-	Cthe_0405
TAG12717	-	Cthe_0038
TAG12718	-	Cthe_0411
TAG12719	-	fig|203119.11.peg.436
TAG12720	-	Cthe_0412
TAG12721	-	Cthe_0413
TAG12722	-	Cthe_0039
TAG12723	-	fig|203119.11.peg.44
TAG12724	-	Cthe_0416
TAG12725	-	Cthe_0424
TAG12726	-	Cthe_0432
TAG12727	-	Cthe_0433
TAG12728	-	Cthe_0435
TAG12729	-	Cthe_0436
TAG12730	-	Cthe_0437
TAG12731	-	fig|203119.11.peg.463
TAG12732	-	Cthe_0442
TAG12733	-	Cthe_0451
TAG12734	-	Cthe_0452
TAG12735	-	Cthe_0453
TAG12736	-	Cthe_0454
TAG12737	-	fig|203119.11.peg.480
TAG12738	-	Cthe_0457
TAG12739	-	fig|203119.11.peg.484
TAG12740	-	Cthe_0043
TAG12741	Tsac_1782	Cthe_0466
TAG12742	-	Cthe_0467
TAG12743	-	Cthe_0470
TAG12744	-	Cthe_0471
TAG12745	-	Cthe_0472
TAG12746	-	Cthe_0044
TAG12747	-	Cthe_0476
TAG12748	Tsac_1793	Cthe_0478
TAG12749	-	Cthe_0480
TAG12750	-	Cthe_0045
TAG12751	Tsac_1799	Cthe_0484
TAG12752	Tsac_1802	Cthe_0487
TAG12753	-	Cthe_0046
TAG12754	-	Cthe_0494
TAG12755	-	Cthe_0496
TAG12756	-	Cthe_0499
TAG12757	-	Cthe_0500
TAG12758	-	Cthe_0501
TAG12759	-	Cthe_0502
TAG12760	-	Cthe_0047
TAG12761	-	Cthe_0507
TAG12762	-	Cthe_0508
TAG12763	-	Cthe_0510
TAG12764	-	Cthe_0511
TAG12765	-	Cthe_0512
TAG12766	-	Cthe_0514
TAG12767	-	Cthe_0048
TAG12768	-	fig|203119.11.peg.540
TAG12769	-	Cthe_0516
TAG12770	-	Cthe_0520
TAG12771	-	Cthe_0521
TAG12772	-	Cthe_0523
TAG12773	-	Cthe_0524
