Tag	1094508.3	203119.11	31899.1
TAG21872	fig|1094508.3.peg.554	fig|203119.11.peg.2520	fig|31899.10.peg.366
TAG21877	fig|1094508.3.peg.326	-	-
TAG21879	-	-	fig|31899.10.peg.2590
TAG21880	fig|1094508.3.peg.1005	-	fig|31899.10.peg.2588
TAG21900	fig|1094508.3.peg.2415	-	-
TAG21948	fig|1094508.3.peg.2048	fig|203119.11.peg.830	fig|31899.10.peg.1836
TAG21949	fig|1094508.3.peg.748	-	-
TAG21950	fig|1094508.3.peg.1749	fig|203119.11.peg.596	fig|31899.10.peg.1525
TAG21953	fig|1094508.3.peg.1767	fig|203119.11.peg.1374	fig|31899.10.peg.1718
TAG21956	fig|1094508.3.peg.1779	fig|203119.11.peg.979	fig|31899.10.peg.1641
TAG21959	fig|1094508.3.peg.1799	-	fig|31899.10.peg.2735
TAG21972	fig|1094508.3.peg.1904	fig|203119.11.peg.745	-
TAG21973	fig|1094508.3.peg.1902	fig|203119.11.peg.749	fig|31899.10.peg.1813
TAG21991	fig|1094508.3.peg.1367	-	-
TAG22000	fig|1094508.3.peg.1937	-	fig|31899.10.peg.1829
TAG22002	fig|1094508.3.peg.1941	-	fig|31899.10.peg.1798
TAG22038	fig|1094508.3.peg.2231	-	-
TAG22051	fig|1094508.3.peg.1047	fig|203119.11.peg.3130	fig|31899.10.peg.2231
TAG22058	fig|1094508.3.peg.976	-	-
TAG22063	fig|1094508.3.peg.1431	-	-
TAG22124	-	-	fig|31899.10.peg.1018
TAG22126	fig|1094508.3.peg.2171	fig|203119.11.peg.930	fig|31899.10.peg.1932
TAG22129	-	fig|203119.11.peg.3346	-
TAG22160	fig|1094508.3.peg.1098	-	-
TAG22172	fig|1094508.3.peg.584	fig|203119.11.peg.2533	fig|31899.10.peg.1335
TAG22180	fig|1094508.3.peg.1185	-	-
TAG22189	-	fig|203119.11.peg.2539	-
TAG22197	fig|1094508.3.peg.6	fig|203119.11.peg.2322	-
TAG22207	fig|1094508.3.peg.1151	fig|203119.11.peg.2870	fig|31899.10.peg.2421
TAG22216	fig|1094508.3.peg.118	-	-
TAG22217	-	fig|203119.11.peg.1584	-
TAG22228	-	fig|203119.11.peg.544	-
TAG22254	fig|1094508.3.peg.322	"fig|203119.11.peg.2764,fig|203119.11.peg.3329"	fig|31899.10.peg.1555
TAG22258	"fig|1094508.3.peg.1445,fig|1094508.3.peg.1808"	"fig|203119.11.peg.2778,fig|203119.11.peg.495"	"fig|31899.10.peg.1916
TAG22259	fig|1094508.3.peg.1443	fig|203119.11.peg.2776	fig|31899.10.peg.1918
TAG22261	fig|1094508.3.peg.1440	fig|203119.11.peg.2773	fig|31899.10.peg.1921
TAG22291	"fig|1094508.3.peg.101,fig|1094508.3.peg.657"	fig|203119.11.peg.1494	fig|31899.10.peg.1022
TAG22300	fig|1094508.3.peg.988	fig|203119.11.peg.1890	fig|31899.10.peg.2340
TAG22320	fig|1094508.3.peg.762	fig|203119.11.peg.2034	fig|31899.10.peg.2472
TAG22321	fig|1094508.3.peg.1554	fig|203119.11.peg.2863	fig|31899.10.peg.2426
TAG22354	-	fig|203119.11.peg.804	"fig|31899.10.peg.2409
TAG22361	fig|1094508.3.peg.1794	fig|203119.11.peg.721	fig|31899.10.peg.1251
TAG22366	fig|1094508.3.peg.662	fig|203119.11.peg.2224	fig|31899.10.peg.718
TAG22367	fig|1094508.3.peg.852	"fig|203119.11.peg.2125,fig|203119.11.peg.865"	-
TAG22371	-	fig|203119.11.peg.2030	-
TAG22380	-	-	fig|31899.10.peg.720
TAG22394	fig|1094508.3.peg.106	-	-
TAG22398	fig|1094508.3.peg.1605	-	fig|31899.10.peg.1644
TAG22400	-	-	fig|31899.10.peg.1038
TAG22402	fig|1094508.3.peg.2217	fig|203119.11.peg.1338	-
TAG22438	-	"fig|203119.11.peg.2547,fig|203119.11.peg.2978"	fig|31899.10.peg.1340
TAG22444	fig|1094508.3.peg.309	-	fig|31899.10.peg.335
TAG22451	fig|1094508.3.peg.1453	-	-
TAG22456	-	"fig|203119.11.peg.1446,fig|203119.11.peg.2826"	-
TAG22460	-	fig|203119.11.peg.2824	-
TAG22461	fig|1094508.3.peg.604	fig|203119.11.peg.1428	"fig|31899.10.peg.442
TAG22477	-	fig|203119.11.peg.2177	fig|31899.10.peg.290
TAG22485	"fig|1094508.3.peg.350,fig|1094508.3.peg.981"	-	fig|31899.10.peg.543
TAG22489	fig|1094508.3.peg.225	-	-
TAG22492	fig|1094508.3.peg.212	-	-
TAG22495	-	fig|203119.11.peg.382	-
TAG22497	fig|1094508.3.peg.41	fig|203119.11.peg.1677	fig|31899.10.peg.2291
TAG22510	-	fig|203119.11.peg.1527	-
TAG22521	-	-	fig|31899.10.peg.2525
TAG22542	"fig|1094508.3.peg.1079,fig|1094508.3.peg.1901"	fig|203119.11.peg.750	fig|31899.10.peg.1814
TAG22543	fig|1094508.3.peg.2153	fig|203119.11.peg.364	fig|31899.10.peg.1787
TAG22553	fig|1094508.3.peg.1653	fig|203119.11.peg.2063	fig|31899.10.peg.2415
TAG22586	-	-	fig|31899.10.peg.1205
TAG22593	-	fig|203119.11.peg.1234	-
TAG22598	fig|1094508.3.peg.1314	-	-
TAG22618	fig|1094508.3.peg.1481	-	fig|31899.10.peg.330
TAG22621	fig|1094508.3.peg.664	-	-
TAG22624	fig|1094508.3.peg.1488	-	-
TAG22628	fig|1094508.3.peg.665	-	-
TAG22641	fig|1094508.3.peg.1555	-	-
TAG22642	fig|1094508.3.peg.1556	-	-
TAG22643	fig|1094508.3.peg.1557	-	-
TAG22644	fig|1094508.3.peg.1562	fig|203119.11.peg.104	-
TAG22648	fig|1094508.3.peg.2182	-	-
TAG22649	fig|1094508.3.peg.673	-	-
TAG22650	fig|1094508.3.peg.2176	-	-
TAG22651	fig|1094508.3.peg.2173	-	-
TAG22653	fig|1094508.3.peg.2163	-	-
TAG22654	fig|1094508.3.peg.2150	fig|203119.11.peg.3259	-
TAG22655	fig|1094508.3.peg.2132	-	-
TAG22657	-	-	"fig|31899.10.peg.1118,fig|31899.10.peg.689
TAG22662	fig|1094508.3.peg.2105	-	-
TAG22664	fig|1094508.3.peg.2089	fig|203119.11.peg.1401	fig|31899.10.peg.2050
TAG22668	fig|1094508.3.peg.2074	fig|203119.11.peg.1129	fig|31899.10.peg.1759
TAG22678	fig|1094508.3.peg.1240	-	-
TAG22679	fig|1094508.3.peg.2021	-	-
TAG22682	fig|1094508.3.peg.2009	-	-
TAG22684	fig|1094508.3.peg.568	-	-
TAG22685	fig|1094508.3.peg.1971	-	-
TAG22686	fig|1094508.3.peg.1936	-	-
TAG22687	fig|1094508.3.peg.1927	-	-
TAG22688	fig|1094508.3.peg.1918	-	-
TAG22689	fig|1094508.3.peg.1895	-	-
TAG22691	fig|1094508.3.peg.705	-	-
TAG22692	fig|1094508.3.peg.1839	-	-
TAG22693	fig|1094508.3.peg.1819	-	-
TAG22694	fig|1094508.3.peg.1811	-	-
TAG22695	fig|1094508.3.peg.1810	-	-
TAG22696	fig|1094508.3.peg.1809	-	-
TAG22703	fig|1094508.3.peg.2555	-	-
TAG22709	fig|1094508.3.peg.721	-	-
TAG22710	fig|1094508.3.peg.1723	-	-
TAG22711	fig|1094508.3.peg.722	-	fig|31899.10.peg.2743
TAG22713	fig|1094508.3.peg.724	-	-
TAG22714	fig|1094508.3.peg.1697	-	-
TAG22715	fig|1094508.3.peg.1695	-	-
TAG22716	fig|1094508.3.peg.725	-	-
TAG22722	fig|1094508.3.peg.1680	fig|203119.11.peg.2705	fig|31899.10.peg.1674
TAG22726	fig|1094508.3.peg.723	-	-
TAG22727	fig|1094508.3.peg.1652	-	-
TAG22729	fig|1094508.3.peg.1649	-	-
TAG22732	fig|1094508.3.peg.1635	-	-
TAG22733	fig|1094508.3.peg.1633	-	-
TAG22734	fig|1094508.3.peg.1630	-	-
TAG22737	fig|1094508.3.peg.727	-	-
TAG22740	fig|1094508.3.peg.728	-	-
TAG22748	fig|1094508.3.peg.729	-	-
TAG22757	fig|1094508.3.peg.730	-	-
TAG22762	fig|1094508.3.peg.733	-	-
TAG22766	fig|1094508.3.peg.1129	-	-
TAG22767	fig|1094508.3.peg.734	-	-
TAG22775	fig|1094508.3.peg.735	-	-
TAG22791	fig|1094508.3.peg.2218	fig|203119.11.peg.1854	fig|31899.10.peg.811
TAG22792	fig|1094508.3.peg.2221	-	-
TAG22802	"fig|1094508.3.peg.117,fig|1094508.3.peg.1277,fig|1094508.3.peg.2542"	-	-
TAG22807	fig|1094508.3.peg.2264	-	-
TAG22808	fig|1094508.3.peg.2269	fig|203119.11.peg.1665	-
TAG22809	fig|1094508.3.peg.740	fig|203119.11.peg.2798	fig|31899.10.peg.2982
TAG22812	"fig|1094508.3.peg.2313,fig|1094508.3.peg.353"	-	-
TAG22814	fig|1094508.3.peg.2337	-	-
TAG22815	fig|1094508.3.peg.2338	-	-
TAG22818	fig|1094508.3.peg.2345	-	-
TAG22822	-	-	fig|31899.10.peg.561
TAG22824	fig|1094508.3.peg.2370	-	-
TAG22825	fig|1094508.3.peg.2375	-	-
TAG22831	fig|1094508.3.peg.2400	-	-
TAG22833	fig|1094508.3.peg.2418	-	-
TAG22835	"fig|1094508.3.peg.2321,fig|1094508.3.peg.2428,fig|1094508.3.peg.333"	-	-
TAG22836	fig|1094508.3.peg.2429	-	-
TAG22837	fig|1094508.3.peg.2495	-	-
TAG22838	fig|1094508.3.peg.2497	-	-
TAG22842	fig|1094508.3.peg.2547	-	-
TAG22845	fig|1094508.3.peg.2560	-	-
TAG22846	fig|1094508.3.peg.2562	-	-
TAG22847	fig|1094508.3.peg.2563	-	-
TAG22848	fig|1094508.3.peg.2573	-	fig|31899.10.peg.199
TAG22849	fig|1094508.3.peg.758	-	-
TAG22850	fig|1094508.3.peg.1497	-	-
TAG22851	fig|1094508.3.peg.2578	-	-
TAG22857	"fig|1094508.3.peg.1668,fig|1094508.3.peg.2588,fig|1094508.3.peg.2589"	"fig|203119.11.peg.3168,fig|203119.11.peg.3169"	"fig|31899.10.peg.2430
TAG22860	fig|1094508.3.peg.2610	-	-
TAG22862	fig|1094508.3.peg.2628	-	-
TAG22865	fig|1094508.3.peg.2631	-	-
TAG22866	fig|1094508.3.peg.2633	-	-
TAG22871	fig|1094508.3.peg.2644	fig|203119.11.peg.2194	fig|31899.10.peg.1546
TAG22872	fig|1094508.3.peg.2665	-	-
TAG22878	fig|1094508.3.peg.8	-	-
TAG22879	fig|1094508.3.peg.9	-	-
TAG22880	fig|1094508.3.peg.14	-	-
TAG22888	fig|1094508.3.peg.51	-	-
TAG22891	fig|1094508.3.peg.58	-	-
TAG22896	fig|1094508.3.peg.73	-	-
TAG22908	fig|1094508.3.peg.76	-	-
TAG22909	fig|1094508.3.peg.77	-	-
TAG22911	fig|1094508.3.peg.84	-	-
TAG22927	fig|1094508.3.peg.802	-	-
TAG22931	fig|1094508.3.peg.95	-	-
TAG22938	fig|1094508.3.peg.103	-	-
TAG22940	-	fig|203119.11.peg.285	-
TAG22941	fig|1094508.3.peg.113	-	-
TAG22942	fig|1094508.3.peg.115	-	-
TAG22944	fig|1094508.3.peg.126	-	-
TAG22949	fig|1094508.3.peg.165	-	fig|31899.10.peg.2962
TAG22951	fig|1094508.3.peg.172	-	fig|31899.10.peg.406
TAG22952	fig|1094508.3.peg.184	-	-
TAG22953	fig|1094508.3.peg.191	-	-
TAG22954	fig|1094508.3.peg.200	-	fig|31899.10.peg.2574
TAG22956	fig|1094508.3.peg.231	-	-
TAG22957	fig|1094508.3.peg.232	fig|203119.11.peg.1566	-
TAG22961	fig|1094508.3.peg.244	-	-
TAG22963	fig|1094508.3.peg.256	-	-
TAG22964	fig|1094508.3.peg.259	-	-
TAG22975	fig|1094508.3.peg.270	-	-
TAG22976	fig|1094508.3.peg.824	-	fig|31899.10.peg.2901
TAG22978	fig|1094508.3.peg.328	-	fig|31899.10.peg.1544
TAG22979	fig|1094508.3.peg.332	-	-
TAG22991	-	-	fig|31899.10.peg.2010
TAG22993	"fig|1094508.3.peg.371,fig|1094508.3.peg.372"	-	-
TAG22997	fig|1094508.3.peg.386	-	-
TAG23005	-	fig|203119.11.peg.2180	-
TAG23006	fig|1094508.3.peg.403	-	-
TAG23007	fig|1094508.3.peg.417	-	-
TAG23009	fig|1094508.3.peg.419	-	fig|31899.10.peg.143
TAG23011	fig|1094508.3.peg.839	-	-
TAG23012	fig|1094508.3.peg.426	-	-
TAG23015	fig|1094508.3.peg.429	-	-
TAG23018	fig|1094508.3.peg.431	-	-
TAG23021	fig|1094508.3.peg.434	-	-
TAG23024	fig|1094508.3.peg.428	-	-
TAG23030	fig|1094508.3.peg.395	-	-
TAG23036	fig|1094508.3.peg.461	-	-
TAG23048	fig|1094508.3.peg.864	-	-
TAG23051	fig|1094508.3.peg.537	-	-
TAG23052	"fig|1094508.3.peg.2393,fig|1094508.3.peg.544"	fig|203119.11.peg.1946	fig|31899.10.peg.203
TAG23060	fig|1094508.3.peg.873	-	-
TAG23061	fig|1094508.3.peg.874	-	-
TAG23072	fig|1094508.3.peg.840	-	-
TAG23077	fig|1094508.3.peg.587	-	-
TAG23078	fig|1094508.3.peg.920	-	-
TAG23085	fig|1094508.3.peg.943	-	-
TAG23086	fig|1094508.3.peg.944	-	-
TAG23087	fig|1094508.3.peg.948	-	-
TAG23089	fig|1094508.3.peg.954	-	-
TAG23092	fig|1094508.3.peg.979	-	-
TAG23096	fig|1094508.3.peg.1012	fig|203119.11.peg.2895	fig|31899.10.peg.2025
TAG23097	fig|1094508.3.peg.1021	-	-
TAG23101	fig|1094508.3.peg.1069	-	-
TAG23107	fig|1094508.3.peg.1117	-	-
TAG23108	fig|1094508.3.peg.1119	-	-
TAG23109	-	fig|203119.11.peg.1181	-
TAG23123	fig|1094508.3.peg.1157	-	-
TAG23127	fig|1094508.3.peg.1184	-	-
TAG23129	fig|1094508.3.peg.1204	-	-
TAG23131	fig|1094508.3.peg.1217	-	-
TAG23132	fig|1094508.3.peg.1228	-	-
TAG23137	fig|1094508.3.peg.1278	-	-
TAG23138	fig|1094508.3.peg.1279	-	-
TAG23139	fig|1094508.3.peg.1282	-	-
TAG23141	-	-	fig|31899.10.peg.2618
TAG23143	fig|1094508.3.peg.1307	-	-
TAG23144	fig|1094508.3.peg.1308	-	-
TAG23157	fig|1094508.3.peg.1327	-	-
TAG23158	fig|1094508.3.peg.1328	-	-
TAG23163	fig|1094508.3.peg.1335	-	-
TAG23164	fig|1094508.3.peg.1336	-	-
TAG23165	fig|1094508.3.peg.1337	-	-
TAG23166	fig|1094508.3.peg.1338	-	-
TAG23172	fig|1094508.3.peg.1347	-	-
TAG23187	-	fig|203119.11.peg.1718	-
TAG23195	"fig|1094508.3.peg.1349,fig|1094508.3.peg.2181,fig|1094508.3.peg.243"	"fig|203119.11.peg.1955,fig|203119.11.peg.256"	"fig|31899.10.peg.2848
TAG23199	fig|1094508.3.peg.1407	-	-
TAG23201	fig|1094508.3.peg.1412	-	-
TAG23203	fig|1094508.3.peg.1413	-	-
TAG23213	fig|1094508.3.peg.1423	-	-
TAG23220	fig|1094508.3.peg.1436	-	-
TAG23221	fig|1094508.3.peg.1447	-	-
TAG23222	fig|1094508.3.peg.598	-	-
TAG23225	fig|1094508.3.peg.601	-	-
TAG23253	fig|1094508.3.peg.613	-	-
TAG23255	-	fig|203119.11.peg.3316	fig|31899.10.peg.597
TAG23256	fig|1094508.3.peg.1457	-	-
TAG23260	fig|1094508.3.peg.1644	-	-
TAG23264	fig|1094508.3.peg.1702	-	-
TAG23269	fig|1094508.3.peg.1972	-	-
TAG23270	-	fig|203119.11.peg.894	fig|31899.10.peg.2208
TAG23274	fig|1094508.3.peg.1915	-	-
TAG23275	fig|1094508.3.peg.1912	-	-
TAG23280	fig|1094508.3.peg.1900	-	-
TAG23283	fig|1094508.3.peg.1858	fig|203119.11.peg.442	fig|31899.10.peg.1537
TAG23288	fig|1094508.3.peg.1807	-	-
TAG23297	fig|1094508.3.peg.1754	-	-
TAG23310	fig|1094508.3.peg.630	-	-
TAG23312	-	fig|203119.11.peg.1711	-
TAG23317	-	fig|203119.11.peg.1714	-
TAG23340	fig|1094508.3.peg.2489	-	-
TAG23346	fig|1094508.3.peg.2050	-	fig|31899.10.peg.1834
TAG23347	fig|1094508.3.peg.2053	-	-
TAG23350	fig|1094508.3.peg.1584	-	-
TAG23352	fig|1094508.3.peg.2212	-	-
TAG23353	fig|1094508.3.peg.2213	-	-
TAG23355	fig|1094508.3.peg.2430	-	-
TAG23366	fig|1094508.3.peg.2522	-	fig|31899.10.peg.1901
TAG23376	fig|1094508.3.peg.1405	-	-
TAG23377	fig|1094508.3.peg.1416	fig|203119.11.peg.674	-
TAG23380	fig|1094508.3.peg.2167	-	-
TAG23381	fig|1094508.3.peg.255	-	-
TAG23383	fig|1094508.3.peg.2399	-	-
TAG23391	fig|1094508.3.peg.2390	-	-
TAG23395	fig|1094508.3.peg.2288	-	-
TAG23398	fig|1094508.3.peg.160	-	-
TAG23399	fig|1094508.3.peg.145	-	fig|31899.10.peg.2966
TAG23401	fig|1094508.3.peg.1306	-	-
TAG23406	fig|1094508.3.peg.1471	-	-
TAG23407	fig|1094508.3.peg.731	-	"fig|31899.10.peg.1222
TAG23411	fig|1094508.3.peg.1169	-	-
TAG23414	-	-	fig|31899.10.peg.2357
TAG23415	-	-	fig|31899.10.peg.2356
TAG23419	"fig|1094508.3.peg.2412,fig|1094508.3.peg.453"	-	fig|31899.10.peg.852
TAG23426	fig|1094508.3.peg.1113	fig|203119.11.peg.1177	-
TAG23428	"fig|1094508.3.peg.2487,fig|1094508.3.peg.437,fig|1094508.3.peg.849,fig|1094508.3.peg.856"	-	"fig|31899.10.peg.3021
TAG23436	fig|1094508.3.peg.1472	-	-
TAG23452	fig|1094508.3.peg.1066	-	-
TAG23455	fig|1094508.3.peg.1061	-	-
TAG23466	fig|1094508.3.peg.983	-	-
TAG23471	fig|1094508.3.peg.962	-	-
TAG23474	fig|1094508.3.peg.931	-	-
TAG23476	fig|1094508.3.peg.918	-	-
TAG23481	fig|1094508.3.peg.251	-	fig|31899.10.peg.1318
TAG23486	-	-	"fig|31899.10.peg.235
TAG23508	fig|1094508.3.peg.1623	-	-
TAG23512	fig|1094508.3.peg.709	-	-
TAG23516	"fig|1094508.3.peg.1729,fig|1094508.3.peg.2113,fig|1094508.3.peg.713"	"fig|203119.11.peg.397,fig|203119.11.peg.995"	fig|31899.10.peg.1086
TAG23542	fig|1094508.3.peg.402	-	-
TAG23544	fig|1094508.3.peg.440	-	-
TAG23545	fig|1094508.3.peg.444	-	-
TAG23561	fig|1094508.3.peg.805	-	-
TAG23582	fig|1094508.3.peg.530	-	-
TAG23586	fig|1094508.3.peg.548	-	-
TAG23588	fig|1094508.3.peg.550	fig|203119.11.peg.2516	fig|31899.10.peg.362
TAG23602	"fig|1094508.3.peg.116,fig|1094508.3.peg.1280"	-	-
TAG23609	fig|1094508.3.peg.2582	-	-
TAG23613	fig|1094508.3.peg.1669	-	-
TAG23618	fig|1094508.3.peg.48	fig|203119.11.peg.302	-
TAG23649	fig|1094508.3.peg.2699	-	-
TAG23661	fig|1094508.3.peg.2629	-	-
TAG23663	fig|1094508.3.peg.2602	-	-
TAG23677	-	-	fig|31899.10.peg.440
TAG23697	fig|1094508.3.peg.1491	-	-
TAG23698	-	-	fig|31899.10.peg.649
TAG23701	-	fig|203119.11.peg.3441	-
TAG23707	-	-	fig|31899.10.peg.2739
TAG23711	fig|1094508.3.peg.1509	-	-
TAG23712	fig|1094508.3.peg.1519	-	-
TAG23728	fig|1094508.3.peg.1547	-	-
TAG23732	-	-	fig|31899.10.peg.1125
TAG23738	fig|1094508.3.peg.643	-	-
TAG23739	fig|1094508.3.peg.644	-	-
TAG23740	fig|1094508.3.peg.916	-	-
TAG23754	fig|1094508.3.peg.2079	fig|203119.11.peg.1427	fig|31899.10.peg.1755
TAG23764	fig|1094508.3.peg.2236	-	fig|31899.10.peg.2271
TAG23777	-	-	fig|31899.10.peg.1612
TAG23796	"fig|1094508.3.peg.159,fig|1094508.3.peg.229,fig|1094508.3.peg.352"	fig|203119.11.peg.2595	"fig|31899.10.peg.1302
TAG23814	-	-	fig|31899.10.peg.2548
TAG23851	fig|1094508.3.peg.1992	-	fig|31899.10.peg.1202
TAG23852	fig|1094508.3.peg.1781	fig|203119.11.peg.977	fig|31899.10.peg.1643
TAG23853	fig|1094508.3.peg.312	-	fig|31899.10.peg.142
TAG23921	fig|1094508.3.peg.1658	-	-
TAG23927	fig|1094508.3.peg.1406	-	-
TAG23930	-	fig|203119.11.peg.2491	fig|31899.10.peg.1725
TAG23962	"fig|1094508.3.peg.1698,fig|1094508.3.peg.1699"	"fig|203119.11.peg.1281,fig|203119.11.peg.1282"	-
TAG24061	fig|1094508.3.peg.1225	-	-
TAG24062	fig|1094508.3.peg.2664	-	fig|31899.10.peg.1336
TAG24068	fig|1094508.3.peg.2714	fig|203119.11.peg.2383	fig|31899.10.peg.2179
TAG24079	fig|1094508.3.peg.1553	fig|203119.11.peg.2348	-
TAG24126	fig|1094508.3.peg.105	-	-
TAG24143	fig|1094508.3.peg.679	-	fig|31899.10.peg.2857
TAG24177	fig|1094508.3.peg.2530	fig|203119.11.peg.1869	fig|31899.10.peg.2014
TAG24192	-	-	fig|31899.10.peg.1886
TAG24215	fig|1094508.3.peg.2003	fig|203119.11.peg.164	fig|31899.10.peg.1697
TAG24223	-	fig|203119.11.peg.195	fig|31899.10.peg.1598
TAG24226	-	-	fig|31899.10.peg.538
TAG24227	fig|1094508.3.peg.325	fig|203119.11.peg.2581	fig|31899.10.peg.1550
TAG24233	-	fig|203119.11.peg.446	fig|31899.10.peg.1458
TAG24235	-	-	fig|31899.10.peg.552
TAG24246	-	-	fig|31899.10.peg.2354
TAG24248	-	-	fig|31899.10.peg.2069
TAG24249	-	-	fig|31899.10.peg.2373
TAG24250	-	-	fig|31899.10.peg.1114
TAG24256	fig|1094508.3.peg.358	-	fig|31899.10.peg.803
TAG24257	-	-	fig|31899.10.peg.2416
TAG24260	-	"fig|203119.11.peg.2039,fig|203119.11.peg.3019"	"fig|31899.10.peg.399
TAG24262	fig|1094508.3.peg.1521	fig|203119.11.peg.177	fig|31899.10.peg.2494
TAG24263	-	-	fig|31899.10.peg.412
TAG24285	-	-	fig|31899.10.peg.2644
TAG24286	fig|1094508.3.peg.572	fig|203119.11.peg.2352	fig|31899.10.peg.2652
TAG24292	fig|1094508.3.peg.1812	-	fig|31899.10.peg.2721
TAG24293	fig|1094508.3.peg.1803	fig|203119.11.peg.490	fig|31899.10.peg.2731
TAG24300	-	-	fig|31899.10.peg.2767
TAG24309	-	-	fig|31899.10.peg.2809
TAG24349	fig|1094508.3.peg.269	-	fig|31899.10.peg.2968
TAG24351	-	-	fig|31899.10.peg.3016
TAG24357	fig|1094508.3.peg.2570	-	-
TAG24362	-	-	fig|31899.10.peg.791
TAG24373	-	-	fig|31899.10.peg.280
TAG24374	-	-	fig|31899.10.peg.285
TAG24413	-	-	fig|31899.10.peg.373
TAG24419	-	-	fig|31899.10.peg.656
TAG24420	-	-	fig|31899.10.peg.673
TAG24426	-	-	fig|31899.10.peg.1129
TAG24428	fig|1094508.3.peg.1274	-	fig|31899.10.peg.756
TAG24454	fig|1094508.3.peg.1267	fig|203119.11.peg.119	fig|31899.10.peg.776
TAG24480	-	-	fig|31899.10.peg.900
TAG24492	-	-	fig|31899.10.peg.980
TAG24493	-	-	fig|31899.10.peg.982
TAG24499	-	-	fig|31899.10.peg.439
TAG24501	-	-	fig|31899.10.peg.1015
TAG24507	fig|1094508.3.peg.1548	fig|203119.11.peg.215	fig|31899.10.peg.1084
TAG24508	-	-	fig|31899.10.peg.1107
TAG24518	-	-	fig|31899.10.peg.1159
TAG24521	-	-	"fig|31899.10.peg.1168
TAG24525	fig|1094508.3.peg.1986	fig|203119.11.peg.1063	fig|31899.10.peg.1191
TAG24528	fig|1094508.3.peg.1599	fig|203119.11.peg.472	fig|31899.10.peg.1246
TAG24531	-	fig|203119.11.peg.2991	-
TAG24536	-	-	fig|31899.10.peg.908
TAG24542	-	-	fig|31899.10.peg.479
TAG24547	-	-	fig|31899.10.peg.482
TAG24566	-	"fig|203119.11.peg.1445,fig|203119.11.peg.2726"	-
TAG24572	-	-	fig|31899.10.peg.2108
TAG24575	-	-	fig|31899.10.peg.2060
TAG24578	-	fig|203119.11.peg.3104	fig|31899.10.peg.2976
TAG24597	fig|1094508.3.peg.196	fig|203119.11.peg.3388	fig|31899.10.peg.2942
TAG24602	-	-	fig|31899.10.peg.1561
TAG24614	-	-	fig|31899.10.peg.1388
TAG24618	fig|1094508.3.peg.1393	-	-
TAG24628	fig|1094508.3.peg.1434	fig|203119.11.peg.2914	fig|31899.10.peg.1163
TAG24630	-	-	fig|31899.10.peg.1154
TAG24631	-	-	fig|31899.10.peg.1143
TAG24632	"fig|1094508.3.peg.1601,fig|1094508.3.peg.1863"	fig|203119.11.peg.474	fig|31899.10.peg.1069
TAG24633	-	-	fig|31899.10.peg.1058
TAG24634	-	-	fig|31899.10.peg.1031
TAG24647	-	-	fig|31899.10.peg.963
TAG24664	-	-	fig|31899.10.peg.881
TAG24670	"fig|1094508.3.peg.114,fig|1094508.3.peg.2282,fig|1094508.3.peg.910"	fig|203119.11.peg.2155	"fig|31899.10.peg.2897,fig|31899.10.peg.295
TAG24687	fig|1094508.3.peg.1295	-	-
TAG24691	-	-	fig|31899.10.peg.635
TAG24703	-	-	fig|31899.10.peg.601
TAG24707	-	-	fig|31899.10.peg.244
TAG24712	-	-	fig|31899.10.peg.507
TAG24728	"fig|1094508.3.peg.1099,fig|1094508.3.peg.1401,fig|1094508.3.peg.612"	"fig|203119.11.peg.1183,fig|203119.11.peg.350"	fig|31899.10.peg.209
TAG24754	-	-	fig|31899.10.peg.71
TAG24755	-	-	fig|31899.10.peg.3126
TAG24757	-	-	fig|31899.10.peg.3114
TAG24773	-	-	fig|31899.10.peg.3090
TAG24774	-	-	fig|31899.10.peg.3085
TAG24783	-	-	fig|31899.10.peg.3067
TAG24797	-	-	"fig|31899.10.peg.3030
TAG24800	-	-	fig|31899.10.peg.3006
TAG24802	-	-	fig|31899.10.peg.3004
TAG24803	-	-	fig|31899.10.peg.3003
TAG24809	-	-	fig|31899.10.peg.2875
TAG24814	-	-	fig|31899.10.peg.2853
TAG24820	-	-	fig|31899.10.peg.2806
TAG24824	-	-	fig|31899.10.peg.418
TAG24825	-	-	fig|31899.10.peg.421
TAG24828	-	-	"fig|31899.10.peg.2802
TAG24833	fig|1094508.3.peg.534	fig|203119.11.peg.2327	fig|31899.10.peg.2647
TAG24849	-	-	fig|31899.10.peg.2760
TAG24853	fig|1094508.3.peg.769	-	-
TAG24854	fig|1094508.3.peg.295	fig|203119.11.peg.2796	fig|31899.10.peg.2593
TAG24867	-	fig|203119.11.peg.1747	-
TAG24868	fig|1094508.3.peg.2475	-	-
TAG24872	fig|1094508.3.peg.2466	-	-
TAG24903	-	-	fig|31899.10.peg.2389
TAG24908	-	-	fig|31899.10.peg.2347
TAG24924	-	-	fig|31899.10.peg.1408
TAG24926	fig|1094508.3.peg.1791	fig|203119.11.peg.807	fig|31899.10.peg.1451
TAG24938	-	-	fig|31899.10.peg.1499
TAG24948	-	-	fig|31899.10.peg.1681
TAG24952	-	-	"fig|31899.10.peg.2506
TAG24962	-	-	fig|31899.10.peg.133
TAG24978	-	-	fig|31899.10.peg.1934
TAG24983	"fig|1094508.3.peg.2574,fig|1094508.3.peg.56"	-	fig|31899.10.peg.1974
TAG24988	fig|1094508.3.peg.1999	-	fig|31899.10.peg.1145
