patric_id	NCBI new locus_tag	NCBI old locus_tag
fig|31899.10.peg.1078	ATHE_RS03170	Athe_0637
fig|31899.10.peg.1079	ATHE_RS03175	Athe_0638
fig|31899.10.peg.1080	ATHE_RS03180	Athe_0639
fig|31899.10.peg.1081	ATHE_RS03185	Athe_0640
fig|31899.10.peg.1082	ATHE_RS03190	Athe_0641
fig|31899.10.peg.1083	ATHE_RS03195	Athe_0642
fig|31899.10.peg.1084	ATHE_RS03200	Athe_0643
fig|31899.10.peg.1085	-	-
fig|31899.10.peg.1086	ATHE_RS03210	Athe_0645
fig|31899.10.peg.1087	-	-
fig|31899.10.peg.1088	ATHE_RS03215	Athe_0646
fig|31899.10.peg.1089	ATHE_RS03220	Athe_0647
fig|31899.10.peg.1090	ATHE_RS03225	Athe_0648
fig|31899.10.peg.1091	ATHE_RS03230	Athe_0649
fig|31899.10.peg.1092	-	-
fig|31899.10.peg.1093	ATHE_RS03240	Athe_0651
fig|31899.10.peg.1094	ATHE_RS03245	Athe_0652
fig|31899.10.peg.1095	ATHE_RS03250	Athe_0653
fig|31899.10.peg.1096	ATHE_RS03255	Athe_0654
fig|31899.10.peg.1097	ATHE_RS03260	Athe_0655
fig|31899.10.peg.1098	ATHE_RS14240	NA
fig|31899.10.peg.1099	ATHE_RS03270	Athe_0656
fig|31899.10.peg.1100	ATHE_RS03275	Athe_0657
fig|31899.10.peg.1101	ATHE_RS03280	Athe_0658
fig|31899.10.peg.1102	-	-
fig|31899.10.peg.1103	-	-
fig|31899.10.peg.1104	ATHE_RS03295	Athe_0661
fig|31899.10.peg.1105	ATHE_RS03300	Athe_0662
fig|31899.10.peg.1106	-	-
fig|31899.10.peg.1107	ATHE_RS03305	Athe_0663
fig|31899.10.peg.1108	ATHE_RS03310	NA
fig|31899.10.peg.1109	ATHE_RS03315	Athe_0664
fig|31899.10.peg.1110	ATHE_RS03320	Athe_0665
fig|31899.10.peg.1111	ATHE_RS03325	Athe_0666
fig|31899.10.repeat.127	-	-
fig|31899.10.peg.1112	-	-
fig|31899.10.peg.1113	-	-
fig|31899.10.peg.1114	-	-
fig|31899.10.peg.1115	ATHE_RS03335	Athe_0668
fig|31899.10.peg.1116	-	-
fig|31899.10.repeat.128	-	-
fig|31899.10.peg.1117	-	-
fig|31899.10.peg.1118	-	-
fig|31899.10.repeat.129	-	-
fig|31899.10.peg.1119	-	-
fig|31899.10.peg.1120	-	-
fig|31899.10.peg.1121	-	-
fig|31899.10.peg.1122	-	-
fig|31899.10.peg.1123	-	-
fig|31899.10.peg.1124	ATHE_RS03350	Athe_0673
fig|31899.10.peg.1125	ATHE_RS03355	Athe_0674
fig|31899.10.peg.1126	ATHE_RS03360	Athe_0675
fig|31899.10.peg.1127	ATHE_RS03365	Athe_0676
fig|31899.10.peg.1128	ATHE_RS03370	Athe_0677
fig|31899.10.peg.1129	ATHE_RS03375	Athe_0678
fig|31899.10.peg.1130	ATHE_RS03380	Athe_0679
fig|31899.10.repeat.130	-	-
fig|31899.10.peg.1131	ATHE_RS03385	Athe_0680
fig|31899.10.peg.1132	-	-
fig|31899.10.peg.1133	-	-
fig|31899.10.peg.1134	-	-
fig|31899.10.peg.1135	-	-
fig|31899.10.peg.1136	ATHE_RS03400	Athe_0684
fig|31899.10.peg.1137	-	-
fig|31899.10.peg.1138	-	-
fig|31899.10.peg.1139	ATHE_RS03415	Athe_0686
fig|31899.10.peg.1140	ATHE_RS03420	Athe_0687
fig|31899.10.peg.1141	-	-
fig|31899.10.peg.1142	ATHE_RS03430	Athe_0689
fig|31899.10.peg.1143	ATHE_RS03435	Athe_0690
fig|31899.10.peg.1144	ATHE_RS03440	Athe_0691
fig|31899.10.peg.1145	ATHE_RS03445	Athe_0692
fig|31899.10.peg.1146	ATHE_RS03450	Athe_0693
fig|31899.10.peg.1147	-	-
fig|31899.10.peg.1148	-	-
fig|31899.10.peg.1149	ATHE_RS03460	Athe_0695
fig|31899.10.peg.1150	ATHE_RS03465	Athe_0696
fig|31899.10.peg.1151	ATHE_RS03470	Athe_0697
fig|31899.10.peg.1152	ATHE_RS03475	Athe_0698
fig|31899.10.peg.1153	ATHE_RS03480	Athe_0699
fig|31899.10.peg.1154	ATHE_RS03485	Athe_0700
fig|31899.10.peg.1155	ATHE_RS03490	Athe_0701
fig|31899.10.peg.1156	ATHE_RS03495	Athe_0702
fig|31899.10.peg.1157	ATHE_RS03500	Athe_0703
fig|31899.10.peg.1158	ATHE_RS03505	Athe_0704
fig|31899.10.peg.1159	ATHE_RS03510	Athe_0705
fig|31899.10.peg.1160	ATHE_RS03515	Athe_0706
fig|31899.10.peg.1161	-	-
fig|31899.10.peg.1162	ATHE_RS03525	Athe_0708
fig|31899.10.peg.1163	ATHE_RS03530	Athe_0709
fig|31899.10.peg.1164	ATHE_RS03535	Athe_0710
fig|31899.10.peg.1165	ATHE_RS03540	Athe_0711
fig|31899.10.peg.1166	ATHE_RS03545	Athe_0712
fig|31899.10.peg.1167	-	-
fig|31899.10.peg.1168	ATHE_RS03555	Athe_0714
fig|31899.10.peg.1169	ATHE_RS03560	Athe_0715
fig|31899.10.peg.1170	ATHE_RS03565	Athe_0716
fig|31899.10.peg.1171	ATHE_RS03570	Athe_0717
fig|31899.10.peg.1172	ATHE_RS03575	NA
fig|31899.10.peg.1173	-	-
fig|31899.10.peg.1174	-	-
fig|31899.10.peg.1175	-	-
fig|31899.10.peg.1176	ATHE_RS03585	Athe_0722
fig|31899.10.peg.1177	ATHE_RS03590	Athe_0723
fig|31899.10.peg.1178	ATHE_RS03595	Athe_0724
fig|31899.10.peg.1179	ATHE_RS03600	Athe_0725
fig|31899.10.peg.1180	ATHE_RS03605	Athe_0726
fig|31899.10.peg.1181	ATHE_RS03610	Athe_0727
fig|31899.10.repeat.131	-	-
fig|31899.10.peg.1182	ATHE_RS03615	Athe_0728
fig|31899.10.repeat.132	-	-
fig|31899.10.peg.1183	-	-
fig|31899.10.peg.1184	ATHE_RS13960	Athe_2764
fig|31899.10.repeat.133	-	-
fig|31899.10.peg.1185	ATHE_RS03625	Athe_0730
fig|31899.10.peg.1186	ATHE_RS03630	Athe_0731
fig|31899.10.peg.1187	ATHE_RS03635	Athe_0732
fig|31899.10.peg.1188	ATHE_RS03640	Athe_0733
fig|31899.10.peg.1189	ATHE_RS03645	Athe_0734
fig|31899.10.peg.1190	-	-
fig|31899.10.peg.1191	-	-
fig|31899.10.peg.1192	ATHE_RS03660	Athe_0737
fig|31899.10.peg.1193	ATHE_RS03665	Athe_0738
fig|31899.10.repeat.134	-	-
fig|31899.10.peg.1194	ATHE_RS03670	Athe_0739
fig|31899.10.peg.1195	ATHE_RS03675	Athe_0740
fig|31899.10.peg.1196	ATHE_RS03680	Athe_0741
fig|31899.10.repeat.135	-	-
fig|31899.10.peg.1197	ATHE_RS03685	Athe_0742
fig|31899.10.peg.1198	ATHE_RS14005	Athe_2773
fig|31899.10.repeat.136	-	-
fig|31899.10.peg.1199	-	-
fig|31899.10.repeat.137	-	-
fig|31899.10.peg.1200	ATHE_RS03695	Athe_0744
fig|31899.10.repeat.138	-	-
fig|31899.10.peg.1201	ATHE_RS03700	Athe_0745
fig|31899.10.peg.1202	ATHE_RS03705	Athe_0746
fig|31899.10.repeat.139	-	-
fig|31899.10.peg.1203	ATHE_RS03710	Athe_0747
fig|31899.10.rna.22	-	-
fig|31899.10.peg.1204	ATHE_RS03720	Athe_0748
fig|31899.10.peg.1205	ATHE_RS03725	Athe_0749
fig|31899.10.peg.1206	ATHE_RS03730	Athe_0750
fig|31899.10.repeat.140	-	-
fig|31899.10.peg.1207	ATHE_RS03735	Athe_0751
fig|31899.10.peg.1208	ATHE_RS03740	Athe_0752
fig|31899.10.peg.1209	ATHE_RS03745	Athe_0753
fig|31899.10.peg.1210	ATHE_RS03750	Athe_0754
fig|31899.10.peg.1211	ATHE_RS03755	Athe_0755
fig|31899.10.rna.23	-	-
fig|31899.10.rna.24	-	-
fig|31899.10.rna.25	-	-
fig|31899.10.rna.26	-	-
fig|31899.10.rna.27	-	-
fig|31899.10.peg.1212	ATHE_RS03785	Athe_0756
fig|31899.10.peg.1213	ATHE_RS03790	Athe_0757
fig|31899.10.peg.1214	-	-
fig|31899.10.peg.1215	-	-
fig|31899.10.peg.1216	ATHE_RS03795	Athe_0758
fig|31899.10.peg.1217	ATHE_RS03800	Athe_0759
fig|31899.10.peg.1218	ATHE_RS03805	Athe_0760
fig|31899.10.peg.1219	ATHE_RS03810	Athe_0761
fig|31899.10.peg.1220	ATHE_RS03815	Athe_0762
fig|31899.10.peg.1221	-	-
fig|31899.10.peg.1222	ATHE_RS03825	Athe_0764
fig|31899.10.peg.1223	-	-
fig|31899.10.peg.1224	-	-
fig|31899.10.peg.1225	ATHE_RS03835	Athe_0766
fig|31899.10.peg.1226	ATHE_RS03840	Athe_0767
fig|31899.10.peg.1227	ATHE_RS03845	Athe_0768
fig|31899.10.peg.1228	ATHE_RS03850	Athe_0769
fig|31899.10.peg.1229	-	-
fig|31899.10.peg.1230	ATHE_RS03860	Athe_0771
fig|31899.10.peg.1231	ATHE_RS03865	Athe_0772
fig|31899.10.peg.1232	-	-
fig|31899.10.peg.1233	ATHE_RS03875	Athe_0774
fig|31899.10.peg.1234	ATHE_RS03880	Athe_0775
fig|31899.10.peg.1235	ATHE_RS03885	Athe_0776
fig|31899.10.peg.1236	-	-
fig|31899.10.peg.1237	ATHE_RS03895	Athe_0778
fig|31899.10.peg.1238	-	-
fig|31899.10.peg.1239	-	-
fig|31899.10.peg.1240	ATHE_RS03910	Athe_0781
fig|31899.10.peg.1241	ATHE_RS03915	Athe_0782
fig|31899.10.peg.1242	ATHE_RS03920	Athe_0783
fig|31899.10.peg.1243	ATHE_RS03925	Athe_0784
fig|31899.10.repeat.141	-	-
fig|31899.10.peg.1244	ATHE_RS03930	Athe_0785
fig|31899.10.peg.1245	ATHE_RS03935	Athe_0786
fig|31899.10.peg.1246	ATHE_RS03940	Athe_0787
fig|31899.10.peg.1247	ATHE_RS03945	Athe_0788
fig|31899.10.peg.1248	ATHE_RS03950	Athe_0789
fig|31899.10.peg.1249	ATHE_RS03955	Athe_0790
fig|31899.10.peg.1250	ATHE_RS03960	Athe_0791
fig|31899.10.peg.1251	ATHE_RS03965	Athe_0792
fig|31899.10.peg.1252	ATHE_RS03970	Athe_0793
fig|31899.10.peg.1253	ATHE_RS03975	Athe_0794
fig|31899.10.peg.1254	ATHE_RS03980	Athe_0795
fig|31899.10.peg.1255	ATHE_RS03985	Athe_0796
fig|31899.10.peg.1256	ATHE_RS03990	Athe_0797
fig|31899.10.peg.1257	ATHE_RS03995	Athe_0798
fig|31899.10.peg.1258	ATHE_RS04000	Athe_0799
fig|31899.10.peg.1259	ATHE_RS04005	Athe_0800
fig|31899.10.peg.1260	ATHE_RS04010	Athe_0801
fig|31899.10.peg.1261	ATHE_RS04015	Athe_0802
fig|31899.10.peg.1262	ATHE_RS04020	Athe_0803
fig|31899.10.peg.1263	ATHE_RS04025	Athe_0804
fig|31899.10.peg.1264	ATHE_RS04030	Athe_0805
fig|31899.10.peg.1265	ATHE_RS04035	Athe_0806
fig|31899.10.peg.1266	ATHE_RS04040	Athe_0807
fig|31899.10.peg.1267	ATHE_RS04045	Athe_0808
fig|31899.10.peg.1268	ATHE_RS04050	Athe_0809
fig|31899.10.peg.1269	ATHE_RS04055	Athe_0810
fig|31899.10.peg.1270	ATHE_RS04060	Athe_0811
fig|31899.10.peg.1271	ATHE_RS04065	Athe_0812
fig|31899.10.peg.1272	ATHE_RS04070	Athe_0813
fig|31899.10.peg.1273	ATHE_RS04075	Athe_0814
fig|31899.10.peg.1274	ATHE_RS04080	Athe_0815
fig|31899.10.peg.1275	ATHE_RS04085	Athe_0816
fig|31899.10.peg.1276	ATHE_RS04090	Athe_0817
fig|31899.10.peg.1277	ATHE_RS04095	Athe_0818
fig|31899.10.peg.1278	ATHE_RS04100	Athe_0819
fig|31899.10.peg.1279	ATHE_RS04105	Athe_0820
fig|31899.10.peg.1280	ATHE_RS04110	Athe_0821
fig|31899.10.peg.1281	ATHE_RS04115	Athe_0822
fig|31899.10.peg.1282	ATHE_RS04120	Athe_0823
fig|31899.10.peg.1283	-	-
fig|31899.10.peg.1284	ATHE_RS04125	Athe_0824
fig|31899.10.peg.1285	ATHE_RS04130	Athe_0825
fig|31899.10.peg.1286	ATHE_RS04135	Athe_0826
fig|31899.10.peg.1287	ATHE_RS04140	Athe_0827
fig|31899.10.peg.1288	ATHE_RS04145	Athe_0828
fig|31899.10.peg.1289	ATHE_RS04150	Athe_0829
fig|31899.10.peg.1290	ATHE_RS04155	Athe_0830
fig|31899.10.peg.1291	ATHE_RS04160	Athe_0831
fig|31899.10.peg.1292	ATHE_RS04165	Athe_0832
fig|31899.10.peg.1293	ATHE_RS04170	Athe_0833
fig|31899.10.peg.1294	ATHE_RS04175	Athe_0834
fig|31899.10.peg.1295	ATHE_RS04180	Athe_0835
fig|31899.10.peg.1296	ATHE_RS04185	Athe_0836
fig|31899.10.peg.1297	ATHE_RS04190	Athe_0837
fig|31899.10.peg.1298	ATHE_RS04195	Athe_0838
fig|31899.10.peg.1299	ATHE_RS04200	Athe_0839
fig|31899.10.peg.1300	ATHE_RS04205	Athe_0840
fig|31899.10.peg.1301	ATHE_RS04210	Athe_0841
fig|31899.10.peg.1302	ATHE_RS04215	Athe_0842
fig|31899.10.peg.1303	ATHE_RS04220	Athe_0843
fig|31899.10.peg.1304	ATHE_RS04225	Athe_0844
fig|31899.10.peg.1305	ATHE_RS04230	Athe_0845
fig|31899.10.peg.1306	ATHE_RS04235	Athe_0846
fig|31899.10.peg.1307	ATHE_RS04240	Athe_0847
fig|31899.10.peg.1308	ATHE_RS04245	Athe_0848
fig|31899.10.peg.1309	ATHE_RS04250	Athe_0849
fig|31899.10.peg.1310	ATHE_RS04255	Athe_0850
fig|31899.10.peg.1311	ATHE_RS04260	Athe_0851
fig|31899.10.peg.1312	ATHE_RS04265	Athe_0852
fig|31899.10.peg.1313	ATHE_RS04270	Athe_0853
fig|31899.10.peg.1314	ATHE_RS04275	Athe_0854
fig|31899.10.peg.1315	ATHE_RS04280	Athe_0855
fig|31899.10.peg.1316	ATHE_RS04285	Athe_0856
fig|31899.10.peg.1317	-	-
fig|31899.10.peg.1318	ATHE_RS04295	NA
fig|31899.10.peg.1319	ATHE_RS04300	NA
fig|31899.10.peg.1320	ATHE_RS04305	Athe_0859
fig|31899.10.peg.1321	ATHE_RS04310	Athe_0860
fig|31899.10.peg.1322	ATHE_RS04315	Athe_0861
fig|31899.10.peg.1323	-	-
fig|31899.10.repeat.142	-	-
fig|31899.10.peg.1324	ATHE_RS09670	Athe_1928
fig|31899.10.peg.1325	-	-
fig|31899.10.peg.1326	-	-
fig|31899.10.peg.1327	-	-
fig|31899.10.peg.1328	-	-
fig|31899.10.peg.1329	ATHE_RS04350	Athe_0867
fig|31899.10.peg.1330	ATHE_RS04355	Athe_0868
fig|31899.10.peg.1331	-	-
fig|31899.10.peg.1332	-	-
fig|31899.10.peg.1333	ATHE_RS04365	Athe_0870
fig|31899.10.peg.1334	ATHE_RS04370	Athe_0871
fig|31899.10.rna.28	-	-
fig|31899.10.peg.1335	ATHE_RS04380	Athe_0872
fig|31899.10.peg.1336	ATHE_RS04385	Athe_0873
fig|31899.10.peg.1337	ATHE_RS04390	Athe_0874
fig|31899.10.peg.1338	ATHE_RS04395	Athe_0875
fig|31899.10.peg.1339	ATHE_RS04400	Athe_0876
fig|31899.10.peg.1340	ATHE_RS04405	Athe_0877
fig|31899.10.peg.1341	ATHE_RS04410	Athe_0878
fig|31899.10.peg.1342	ATHE_RS04415	Athe_0879
fig|31899.10.peg.1343	ATHE_RS04420	Athe_0880
fig|31899.10.peg.1344	ATHE_RS04425	Athe_0881
fig|31899.10.peg.1345	ATHE_RS04430	Athe_0882
fig|31899.10.peg.1346	-	-
fig|31899.10.peg.1347	ATHE_RS04440	Athe_0884
fig|31899.10.peg.1348	ATHE_RS04445	Athe_0885
fig|31899.10.peg.1349	ATHE_RS04450	Athe_0886
fig|31899.10.peg.1350	-	-
fig|31899.10.peg.1351	ATHE_RS04460	Athe_0887
fig|31899.10.peg.1352	-	-
fig|31899.10.peg.1353	ATHE_RS04465	Athe_0889
fig|31899.10.peg.1354	ATHE_RS04470	Athe_0890
fig|31899.10.repeat.143	-	-
fig|31899.10.peg.1355	ATHE_RS04475	Athe_0891
fig|31899.10.repeat.144	-	-
fig|31899.10.repeat.145	-	-
fig|31899.10.peg.1356	ATHE_RS13960	Athe_2764
fig|31899.10.repeat.146	-	-
fig|31899.10.peg.1357	-	-
fig|31899.10.peg.1358	ATHE_RS04490	NA
fig|31899.10.peg.1359	ATHE_RS04495	Athe_0894
fig|31899.10.peg.1360	ATHE_RS04500	Athe_0895
fig|31899.10.peg.1361	ATHE_RS04505	Athe_0896
fig|31899.10.peg.1362	-	-
fig|31899.10.repeat.147	-	-
fig|31899.10.peg.1363	-	-
fig|31899.10.peg.1364	-	-
fig|31899.10.peg.1365	ATHE_RS04520	Athe_0899
fig|31899.10.peg.1366	ATHE_RS04525	Athe_0900
fig|31899.10.peg.1367	-	-
fig|31899.10.repeat.148	-	-
fig|31899.10.peg.1368	-	-
fig|31899.10.peg.1369	-	-
fig|31899.10.peg.1370	ATHE_RS14265	Athe_0903
fig|31899.10.peg.1371	ATHE_RS04535	Athe_0904
fig|31899.10.repeat.149	-	-
fig|31899.10.peg.1372	-	-
fig|31899.10.peg.1373	-	-
fig|31899.10.peg.1374	-	-
fig|31899.10.repeat.150	-	-
fig|31899.10.peg.1375	ATHE_RS04555	NA
fig|31899.10.peg.1376	ATHE_RS04560	Athe_0908
fig|31899.10.peg.1377	ATHE_RS04565	Athe_0909
fig|31899.10.repeat.151	-	-
fig|31899.10.peg.1378	ATHE_RS04570	Athe_0910
fig|31899.10.peg.1379	ATHE_RS04575	Athe_0911
fig|31899.10.peg.1380	ATHE_RS04580	Athe_0912
fig|31899.10.peg.1381	-	-
fig|31899.10.repeat.152	-	-
fig|31899.10.peg.1382	-	-
fig|31899.10.peg.1383	-	-
fig|31899.10.repeat.153	-	-
fig|31899.10.peg.1384	-	-
fig|31899.10.peg.1385	-	-
fig|31899.10.peg.1386	ATHE_RS04605	Athe_0917
fig|31899.10.repeat.154	-	-
fig|31899.10.peg.1387	-	-
fig|31899.10.peg.1388	-	-
fig|31899.10.peg.1389	-	-
fig|31899.10.peg.1390	ATHE_RS04615	Athe_0920
fig|31899.10.peg.1391	-	-
fig|31899.10.peg.1392	ATHE_RS04625	Athe_0922
fig|31899.10.peg.1393	-	-
fig|31899.10.repeat.155	-	-
fig|31899.10.peg.1394	ATHE_RS04635	Athe_0924
fig|31899.10.peg.1395	-	-
fig|31899.10.peg.1396	ATHE_RS04645	Athe_0926
fig|31899.10.peg.1397	ATHE_RS04650	Athe_0927
fig|31899.10.peg.1398	ATHE_RS04655	Athe_0928
fig|31899.10.peg.1399	-	-
fig|31899.10.peg.1400	ATHE_RS04660	Athe_0930
fig|31899.10.peg.1401	ATHE_RS04665	Athe_0931
fig|31899.10.peg.1402	ATHE_RS04670	Athe_0932
fig|31899.10.peg.1403	ATHE_RS04675	Athe_0933
fig|31899.10.peg.1404	ATHE_RS04680	Athe_0934
fig|31899.10.peg.1405	ATHE_RS04685	Athe_0935
fig|31899.10.peg.1406	ATHE_RS04690	Athe_0936
fig|31899.10.peg.1407	ATHE_RS04695	Athe_0937
fig|31899.10.peg.1408	ATHE_RS04700	Athe_0938
fig|31899.10.peg.1409	ATHE_RS04705	Athe_0939
fig|31899.10.peg.1410	ATHE_RS04710	Athe_0940
fig|31899.10.peg.1411	ATHE_RS04715	Athe_0941
fig|31899.10.peg.1412	ATHE_RS04720	Athe_0942
fig|31899.10.repeat.156	-	-
fig|31899.10.peg.1413	ATHE_RS04725	Athe_0943
fig|31899.10.repeat.157	-	-
fig|31899.10.peg.1414	ATHE_RS04730	Athe_0944
fig|31899.10.peg.1415	-	-
fig|31899.10.peg.1416	-	-
fig|31899.10.peg.1417	-	-
fig|31899.10.repeat.158	-	-
fig|31899.10.peg.1418	-	-
fig|31899.10.peg.1419	-	-
fig|31899.10.peg.1420	-	-
fig|31899.10.repeat.159	-	-
fig|31899.10.peg.1421	ATHE_RS04740	Athe_0947
fig|31899.10.peg.1422	ATHE_RS04745	Athe_0948
fig|31899.10.peg.1423	ATHE_RS04750	Athe_0949
fig|31899.10.peg.1424	-	-
fig|31899.10.peg.1425	ATHE_RS04755	NA
fig|31899.10.peg.1426	-	-
fig|31899.10.repeat.160	-	-
fig|31899.10.repeat.161	-	-
fig|31899.10.peg.1427	-	-
fig|31899.10.peg.1428	ATHE_RS04765	Athe_0952
fig|31899.10.repeat.162	-	-
fig|31899.10.peg.1429	ATHE_RS04770	Athe_0953
fig|31899.10.peg.1430	ATHE_RS04775	Athe_0954
fig|31899.10.peg.1431	ATHE_RS04780	Athe_0955
fig|31899.10.peg.1432	ATHE_RS04785	Athe_0956
fig|31899.10.peg.1433	-	-
fig|31899.10.peg.1434	ATHE_RS04790	Athe_0957
fig|31899.10.peg.1435	-	-
fig|31899.10.peg.1436	-	-
fig|31899.10.peg.1437	ATHE_RS04800	Athe_0959
fig|31899.10.peg.1438	ATHE_RS04805	Athe_0960
fig|31899.10.peg.1439	ATHE_RS04810	Athe_0961
fig|31899.10.peg.1440	ATHE_RS04815	Athe_0962
fig|31899.10.peg.1441	ATHE_RS04820	Athe_0963
fig|31899.10.peg.1442	ATHE_RS04825	Athe_0964
fig|31899.10.peg.1443	ATHE_RS04830	Athe_0965
fig|31899.10.peg.1444	ATHE_RS04835	Athe_0966
fig|31899.10.peg.1445	ATHE_RS04840	Athe_0967
fig|31899.10.peg.1446	ATHE_RS04845	Athe_0968
fig|31899.10.peg.1447	ATHE_RS04850	Athe_0969
fig|31899.10.peg.1448	ATHE_RS04855	Athe_0970
fig|31899.10.peg.1449	-	-
fig|31899.10.peg.1450	-	-
fig|31899.10.peg.1451	ATHE_RS04865	Athe_0972
fig|31899.10.peg.1452	ATHE_RS04870	Athe_0973
fig|31899.10.peg.1453	ATHE_RS04875	Athe_0974
fig|31899.10.peg.1454	ATHE_RS04880	Athe_0975
fig|31899.10.peg.1455	ATHE_RS04885	Athe_0976
fig|31899.10.peg.1456	ATHE_RS04890	Athe_0977
fig|31899.10.peg.1457	ATHE_RS04895	Athe_0978
fig|31899.10.peg.1458	ATHE_RS04900	Athe_0979
fig|31899.10.peg.1459	ATHE_RS04905	Athe_0980
fig|31899.10.peg.1460	-	-
fig|31899.10.peg.1461	-	-
fig|31899.10.peg.1462	ATHE_RS04920	Athe_0983
fig|31899.10.peg.1463	ATHE_RS04925	Athe_0984
fig|31899.10.peg.1464	ATHE_RS04930	Athe_0985
fig|31899.10.peg.1465	ATHE_RS04935	Athe_0986
fig|31899.10.peg.1466	ATHE_RS04940	Athe_0987
fig|31899.10.peg.1467	ATHE_RS04945	Athe_0988
fig|31899.10.peg.1468	ATHE_RS04950	Athe_0989
fig|31899.10.peg.1469	ATHE_RS04955	Athe_0990
fig|31899.10.peg.1470	-	-
fig|31899.10.peg.1471	ATHE_RS04965	Athe_0992
fig|31899.10.peg.1472	ATHE_RS04970	Athe_0993
fig|31899.10.peg.1473	ATHE_RS04975	Athe_0994
fig|31899.10.peg.1474	ATHE_RS04980	Athe_0995
fig|31899.10.peg.1475	ATHE_RS04985	Athe_0996
fig|31899.10.peg.1476	ATHE_RS04990	Athe_0997
fig|31899.10.peg.1477	ATHE_RS04995	Athe_0998
fig|31899.10.peg.1478	ATHE_RS05000	Athe_0999
fig|31899.10.peg.1479	ATHE_RS05005	Athe_1000
fig|31899.10.peg.1480	-	-
fig|31899.10.peg.1481	ATHE_RS05015	Athe_1002
fig|31899.10.peg.1482	ATHE_RS05020	Athe_1003
fig|31899.10.peg.1483	ATHE_RS05025	Athe_1004
fig|31899.10.rna.29	-	-
fig|31899.10.peg.1484	-	-
fig|31899.10.peg.1485	ATHE_RS05030	Athe_1005
fig|31899.10.peg.1486	ATHE_RS05035	Athe_1006
fig|31899.10.peg.1487	ATHE_RS05040	Athe_1007
fig|31899.10.peg.1488	ATHE_RS05045	Athe_1008
fig|31899.10.peg.1489	ATHE_RS05050	Athe_1009
fig|31899.10.peg.1490	ATHE_RS05055	Athe_1010
fig|31899.10.peg.1491	ATHE_RS05060	Athe_1011
fig|31899.10.peg.1492	ATHE_RS05065	Athe_1012
fig|31899.10.peg.1493	ATHE_RS05070	Athe_1013
fig|31899.10.peg.1494	ATHE_RS05075	Athe_1014
fig|31899.10.peg.1495	ATHE_RS05080	Athe_1015
fig|31899.10.peg.1496	ATHE_RS05085	Athe_1016
fig|31899.10.peg.1497	ATHE_RS05090	Athe_1017
fig|31899.10.repeat.163	-	-
fig|31899.10.peg.1498	-	-
fig|31899.10.peg.1499	ATHE_RS05095	Athe_1018
fig|31899.10.repeat.164	-	-
fig|31899.10.peg.1500	ATHE_RS05100	Athe_1019
fig|31899.10.peg.1501	ATHE_RS05105	Athe_1020
fig|31899.10.peg.1502	ATHE_RS05110	Athe_1021
fig|31899.10.repeat.165	-	-
fig|31899.10.peg.1503	ATHE_RS05115	Athe_1022
fig|31899.10.peg.1504	-	-
fig|31899.10.peg.1505	ATHE_RS05120	Athe_1024
fig|31899.10.peg.1506	ATHE_RS05125	Athe_1025
fig|31899.10.peg.1507	ATHE_RS05130	Athe_1026
fig|31899.10.peg.1508	-	-
fig|31899.10.peg.1509	ATHE_RS05140	Athe_1028
fig|31899.10.peg.1510	ATHE_RS05145	Athe_1029
fig|31899.10.rna.30	-	-
fig|31899.10.peg.1511	ATHE_RS05155	Athe_1030
fig|31899.10.peg.1512	ATHE_RS05160	Athe_1031
fig|31899.10.peg.1513	ATHE_RS05165	Athe_1032
fig|31899.10.peg.1514	ATHE_RS05170	Athe_1033
fig|31899.10.peg.1515	ATHE_RS05175	Athe_1034
fig|31899.10.peg.1516	ATHE_RS05180	Athe_1035
fig|31899.10.peg.1517	ATHE_RS05185	Athe_1036
fig|31899.10.peg.1518	ATHE_RS05190	Athe_1037
fig|31899.10.peg.1519	ATHE_RS05195	Athe_1038
fig|31899.10.peg.1520	ATHE_RS05200	Athe_1039
fig|31899.10.peg.1521	-	-
fig|31899.10.peg.1522	ATHE_RS05210	Athe_1041
fig|31899.10.peg.1523	-	-
fig|31899.10.peg.1524	ATHE_RS05220	Athe_1043
fig|31899.10.peg.1525	ATHE_RS05225	Athe_1044
fig|31899.10.peg.1526	ATHE_RS05230	Athe_1045
fig|31899.10.peg.1527	ATHE_RS05235	Athe_1046
fig|31899.10.peg.1528	ATHE_RS05240	Athe_1047
fig|31899.10.peg.1529	ATHE_RS05245	Athe_1048
fig|31899.10.peg.1530	ATHE_RS05250	Athe_1049
fig|31899.10.peg.1531	ATHE_RS05255	Athe_1050
fig|31899.10.peg.1532	ATHE_RS05260	Athe_1051
fig|31899.10.peg.1533	ATHE_RS05265	Athe_1052
fig|31899.10.peg.1534	ATHE_RS05270	Athe_1053
fig|31899.10.peg.1535	ATHE_RS05275	Athe_1054
fig|31899.10.peg.1536	ATHE_RS05280	Athe_1055
fig|31899.10.peg.1537	ATHE_RS05285	Athe_1056
fig|31899.10.peg.1538	ATHE_RS05290	Athe_1057
fig|31899.10.peg.1539	ATHE_RS05295	Athe_1058
fig|31899.10.peg.1540	ATHE_RS05300	Athe_1059
fig|31899.10.peg.1541	ATHE_RS05305	Athe_1060
fig|31899.10.peg.1542	ATHE_RS05310	Athe_1061
fig|31899.10.peg.1543	ATHE_RS05315	Athe_1062
fig|31899.10.peg.1544	ATHE_RS05320	Athe_1063
