TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG7233	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.764	-	fig|632516.3.peg.2385|CallaDRAFT_2294	-
TAG7234	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.765	-	fig|632516.3.peg.2386	-
TAG7235	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.766	-	fig|632516.3.peg.2387	-
TAG7236	1121259.3;1387555.3;1387557.3;351627.8;632335.8;632348.3;632516.3	fig|1121259.3.peg.618	-	fig|1387555.3.peg.717	fig|1387557.3.peg.124	-	fig|351627.8.peg.1560|Csac_1406	-	-	fig|632335.8.peg.768|Calkr_0678	fig|632348.3.peg.330|Calkro_0308	fig|632516.3.peg.2389|CallaDRAFT_2296	-
TAG7237	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.770	-	fig|632516.3.peg.2391	-
TAG7238	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.771	-	fig|632516.3.peg.2392	-
TAG7239	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.772	-	fig|632516.3.peg.2393	-
TAG7240	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.776|Calkr_0683	-	fig|632516.3.peg.2397|CallaDRAFT_2301	-
TAG7241	608506.3;632516.3	-	-	-	-	-	-	fig|608506.3.peg.692|COB47_0627	-	-	-	fig|632516.3.peg.2398|CallaDRAFT_2302	-
TAG7242	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.778	-	fig|632516.3.peg.2399	-
TAG7243	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.110	fig|1214564.3.peg.2325	-	fig|1387557.3.peg.1512	fig|31899.10.peg.1758|SAMN05216182_1548	fig|351627.8.peg.2013|Csac_1836	fig|608506.3.peg.1391|COB47_1286	fig|632292.3.peg.1542|Calhy_1455	fig|632335.8.peg.1376|Calkr_1254	fig|632348.3.peg.1512|Calkro_1430	fig|632516.3.peg.239|CallaDRAFT_0240	fig|632518.3.peg.1143|Calow_1062
TAG7244	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.23|CallaDRAFT_0023	-
TAG7245	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.779	-	fig|632516.3.peg.2400	-
TAG7246	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.781|Calkr_0687	-	fig|632516.3.peg.2402|CallaDRAFT_2304	-
TAG7247	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.783|Calkr_0689	-	fig|632516.3.peg.2404|CallaDRAFT_2306	-
TAG7248	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.785	-	fig|632516.3.peg.2406|CallaDRAFT_2309	-
TAG7249	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.744	-	-	-	-	-	fig|632516.3.peg.2408|CallaDRAFT_2312	-
TAG7250	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.109	fig|1214564.3.peg.2324	-	fig|1387557.3.peg.1511	fig|31899.10.peg.1757|SAMN05216182_1547	fig|351627.8.peg.2012|Csac_1835	fig|608506.3.peg.1392|COB47_1287	fig|632292.3.peg.1543|Calhy_1456	fig|632335.8.peg.1375|Calkr_1253	fig|632348.3.peg.1513|Calkro_1431	fig|632516.3.peg.240|CallaDRAFT_0241	fig|632518.3.peg.1142|Calow_1061
TAG7251	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2415	-
TAG7252	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2416|CallaDRAFT_2319	-
TAG7253	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.343	fig|1214564.3.peg.196	-	fig|1387557.3.peg.613	fig|31899.10.peg.810|SAMN05216182_0650	fig|351627.8.peg.317|Csac_0276	fig|608506.3.peg.397|COB47_0353	fig|632292.3.peg.2364|Calhy_2255	fig|632335.8.peg.385|Calkr_0339	fig|632348.3.peg.2357|Calkro_2240	fig|632516.3.peg.2419|CallaDRAFT_2322	fig|632518.3.peg.274|Calow_0251
TAG7254	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2421|CallaDRAFT_2324	-
TAG7255	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2422|CallaDRAFT_2325	-
TAG7256	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2423|CallaDRAFT_2326	-
TAG7257	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2424|CallaDRAFT_2327	-
TAG7258	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2514|Calkr_2322	-	fig|632516.3.peg.2431|CallaDRAFT_2334	-
TAG7259	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2432|CallaDRAFT_2335	-
TAG7260	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2433|CallaDRAFT_2336	-
TAG7261	608506.3;632335.8;632516.3	-	-	-	-	-	-	fig|608506.3.peg.2238|COB47_2089	-	fig|632335.8.peg.2532|Calkr_2339	-	fig|632516.3.peg.2434|CallaDRAFT_2337	-
TAG7262	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1347	fig|1214564.3.peg.868	fig|1387555.3.peg.84	fig|1387557.3.peg.2746	fig|31899.10.peg.2891|SAMN05216182_2637	fig|351627.8.peg.711|Csac_0616	fig|608506.3.peg.2237|COB47_2088	fig|632292.3.peg.234|Calhy_0210	fig|632335.8.peg.2531|Calkr_2338	fig|632348.3.peg.251|Calkro_0237	fig|632516.3.peg.2435|CallaDRAFT_2338	fig|632518.3.peg.2159|Calow_2017
TAG7263	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2527	-	fig|632516.3.peg.2439|CallaDRAFT_2342	-
TAG7264	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1170	fig|1214564.3.peg.2455	-	fig|1387557.3.peg.2743	fig|31899.10.peg.2884|SAMN05216182_2631	fig|351627.8.peg.2690|Csac_2494	-	fig|632292.3.peg.486|Calhy_0444	fig|632335.8.peg.2526|Calkr_2333	fig|632348.3.peg.346|Calkro_0320	fig|632516.3.peg.2440|CallaDRAFT_2343	fig|632518.3.peg.2152|Calow_2012
TAG7265	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1171	fig|1214564.3.peg.2456	-	fig|1387557.3.peg.2742	fig|31899.10.peg.2883|SAMN05216182_2630	fig|351627.8.peg.2689|Csac_2493	fig|608506.3.peg.2227|COB47_2081	fig|632292.3.peg.487|Calhy_0445	fig|632335.8.peg.2525|Calkr_2332	fig|632348.3.peg.347|Calkro_0321	fig|632516.3.peg.2441|CallaDRAFT_2344	fig|632518.3.peg.2151|Calow_2011
TAG7266	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2442|CallaDRAFT_2345	-
TAG7267	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2443|CallaDRAFT_2346	-
TAG7268	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1173	fig|1214564.3.peg.2458	-	fig|1387557.3.peg.2740	fig|31899.10.peg.2881|SAMN05216182_2628	fig|351627.8.peg.2687|Csac_2491	fig|608506.3.peg.2225|COB47_2079	fig|632292.3.peg.489|Calhy_0447	fig|632335.8.peg.2523|Calkr_2330	fig|632348.3.peg.349|Calkro_0323	fig|632516.3.peg.2444|CallaDRAFT_2347	fig|632518.3.peg.2149|Calow_2009
TAG7269	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2445|CallaDRAFT_2350	-
TAG7270	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2446|CallaDRAFT_2351	-
TAG7271	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2447|CallaDRAFT_2352	-
TAG7272	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2448|CallaDRAFT_2353	-
TAG7273	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2449|CallaDRAFT_2354	-
TAG7274	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2450|CallaDRAFT_2355	-
TAG7275	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2451|CallaDRAFT_2356	-
TAG7276	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2452|CallaDRAFT_2357	-
TAG7277	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2453|CallaDRAFT_2358	-
TAG7278	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2454	-
TAG7279	1214564.3;1387555.3;31899.10;351627.8;608506.3;632516.3	-	fig|1214564.3.peg.128	fig|1387555.3.peg.936	-	fig|31899.10.peg.2676|SAMN05216182_2434	fig|351627.8.peg.1457|Csac_1309	fig|608506.3.peg.2033|COB47_1902	-	-	-	fig|632516.3.peg.2456|CallaDRAFT_2360	-
TAG7280	1214564.3;1387555.3;31899.10;351627.8;608506.3;632516.3	-	fig|1214564.3.peg.125	"fig|1387555.3.peg.2208,fig|1387555.3.peg.937"	-	fig|31899.10.peg.2675|SAMN05216182_2433	fig|351627.8.peg.1458|Csac_1310	fig|608506.3.peg.2032|COB47_1901	-	-	-	fig|632516.3.peg.2457|CallaDRAFT_2361	-
TAG7281	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2461|CallaDRAFT_2366	-
TAG7282	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2462|CallaDRAFT_2367	-
TAG7283	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2463|CallaDRAFT_2368	-
TAG7284	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2464	-
TAG7285	1121259.3;1214564.3;31899.10;351627.8;632335.8;632348.3;632516.3	fig|1121259.3.peg.967	fig|1214564.3.peg.655	-	-	fig|31899.10.peg.1439|SAMN05216182_1238	fig|351627.8.peg.2345|Csac_2164	-	-	fig|632335.8.peg.1060|Calkr_0950	fig|632348.3.peg.1811|Calkro_1719	fig|632516.3.peg.2467|CallaDRAFT_2371	-
TAG7286	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2469|CallaDRAFT_2373	-
TAG7287	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2470|CallaDRAFT_2374	-
TAG7288	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2473|CallaDRAFT_2377	-
TAG7289	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.204	fig|1214564.3.peg.259	-	fig|1387557.3.peg.1605	fig|31899.10.peg.1851|SAMN05216182_1640	fig|351627.8.peg.2105|Csac_1925	-	fig|632292.3.peg.1447|Calhy_1361	fig|632335.8.peg.1477|Calkr_1355	fig|632348.3.peg.1421|Calkro_1340	fig|632516.3.peg.2476|CallaDRAFT_2380	fig|632518.3.peg.1241|Calow_1156
TAG7290	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.102	fig|1214564.3.peg.2317	fig|1387555.3.peg.1657	fig|1387557.3.peg.1504	fig|31899.10.peg.1750|SAMN05216182_1540	fig|351627.8.peg.2005|Csac_1828	fig|608506.3.peg.1399|COB47_1294	fig|632292.3.peg.1550|Calhy_1463	fig|632335.8.peg.1366|Calkr_1244	fig|632348.3.peg.1520|Calkro_1438	fig|632516.3.peg.247|CallaDRAFT_0248	fig|632518.3.peg.1135|Calow_1054
TAG7291	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2481|CallaDRAFT_2385	-
TAG7292	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2482|CallaDRAFT_2386	-
TAG7293	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2483|CallaDRAFT_2387	-
TAG7294	1121259.3;1214564.3;1387555.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3	fig|1121259.3.peg.1032	"fig|1214564.3.peg.1228,fig|1214564.3.peg.1231"	fig|1387555.3.peg.1967	-	fig|31899.10.peg.1375	"fig|351627.8.peg.1648|Csac_1490,fig|351627.8.peg.1651"	fig|608506.3.peg.1690	fig|632292.3.peg.1883	"fig|632335.8.peg.1028,fig|632335.8.peg.1138"	-	"fig|632516.3.peg.1221,fig|632516.3.peg.2484|CallaDRAFT_2388,fig|632516.3.peg.2807|CallaDRAFT_2730"	-
TAG7295	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.1376|SAMN05216182_1185	-	-	-	-	-	fig|632516.3.peg.2485|CallaDRAFT_2390	-
TAG7296	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2487|CallaDRAFT_2393	-
TAG7297	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2488|CallaDRAFT_2394	-
TAG7298	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2489|CallaDRAFT_2395	-
TAG7299	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2490	-
TAG7300	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2495|CallaDRAFT_2401	-
TAG7301	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2496	-
TAG7302	1387555.3;31899.10;632292.3;632335.8;632348.3;632516.3;632518.3	-	-	fig|1387555.3.peg.58	-	"fig|31899.10.peg.1118,fig|31899.10.peg.689|SAMN05216182_0538"	-	-	fig|632292.3.peg.2446	fig|632335.8.peg.630	fig|632348.3.peg.801	"fig|632516.3.peg.2497|CallaDRAFT_2402,fig|632516.3.peg.769|CallaDRAFT_0747"	fig|632518.3.peg.2406
TAG7303	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2498|CallaDRAFT_2404	-
TAG7304	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2499|CallaDRAFT_2405	-
TAG7305	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.24|CallaDRAFT_0024	-
TAG7306	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2500|CallaDRAFT_2406	-
TAG7307	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2501|CallaDRAFT_2407	-
TAG7308	1387555.3;351627.8;632516.3	-	-	fig|1387555.3.peg.2484	-	-	fig|351627.8.peg.1270|Csac_1131	-	-	-	-	fig|632516.3.peg.2503|CallaDRAFT_2409	-
TAG7309	351627.8;632516.3	-	-	-	-	-	fig|351627.8.peg.1272|Csac_1134	-	-	-	-	fig|632516.3.peg.2504	-
TAG7310	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.897	-	-	-	-	-	fig|632516.3.peg.2505	-
TAG7311	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2510|CallaDRAFT_2415	-
TAG7312	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2511|CallaDRAFT_2416	-
TAG7313	1387555.3;632516.3	-	-	fig|1387555.3.peg.2211	-	-	-	-	-	-	-	fig|632516.3.peg.2517|CallaDRAFT_2422	-
TAG7314	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2518|CallaDRAFT_2423	-
TAG7315	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2519|CallaDRAFT_2424	-
TAG7316	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2521|CallaDRAFT_2427	-
TAG7317	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2522|CallaDRAFT_2428	-
TAG7318	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2525	-
TAG7319	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.1357|SAMN05216182_1169	-	-	-	-	-	fig|632516.3.peg.2526|CallaDRAFT_2432	-
TAG7320	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2527|CallaDRAFT_2433	-
TAG7321	351627.8;632516.3	-	-	-	-	-	fig|351627.8.peg.1643	-	-	-	-	fig|632516.3.peg.2528|CallaDRAFT_2434	-
TAG7322	31899.10;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.1361|SAMN05216182_1173	-	-	-	-	fig|632348.3.peg.1850|Calkro_1752	fig|632516.3.peg.2530|CallaDRAFT_2436	-
TAG7323	31899.10;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.1362	-	-	-	-	fig|632348.3.peg.1849	fig|632516.3.peg.2531	-
TAG7324	1121259.3;632516.3	fig|1121259.3.peg.2173	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2532	-
TAG7325	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2533	-
TAG7326	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2534|CallaDRAFT_2440	-
TAG7327	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2535|CallaDRAFT_2441	-
TAG7328	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632516.3	fig|1121259.3.peg.1979	fig|1214564.3.peg.670	-	fig|1387557.3.peg.1767	fig|31899.10.peg.2009	fig|351627.8.peg.2371|Csac_2189	fig|608506.3.peg.1135	fig|632292.3.peg.1307|Calhy_1223	-	-	fig|632516.3.peg.2537|CallaDRAFT_2443	-
TAG7329	31899.10;632335.8;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.2403	-	-	-	fig|632335.8.peg.1656	fig|632348.3.peg.878	fig|632516.3.peg.2539	-
TAG7330	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2540	-
TAG7331	31899.10;632335.8;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.393|SAMN05216182_0265	-	-	-	fig|632335.8.peg.53|Calkr_0031	fig|632348.3.peg.15|Calkro_0016	fig|632516.3.peg.2541|CallaDRAFT_2446	-
TAG7332	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.396|SAMN05216182_0268	-	-	-	fig|632335.8.peg.56|Calkr_0033	-	fig|632516.3.peg.2544|CallaDRAFT_2449	-
TAG7333	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2547|CallaDRAFT_2453	-
TAG7334	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2548|CallaDRAFT_2454	-
TAG7335	1387555.3;1387557.3;31899.10;351627.8;608506.3;632348.3;632516.3	-	-	fig|1387555.3.peg.636	fig|1387557.3.peg.2138	fig|31899.10.peg.2374|SAMN05216182_2158	fig|351627.8.peg.1216|Csac_1081	fig|608506.3.peg.1787|COB47_1668	-	-	fig|632348.3.peg.910|Calkro_0857	fig|632516.3.peg.2549|CallaDRAFT_2455	-
TAG7336	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2550|CallaDRAFT_2456	-
TAG7337	1387555.3;1387557.3;31899.10;351627.8;608506.3;632348.3;632516.3	-	-	fig|1387555.3.peg.1986	fig|1387557.3.peg.2135	fig|31899.10.peg.2371|SAMN05216182_2155	fig|351627.8.peg.1219|Csac_1084	fig|608506.3.peg.1784|COB47_1665	-	-	fig|632348.3.peg.914|Calkro_0860	fig|632516.3.peg.2551|CallaDRAFT_2457	-
TAG7338	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2552	-
TAG7339	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2553|CallaDRAFT_2458	-
TAG7340	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2554|CallaDRAFT_2459	-
TAG7341	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2555|CallaDRAFT_2461	-
TAG7342	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2556	-
TAG7343	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2558|CallaDRAFT_2463	-
TAG7344	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.790	-	fig|632516.3.peg.2563|CallaDRAFT_2469	-
TAG7345	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2564|CallaDRAFT_2470	-
TAG7346	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2565|CallaDRAFT_2472	-
TAG7347	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.795	-	fig|632516.3.peg.2567	-
TAG7348	1121259.3;1214564.3;351627.8;608506.3;632335.8;632516.3;632518.3	fig|1121259.3.peg.557	fig|1214564.3.peg.2015	-	-	-	fig|351627.8.peg.2592|Csac_2402	fig|608506.3.peg.156|COB47_0137	-	fig|632335.8.peg.170|Calkr_0131	-	fig|632516.3.peg.2569|CallaDRAFT_2477	fig|632518.3.peg.92|Calow_0081
TAG7349	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.93	fig|1214564.3.peg.2308	fig|1387555.3.peg.1666	fig|1387557.3.peg.1495	fig|31899.10.peg.1740|SAMN05216182_1530	fig|351627.8.peg.1993|Csac_1818	fig|608506.3.peg.1408|COB47_1303	fig|632292.3.peg.1559|Calhy_1472	fig|632335.8.peg.1357|Calkr_1235	fig|632348.3.peg.1529|Calkro_1447	fig|632516.3.peg.256|CallaDRAFT_0257	fig|632518.3.peg.1124|Calow_1044
TAG7350	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.555	fig|1214564.3.peg.1797	fig|1387555.3.peg.482	fig|1387557.3.peg.414	fig|31899.10.peg.542|SAMN05216182_0402	fig|351627.8.peg.2633|Csac_2441	fig|608506.3.peg.158|COB47_0139	fig|632292.3.peg.2598|Calhy_2479	fig|632335.8.peg.172|Calkr_0133	fig|632348.3.peg.2552|Calkro_2423	fig|632516.3.peg.2571|CallaDRAFT_2479	fig|632518.3.peg.94|Calow_0083
TAG7351	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2573|CallaDRAFT_2482	-
TAG7352	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.301	-	fig|632516.3.peg.2575	-
TAG7353	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.305	-	fig|632516.3.peg.2579|CallaDRAFT_2487	-
TAG7354	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2580|CallaDRAFT_2488	-
TAG7355	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2581|CallaDRAFT_2490	-
TAG7356	1387555.3;31899.10;632516.3	-	-	fig|1387555.3.peg.947	-	fig|31899.10.peg.2560	-	-	-	-	-	fig|632516.3.peg.2587	-
TAG7357	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2588	-
TAG7358	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2589|CallaDRAFT_2497	-
TAG7359	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.1450	-	-	-	-	-	fig|632516.3.peg.2591	-
TAG7360	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.974	fig|1214564.3.peg.645	fig|1387555.3.peg.1249	fig|1387557.3.peg.1222	fig|31899.10.peg.1449|SAMN05216182_1248	fig|351627.8.peg.2334|Csac_2154	fig|608506.3.peg.1655|COB47_1542	fig|632292.3.peg.1852|Calhy_1759	fig|632335.8.peg.1067|Calkr_0957	fig|632348.3.peg.1803|Calkro_1711	fig|632516.3.peg.2592|CallaDRAFT_2499	fig|632518.3.peg.822|Calow_0755
TAG7361	31899.10;608506.3;632516.3	-	-	-	-	fig|31899.10.peg.530	-	fig|608506.3.peg.139	-	-	-	fig|632516.3.peg.2597	-
TAG7362	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2598|CallaDRAFT_2504	-
TAG7363	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2599|CallaDRAFT_2505	-
TAG7364	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.796|Calkr_0699	-	fig|632516.3.peg.2600|CallaDRAFT_2506	-
TAG7365	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.797|Calkr_0700	-	fig|632516.3.peg.2601|CallaDRAFT_2507	-
TAG7366	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.800|Calkr_0703	-	fig|632516.3.peg.2604|CallaDRAFT_2510	-
TAG7367	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2605|CallaDRAFT_2511	-
TAG7368	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2607|CallaDRAFT_2513	-
TAG7369	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1954	fig|1214564.3.peg.119	fig|1387555.3.peg.943	fig|1387557.3.peg.2528	fig|31899.10.peg.2670|SAMN05216182_2428	fig|351627.8.peg.1463|Csac_1315	fig|608506.3.peg.2027|COB47_1896	fig|632292.3.peg.693|Calhy_0640	fig|632335.8.peg.523|Calkr_0465	fig|632348.3.peg.548|Calkro_0517	fig|632516.3.peg.2608|CallaDRAFT_2514	fig|632518.3.peg.1926|Calow_1808
TAG7370	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1953	fig|1214564.3.peg.120	fig|1387555.3.peg.942	fig|1387557.3.peg.2529	fig|31899.10.peg.2671|SAMN05216182_2429	fig|351627.8.peg.1462|Csac_1314	fig|608506.3.peg.2028|COB47_1897	fig|632292.3.peg.692|Calhy_0639	fig|632335.8.peg.522|Calkr_0464	fig|632348.3.peg.547|Calkro_0516	fig|632516.3.peg.2609|CallaDRAFT_2515	fig|632518.3.peg.1927|Calow_1809
TAG7371	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2610|CallaDRAFT_2516	-
TAG7372	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.35	-	fig|632516.3.peg.2611	-
TAG7373	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2612|CallaDRAFT_2520	-
TAG7374	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.391|SAMN05216182_0263	-	-	-	-	-	fig|632516.3.peg.2614|CallaDRAFT_2522	-
