fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.2405|SAMN05216182_2189	WP_015908271.1	ATHE_RS09480	Athe_1889
fig|31899.10.peg.2407|SAMN05216182_2191	WP_015908273.1	ATHE_RS09490	Athe_1891
fig|31899.10.peg.2408|SAMN05216182_2192	WP_015908274.1	ATHE_RS09495	Athe_1892
fig|31899.10.peg.2409|SAMN05216182_2193	WP_015908275.1	ATHE_RS09500	Athe_1893
fig|31899.10.peg.2410|SAMN05216182_2194	WP_015908276.1	ATHE_RS09505	Athe_1894
fig|31899.10.peg.2411|SAMN05216182_2195	WP_015908277.1	ATHE_RS09510	Athe_1895
fig|31899.10.peg.2412|SAMN05216182_2196	WP_015908278.1	ATHE_RS09515	Athe_1896
fig|31899.10.peg.2414|SAMN05216182_2198	WP_015908280.1	ATHE_RS09525	Athe_1898
fig|31899.10.peg.2415|SAMN05216182_2199	WP_015908281.1	ATHE_RS09530	Athe_1899
fig|31899.10.peg.2416|SAMN05216182_2200	WP_015908282.1	ATHE_RS09535	Athe_1900
fig|31899.10.peg.2418|SAMN05216182_2202	WP_015908284.1	ATHE_RS09545	Athe_1902
fig|31899.10.peg.2419|SAMN05216182_2203	WP_015908285.1	ATHE_RS09550	Athe_1903
fig|31899.10.peg.2420|SAMN05216182_2204	WP_015908286.1	ATHE_RS09555	Athe_1904
fig|31899.10.peg.2421|SAMN05216182_2205	WP_015908287.1	ATHE_RS09560	Athe_1905
fig|31899.10.peg.2422|SAMN05216182_2206	WP_015908288.1	ATHE_RS09565	Athe_1906
fig|31899.10.peg.2424|SAMN05216182_2208	WP_015908290.1	ATHE_RS09570	Athe_1908
fig|31899.10.peg.2425|SAMN05216182_2209	WP_013429831.1	ATHE_RS09575	Athe_1909
fig|31899.10.peg.2426|SAMN05216182_2210	WP_015908291.1	ATHE_RS09580	Athe_1910
fig|31899.10.peg.2427|SAMN05216182_2211	WP_015908292.1	ATHE_RS09585	Athe_1911
fig|31899.10.peg.2429|SAMN05216182_2213	WP_015908294.1	ATHE_RS09595	Athe_1913
fig|31899.10.peg.2430|SAMN05216182_2214	WP_015908295.1	ATHE_RS09600	Athe_1914
fig|31899.10.peg.2431|SAMN05216182_2215	WP_015908296.1	ATHE_RS09605	Athe_1915
fig|31899.10.peg.2432|SAMN05216182_2216	WP_015908297.1	ATHE_RS09610	Athe_1916
fig|31899.10.peg.2433|SAMN05216182_2217	WP_015908298.1	ATHE_RS09615	Athe_1917
fig|31899.10.peg.2434|SAMN05216182_2218	WP_015908299.1	ATHE_RS09620	Athe_1918
fig|31899.10.peg.2436|SAMN05216182_2219	WP_013291003.1	ATHE_RS09625	Athe_1919
fig|31899.10.peg.2437|SAMN05216182_2220	WP_015908300.1	ATHE_RS09630	Athe_1920
fig|31899.10.peg.2438|SAMN05216182_2221	WP_015908301.1	ATHE_RS09635	Athe_1921
fig|31899.10.peg.2439|SAMN05216182_2222	WP_015908302.1	ATHE_RS09640	Athe_1922
fig|31899.10.peg.2440|SAMN05216182_2223	WP_015908303.1	ATHE_RS09645	Athe_1923
fig|31899.10.peg.2441|SAMN05216182_2224	WP_015908304.1	ATHE_RS09650	Athe_1924
fig|31899.10.peg.2442|SAMN05216182_2225	WP_015908305.1	ATHE_RS09655	Athe_1925
fig|31899.10.peg.2443|SAMN05216182_2226	WP_015908306.1	ATHE_RS09660	Athe_1926
fig|31899.10.peg.2448|SAMN05216182_2230	WP_015908308.1	ATHE_RS09680	Athe_1930
fig|31899.10.peg.2450|SAMN05216182_2233	WP_015908309.1	ATHE_RS09690	Athe_1931
fig|31899.10.peg.2451|SAMN05216182_2234	WP_015908310.1	ATHE_RS09695	Athe_1932
fig|31899.10.peg.2452|SAMN05216182_2235	WP_015908311.1	ATHE_RS09700	Athe_1933
fig|31899.10.peg.2453|SAMN05216182_2236	WP_015908312.1	ATHE_RS09705	Athe_1934
fig|31899.10.peg.2454|SAMN05216182_2237	WP_013429793.1	ATHE_RS09710	Athe_1935
fig|31899.10.peg.2455|SAMN05216182_2238	WP_015908313.1	ATHE_RS09715	Athe_1936
fig|31899.10.peg.2456|SAMN05216182_2239	WP_015908314.1	ATHE_RS09720	Athe_1937
fig|31899.10.peg.2457|SAMN05216182_2240	WP_015908315.1	ATHE_RS09725	Athe_1938
fig|31899.10.peg.2459|SAMN05216182_2242	WP_015908317.1	ATHE_RS09735	Athe_1940
fig|31899.10.peg.2460|SAMN05216182_2243	WP_015908318.1	ATHE_RS09740	Athe_1941
fig|31899.10.peg.2461|SAMN05216182_2244	WP_015908319.1	ATHE_RS09745	Athe_1942
fig|31899.10.peg.2462|SAMN05216182_2245	WP_015908320.1	ATHE_RS09750	Athe_1943
fig|31899.10.peg.2463|SAMN05216182_2246	WP_015908321.1	ATHE_RS09755	Athe_1944
fig|31899.10.peg.2464|SAMN05216182_2247	WP_015908322.1	ATHE_RS09760	Athe_1945
fig|31899.10.peg.2465|SAMN05216182_2248	WP_015908323.1	ATHE_RS09765	Athe_1946
fig|31899.10.peg.2466	WP_015908324.1	ATHE_RS09770	Athe_1947
fig|31899.10.peg.2468|SAMN05216182_2251	WP_015908326.1	ATHE_RS09780	Athe_1949
fig|31899.10.peg.2469|SAMN05216182_2252	WP_015908327.1	ATHE_RS09785	Athe_1950
fig|31899.10.peg.2471|SAMN05216182_2254	WP_013429776.1	ATHE_RS09795	Athe_1952
fig|31899.10.peg.2472|SAMN05216182_2255	WP_015908329.1	ATHE_RS09800	Athe_1953
fig|31899.10.peg.2473|SAMN05216182_2256	WP_015908330.1	ATHE_RS09805	Athe_1954
fig|31899.10.peg.2474|SAMN05216182_2257	WP_015908331.1	ATHE_RS09810	Athe_1955
fig|31899.10.peg.2475|SAMN05216182_2258	WP_015908332.1	ATHE_RS09815	Athe_1956
fig|31899.10.peg.2477|SAMN05216182_2260	WP_013402750.1	ATHE_RS09825	Athe_1958
fig|31899.10.peg.2478|SAMN05216182_2261	WP_015908334.1	ATHE_RS09830	Athe_1959
fig|31899.10.peg.2479|SAMN05216182_2262	WP_015908335.1	ATHE_RS09835	Athe_1960
fig|31899.10.peg.2480|SAMN05216182_2263	WP_015908336.1	ATHE_RS09840	Athe_1961
fig|31899.10.peg.2481|SAMN05216182_2264	WP_015908337.1	ATHE_RS09845	Athe_1962
fig|31899.10.peg.2483|SAMN05216182_2266	WP_015908339.1	ATHE_RS09855	Athe_1964
fig|31899.10.peg.2484|SAMN05216182_2267	WP_015908340.1	ATHE_RS09860	Athe_1965
fig|31899.10.peg.2486|SAMN05216182_2268	WP_015908341.1	ATHE_RS09865	Athe_1966
fig|31899.10.peg.2487|SAMN05216182_2269	WP_015908342.1	ATHE_RS09870	Athe_1967
fig|31899.10.peg.2488|SAMN05216182_2270	WP_015908343.1	ATHE_RS09875	Athe_1968
fig|31899.10.peg.2489|SAMN05216182_2271	WP_015908344.1	ATHE_RS09880	Athe_1969
fig|31899.10.peg.2490|SAMN05216182_2272	WP_015908345.1	ATHE_RS09885	Athe_1970
fig|31899.10.peg.2492|SAMN05216182_2273	WP_015908346.1	ATHE_RS09890	Athe_1971
fig|31899.10.peg.2493|SAMN05216182_2274	WP_013291047.1	ATHE_RS09895	Athe_1972
fig|31899.10.peg.2494|SAMN05216182_2275	WP_015908347.1	ATHE_RS09900	Athe_1973
fig|31899.10.peg.2495|SAMN05216182_2278	WP_015908348.1	ATHE_RS09915	Athe_1974
fig|31899.10.peg.2496|SAMN05216182_2279	WP_015908349.1	ATHE_RS09920	Athe_1975
fig|31899.10.peg.2497|SAMN05216182_2280	WP_013432084.1	ATHE_RS09925	Athe_1976
fig|31899.10.peg.2498|SAMN05216182_2281	WP_013402742.1	ATHE_RS09930	Athe_1977
fig|31899.10.peg.2499|SAMN05216182_2282	WP_015908350.1	ATHE_RS09935	Athe_1978
fig|31899.10.peg.2501|SAMN05216182_2283	WP_015908351.1	ATHE_RS09940	Athe_1979
fig|31899.10.peg.2502|SAMN05216182_2284	WP_015908352.1	ATHE_RS09945	Athe_1980
fig|31899.10.peg.2503|SAMN05216182_2285	WP_015908353.1	ATHE_RS09950	Athe_1981
fig|31899.10.peg.2505|SAMN05216182_2288	WP_013429749.1	ATHE_RS09960	Athe_1983
fig|31899.10.peg.2506|SAMN05216182_2289	WP_015908355.1	ATHE_RS09965	Athe_1984
fig|31899.10.peg.2507|SAMN05216182_2290	WP_079504027.1	ATHE_RS14310	NA
fig|31899.10.peg.2508|SAMN05216182_2293	WP_015908356.1	ATHE_RS09980	Athe_1985
fig|31899.10.peg.2512|SAMN05216182_2297	WP_015908358.1	ATHE_RS09990	Athe_1987
fig|31899.10.peg.2513|SAMN05216182_2298	WP_015908359.1	ATHE_RS09995	Athe_1988
fig|31899.10.peg.2515|SAMN05216182_2299	WP_015908360.1	ATHE_RS10000	NA
fig|31899.10.peg.2517	WP_015908361.1	ATHE_RS10005	Athe_1990
fig|31899.10.peg.2518	WP_015908362.1	ATHE_RS10010	Athe_1991
fig|31899.10.peg.2519|SAMN05216182_2301	WP_015908363.1	ATHE_RS10015	Athe_1992
fig|31899.10.peg.2521|SAMN05216182_2303	WP_015908364.1	ATHE_RS10020	Athe_1993
fig|31899.10.peg.2522|SAMN05216182_2304	WP_015908365.1	ATHE_RS10025	Athe_1994
fig|31899.10.peg.2523|SAMN05216182_2305	WP_015908366.1	ATHE_RS10030	Athe_1995
fig|31899.10.peg.2525|SAMN05216182_2306	WP_015908367.1	ATHE_RS10035	Athe_1996
fig|31899.10.peg.2526|SAMN05216182_2307	WP_015908368.1	ATHE_RS10040	Athe_1997
fig|31899.10.peg.2527|SAMN05216182_2308	WP_015908369.1	ATHE_RS10045	Athe_1998
fig|31899.10.peg.2533|SAMN05216182_2312	WP_015908372.1	ATHE_RS10060	Athe_2001
fig|31899.10.peg.2535	WP_049760258.1	ATHE_RS10070	NA
fig|31899.10.peg.2536	WP_049760259.1	ATHE_RS14115	NA
fig|31899.10.peg.2538|SAMN05216182_2315	WP_015908374.1	ATHE_RS10075	Athe_2005
fig|31899.10.peg.2539|SAMN05216182_2316	WP_041727417.1	ATHE_RS10080	NA
fig|31899.10.peg.2540|SAMN05216182_2317	WP_015908376.1	ATHE_RS10085	Athe_2007
fig|31899.10.peg.2544|SAMN05216182_2320	WP_079504030.1	ATHE_RS10095	NA
fig|31899.10.peg.2550|SAMN05216182_2323	WP_015908377.1	ATHE_RS10115	Athe_2013
fig|31899.10.peg.2551	WP_079504031.1	ATHE_RS14330	NA
fig|31899.10.peg.2553	WP_049760261.1	ATHE_RS10125	NA
fig|31899.10.peg.2557|SAMN05216182_2327	WP_041727181.1	ATHE_RS10135	Athe_2017
fig|31899.10.peg.2558|SAMN05216182_2328	WP_015908380.1	ATHE_RS10140	Athe_2018
fig|31899.10.peg.2559|SAMN05216182_2329	WP_015908381.1	ATHE_RS10145	Athe_2019
fig|31899.10.peg.2563|SAMN05216182_2332	WP_015908382.1	ATHE_RS10155	Athe_2021
fig|31899.10.peg.2567|SAMN05216182_2333	WP_015908384.1	ATHE_RS10160	Athe_2023
fig|31899.10.peg.2568|SAMN05216182_2334	WP_041727420.1	ATHE_RS10165	Athe_2024
fig|31899.10.peg.2569|SAMN05216182_2335	WP_015908386.1	ATHE_RS10170	Athe_2025
fig|31899.10.peg.2571|SAMN05216182_2336	WP_015908387.1	ATHE_RS10175	Athe_2026
fig|31899.10.peg.2574|SAMN05216182_2338	WP_015908389.1	ATHE_RS10185	Athe_2028
fig|31899.10.peg.2575|SAMN05216182_2340	WP_015908390.1	ATHE_RS10195	Athe_2029
fig|31899.10.peg.2576|SAMN05216182_2341	WP_015908391.1	ATHE_RS10200	Athe_2030
fig|31899.10.peg.2577|SAMN05216182_2342	WP_015908392.1	ATHE_RS10205	Athe_2031
fig|31899.10.peg.2578|SAMN05216182_2343	WP_015908393.1	ATHE_RS10210	Athe_2032
fig|31899.10.peg.2581|SAMN05216182_2346	WP_015908396.1	ATHE_RS10225	Athe_2035
fig|31899.10.peg.2582|SAMN05216182_2347	WP_015908397.1	ATHE_RS10230	Athe_2036
fig|31899.10.peg.2583|SAMN05216182_2348	WP_015908398.1	ATHE_RS10235	Athe_2037
fig|31899.10.peg.2584|SAMN05216182_2349	WP_015908399.1	ATHE_RS10240	Athe_2038
fig|31899.10.peg.2585|SAMN05216182_2350	WP_015908400.1	ATHE_RS10245	Athe_2039
fig|31899.10.peg.2586|SAMN05216182_2351	WP_015908401.1	ATHE_RS10250	Athe_2040
fig|31899.10.peg.2587|SAMN05216182_2352	WP_013429659.1	ATHE_RS10255	Athe_2041
fig|31899.10.peg.2589|SAMN05216182_2354	WP_015908402.1	ATHE_RS10265	Athe_2043
fig|31899.10.peg.2590|SAMN05216182_2355	WP_015908403.1	ATHE_RS10270	Athe_2044
fig|31899.10.peg.2591|SAMN05216182_2356	WP_013429655.1	ATHE_RS10275	Athe_2045
fig|31899.10.peg.2592|SAMN05216182_2357	WP_015908404.1	ATHE_RS10280	Athe_2046
fig|31899.10.peg.2593|SAMN05216182_2358	WP_013429653.1	ATHE_RS10285	Athe_2047
fig|31899.10.peg.2594|SAMN05216182_2359	WP_015908405.1	ATHE_RS10290	Athe_2048
fig|31899.10.peg.2595|SAMN05216182_2360	WP_015908406.1	ATHE_RS10295	Athe_2049
fig|31899.10.peg.2596|SAMN05216182_2361	WP_015908407.1	ATHE_RS10300	Athe_2050
fig|31899.10.peg.2597|SAMN05216182_2362	WP_013429649.1	ATHE_RS10305	Athe_2051
fig|31899.10.peg.2598|SAMN05216182_2363	WP_015908408.1	ATHE_RS10310	Athe_2052
fig|31899.10.peg.2599|SAMN05216182_2364	WP_015908409.1	ATHE_RS10315	Athe_2053
fig|31899.10.peg.2600|SAMN05216182_2365	WP_015908410.1	ATHE_RS10320	Athe_2054
fig|31899.10.peg.2601|SAMN05216182_2366	WP_015908411.1	ATHE_RS10325	Athe_2055
fig|31899.10.peg.2602|SAMN05216182_2367	WP_015908412.1	ATHE_RS10330	Athe_2056
fig|31899.10.peg.2603|SAMN05216182_2368	WP_015908413.1	ATHE_RS10335	Athe_2057
fig|31899.10.peg.2604|SAMN05216182_2369	WP_015908414.1	ATHE_RS10340	Athe_2058
fig|31899.10.peg.2605|SAMN05216182_2370	WP_015908415.1	ATHE_RS10345	Athe_2059
fig|31899.10.peg.2606|SAMN05216182_2371	WP_015908416.1	ATHE_RS10350	Athe_2060
fig|31899.10.peg.2607|SAMN05216182_2372	WP_015908417.1	ATHE_RS10355	Athe_2061
fig|31899.10.peg.2608|SAMN05216182_2373	WP_015908418.1	ATHE_RS10360	Athe_2062
fig|31899.10.peg.2609|SAMN05216182_2374	WP_013429637.1	ATHE_RS14340	Athe_2063
fig|31899.10.peg.2610|SAMN05216182_2375	WP_015908419.1	ATHE_RS10365	Athe_2064
fig|31899.10.peg.2611|SAMN05216182_2376	WP_015908420.1	ATHE_RS10370	Athe_2065
fig|31899.10.peg.2612|SAMN05216182_2377	WP_015908421.1	ATHE_RS10375	Athe_2066
fig|31899.10.peg.2613|SAMN05216182_2378	WP_015908422.1	ATHE_RS10380	Athe_2067
fig|31899.10.peg.2614|SAMN05216182_2379	WP_015908423.1	ATHE_RS10385	Athe_2068
fig|31899.10.peg.2616|SAMN05216182_2381	WP_013291114.1	ATHE_RS10395	Athe_2070
fig|31899.10.peg.2617|SAMN05216182_2382	WP_015908425.1	ATHE_RS10400	Athe_2071
fig|31899.10.peg.2618|SAMN05216182_2383	WP_015908426.1	ATHE_RS10405	Athe_2072
fig|31899.10.peg.2619|SAMN05216182_2384	WP_015908427.1	ATHE_RS10410	Athe_2073
fig|31899.10.peg.2621|SAMN05216182_2385	WP_015908428.1	ATHE_RS10415	Athe_2074
fig|31899.10.peg.2623|SAMN05216182_2386	WP_015908429.1	ATHE_RS10420	Athe_2075
fig|31899.10.peg.2625|SAMN05216182_2387	WP_015908430.1	ATHE_RS10425	Athe_2076
fig|31899.10.peg.2627|SAMN05216182_2389	WP_015908432.1	ATHE_RS10435	Athe_2078
fig|31899.10.peg.2629|SAMN05216182_2391	WP_013429600.1	ATHE_RS10445	Athe_2080
fig|31899.10.peg.2630|SAMN05216182_2392	WP_015908434.1	ATHE_RS10450	Athe_2081
fig|31899.10.peg.2633|SAMN05216182_2394	WP_015908436.1	ATHE_RS10460	Athe_2083
fig|31899.10.peg.2634|SAMN05216182_2395	WP_015908437.1	ATHE_RS10465	Athe_2084
fig|31899.10.peg.2635|SAMN05216182_2396	WP_015908438.1	ATHE_RS10470	Athe_2085
fig|31899.10.peg.2637|SAMN05216182_2398	WP_013429593.1	ATHE_RS11550	Athe_2293
fig|31899.10.peg.2638|SAMN05216182_2399	WP_015906876.1	ATHE_RS11545	Athe_2292
fig|31899.10.peg.2640|SAMN05216182_2401	WP_015908441.1	ATHE_RS10495	Athe_2090
fig|31899.10.peg.2641|SAMN05216182_2402	WP_015908442.1	ATHE_RS10500	Athe_2091
fig|31899.10.peg.2642|SAMN05216182_2403	WP_015908443.1	ATHE_RS10505	Athe_2092
fig|31899.10.peg.2643|SAMN05216182_2404	WP_015908444.1	ATHE_RS10510	Athe_2093
fig|31899.10.peg.2644|SAMN05216182_2405	WP_015908445.1	ATHE_RS10515	Athe_2094
fig|31899.10.peg.2645|SAMN05216182_2406	WP_015908446.1	ATHE_RS10520	Athe_2095
fig|31899.10.peg.2646|SAMN05216182_2407	WP_013412642.1	ATHE_RS10525	Athe_2096
fig|31899.10.peg.2647|SAMN05216182_2408	WP_015908447.1	ATHE_RS10530	Athe_2097
fig|31899.10.peg.2650|SAMN05216182_2410	WP_015908448.1	ATHE_RS10540	Athe_2099
fig|31899.10.peg.2651|SAMN05216182_2411	WP_015908449.1	ATHE_RS10545	Athe_2100
fig|31899.10.peg.2652|SAMN05216182_2412	WP_015908450.1	ATHE_RS10550	Athe_2101
fig|31899.10.peg.2653|SAMN05216182_2413	WP_015908451.1	ATHE_RS10555	Athe_2102
fig|31899.10.peg.2655|SAMN05216182_2415	WP_015908453.1	ATHE_RS10565	Athe_2104
fig|31899.10.peg.2656|SAMN05216182_2416	WP_015908454.1	ATHE_RS10570	Athe_2105
fig|31899.10.peg.2657|SAMN05216182_2417	WP_015908455.1	ATHE_RS10575	Athe_2106
fig|31899.10.peg.2658|SAMN05216182_2418	WP_015908456.1	ATHE_RS10580	Athe_2107
fig|31899.10.peg.2659|SAMN05216182_2419	WP_015908457.1	ATHE_RS10585	Athe_2108
fig|31899.10.peg.2660|SAMN05216182_2420	WP_015908458.1	ATHE_RS10590	Athe_2109
fig|31899.10.peg.2661|SAMN05216182_2421	WP_015908459.1	ATHE_RS10595	Athe_2110
fig|31899.10.peg.2664|SAMN05216182_2423	WP_015908460.1	ATHE_RS10605	Athe_2112
fig|31899.10.peg.2666|SAMN05216182_2425	WP_015908462.1	ATHE_RS10615	Athe_2114
fig|31899.10.peg.2669	WP_041727189.1	ATHE_RS10620	NA
fig|31899.10.peg.2670|SAMN05216182_2428	WP_015908463.1	ATHE_RS10625	Athe_2115
fig|31899.10.peg.2671|SAMN05216182_2429	WP_015908464.1	ATHE_RS10630	Athe_2116
fig|31899.10.peg.2673|SAMN05216182_2431	WP_015908465.1	ATHE_RS10640	Athe_2118
fig|31899.10.peg.2674|SAMN05216182_2432	WP_015908466.1	ATHE_RS10645	Athe_2119
fig|31899.10.peg.2675|SAMN05216182_2433	WP_015908467.1	ATHE_RS10650	Athe_2120
fig|31899.10.peg.2676|SAMN05216182_2434	WP_014043029.1	ATHE_RS10655	Athe_2121
fig|31899.10.peg.2677|SAMN05216182_2435	WP_011916845.1	ATHE_RS10660	Athe_2122
fig|31899.10.peg.2678|SAMN05216182_2436	WP_015908468.1	ATHE_RS10665	Athe_2123
fig|31899.10.peg.2679|SAMN05216182_2437	WP_015908469.1	ATHE_RS10670	Athe_2124
fig|31899.10.peg.2680|SAMN05216182_2438	WP_015908470.1	ATHE_RS10675	Athe_2125
fig|31899.10.peg.2681|SAMN05216182_2439	WP_015908471.1	ATHE_RS10680	Athe_2126
fig|31899.10.peg.2682|SAMN05216182_2440	WP_015908472.1	ATHE_RS10685	Athe_2127
fig|31899.10.peg.2683|SAMN05216182_2441	WP_013402574.1	ATHE_RS10690	Athe_2128
fig|31899.10.peg.2684|SAMN05216182_2442	WP_015908473.1	ATHE_RS10695	Athe_2129
fig|31899.10.peg.2686|SAMN05216182_2444	WP_015908475.1	ATHE_RS10705	Athe_2131
fig|31899.10.peg.2687|SAMN05216182_2445	WP_015908476.1	ATHE_RS10710	Athe_2132
fig|31899.10.peg.2688|SAMN05216182_2446	WP_015908477.1	ATHE_RS10715	Athe_2133
fig|31899.10.peg.2689|SAMN05216182_2447	WP_015908478.1	ATHE_RS10720	Athe_2134
fig|31899.10.peg.2690|SAMN05216182_2448	WP_015908479.1	ATHE_RS10725	Athe_2135
fig|31899.10.peg.2691|SAMN05216182_2449	WP_015908480.1	ATHE_RS10730	Athe_2136
fig|31899.10.peg.2692|SAMN05216182_2450	WP_013402565.1	ATHE_RS10735	Athe_2137
fig|31899.10.peg.2693|SAMN05216182_2451	WP_011916829.1	ATHE_RS10740	Athe_2138
fig|31899.10.peg.2694|SAMN05216182_2452	WP_015908481.1	ATHE_RS10745	Athe_2139
fig|31899.10.peg.2695|SAMN05216182_2453	WP_015908482.1	ATHE_RS10750	Athe_2140
fig|31899.10.peg.2696|SAMN05216182_2454	WP_015908483.1	ATHE_RS10755	Athe_2141
fig|31899.10.peg.2697|SAMN05216182_2455	WP_015908484.1	ATHE_RS10760	Athe_2142
fig|31899.10.peg.2698|SAMN05216182_2456	WP_015908485.1	ATHE_RS10765	Athe_2143
fig|31899.10.peg.2699|SAMN05216182_2457	WP_015908486.1	ATHE_RS10770	Athe_2144
fig|31899.10.peg.2700|SAMN05216182_2458	WP_015908487.1	ATHE_RS10775	Athe_2145
fig|31899.10.peg.2701|SAMN05216182_2459	WP_015908488.1	ATHE_RS10780	Athe_2146
fig|31899.10.peg.2702|SAMN05216182_2460	WP_015908489.1	ATHE_RS10785	Athe_2147
fig|31899.10.peg.2703|SAMN05216182_2461	WP_015908490.1	ATHE_RS10790	Athe_2148
fig|31899.10.peg.2704|SAMN05216182_2462	WP_015908491.1	ATHE_RS10795	Athe_2149
fig|31899.10.peg.2705|SAMN05216182_2463	WP_015908492.1	ATHE_RS10800	Athe_2150
fig|31899.10.peg.2706|SAMN05216182_2464	WP_015908493.1	ATHE_RS10805	Athe_2151
fig|31899.10.peg.2707|SAMN05216182_2465	WP_015908494.1	ATHE_RS10810	Athe_2152
fig|31899.10.peg.2708|SAMN05216182_2466	WP_015908495.1	ATHE_RS10815	Athe_2153
fig|31899.10.peg.2709|SAMN05216182_2467	WP_015908496.1	ATHE_RS10820	Athe_2154
fig|31899.10.peg.2710|SAMN05216182_2468	WP_013429535.1	ATHE_RS10825	Athe_2155
fig|31899.10.peg.2711|SAMN05216182_2469	WP_015908497.1	ATHE_RS10830	Athe_2156
fig|31899.10.peg.2713|SAMN05216182_2471	WP_015908499.1	ATHE_RS10840	Athe_2158
fig|31899.10.peg.2714|SAMN05216182_2472	WP_013291202.1	ATHE_RS10845	Athe_2159
fig|31899.10.peg.2715|SAMN05216182_2473	WP_015908500.1	ATHE_RS10850	Athe_2160
fig|31899.10.peg.2716|SAMN05216182_2474	WP_015908501.1	ATHE_RS10855	Athe_2161
fig|31899.10.peg.2717|SAMN05216182_2475	WP_013429529.1	ATHE_RS10860	Athe_2162
fig|31899.10.peg.2718|SAMN05216182_2476	WP_013429528.1	ATHE_RS10865	Athe_2163
fig|31899.10.peg.2719|SAMN05216182_2477	WP_015908502.1	ATHE_RS10870	Athe_2164
fig|31899.10.peg.2720|SAMN05216182_2478	WP_015908503.1	ATHE_RS10875	Athe_2165
fig|31899.10.peg.2721|SAMN05216182_2479	WP_015908504.1	ATHE_RS10880	Athe_2166
fig|31899.10.peg.2722|SAMN05216182_2480	WP_015908505.1	ATHE_RS10885	Athe_2167
fig|31899.10.peg.2723|SAMN05216182_2481	WP_015908506.1	ATHE_RS10890	Athe_2168
fig|31899.10.peg.2724|SAMN05216182_2482	WP_015908507.1	ATHE_RS10895	Athe_2169
fig|31899.10.peg.2725|SAMN05216182_2483	WP_015908508.1	ATHE_RS10900	Athe_2170
fig|31899.10.peg.2726|SAMN05216182_2484	WP_015908509.1	ATHE_RS10905	Athe_2171
fig|31899.10.peg.2727|SAMN05216182_2485	WP_013429519.1	ATHE_RS10910	Athe_2172
fig|31899.10.peg.2730|SAMN05216182_2487	WP_015908511.1	ATHE_RS10920	Athe_2174
fig|31899.10.peg.2731|SAMN05216182_2488	WP_041727191.1	ATHE_RS10925	Athe_2175
fig|31899.10.peg.2732|SAMN05216182_2489	WP_015908513.1	ATHE_RS10930	Athe_2176
fig|31899.10.peg.2735|SAMN05216182_2492	WP_015908516.1	ATHE_RS10945	Athe_2179
fig|31899.10.peg.2736|SAMN05216182_2493	WP_015908517.1	ATHE_RS10950	Athe_2180
fig|31899.10.peg.2737|SAMN05216182_2494	WP_015908518.1	ATHE_RS10955	Athe_2181
fig|31899.10.peg.2738|SAMN05216182_2495	WP_015908519.1	ATHE_RS10960	Athe_2182
fig|31899.10.peg.2739|SAMN05216182_2496	WP_015908520.1	ATHE_RS10965	Athe_2183
fig|31899.10.peg.2740|SAMN05216182_2497	WP_015908521.1	ATHE_RS10970	Athe_2184
fig|31899.10.peg.2741|SAMN05216182_2498	WP_015908522.1	ATHE_RS10975	Athe_2185
fig|31899.10.peg.2742|SAMN05216182_2499	WP_015908523.1	ATHE_RS10980	Athe_2186
fig|31899.10.peg.2743|SAMN05216182_2500	WP_015908524.1	ATHE_RS10985	Athe_2187
fig|31899.10.peg.2745|SAMN05216182_2502	WP_015908526.1	ATHE_RS10995	Athe_2189
fig|31899.10.peg.2746|SAMN05216182_2503	WP_015908527.1	ATHE_RS11000	Athe_2190
fig|31899.10.peg.2747|SAMN05216182_2504	WP_015908528.1	ATHE_RS11005	Athe_2191
fig|31899.10.peg.2748|SAMN05216182_2505	WP_015908529.1	ATHE_RS11010	Athe_2192
fig|31899.10.peg.2749|SAMN05216182_2506	WP_015908530.1	ATHE_RS11015	Athe_2193
fig|31899.10.peg.2750|SAMN05216182_2508	WP_015908531.1	ATHE_RS11025	Athe_2194
fig|31899.10.peg.2751|SAMN05216182_2509	WP_015908532.1	ATHE_RS11030	Athe_2195
fig|31899.10.peg.2753|SAMN05216182_2512	WP_015908533.1	ATHE_RS11045	Athe_2196
fig|31899.10.peg.2754|SAMN05216182_2513	WP_015908534.1	ATHE_RS11050	Athe_2197
fig|31899.10.peg.2755|SAMN05216182_2514	WP_015908535.1	ATHE_RS11055	Athe_2198
fig|31899.10.peg.2756|SAMN05216182_2515	WP_013291240.1	ATHE_RS11060	Athe_2199
fig|31899.10.peg.2758	WP_041727199.1	ATHE_RS11065	NA
fig|31899.10.peg.2761|SAMN05216182_2518	WP_015908537.1	ATHE_RS11075	Athe_2201
fig|31899.10.peg.2765|SAMN05216182_2520	WP_015908538.1	ATHE_RS11085	Athe_2203
fig|31899.10.peg.2766|SAMN05216182_2521	WP_015908539.1	ATHE_RS11090	Athe_2204
fig|31899.10.peg.2767|SAMN05216182_2522	WP_015908540.1	ATHE_RS11095	Athe_2205
fig|31899.10.peg.2768|SAMN05216182_2523	WP_015908541.1	ATHE_RS11100	Athe_2206
fig|31899.10.peg.2769|SAMN05216182_2524	WP_015908542.1	ATHE_RS11105	Athe_2207
fig|31899.10.peg.2770|SAMN05216182_2525	WP_015908543.1	ATHE_RS11110	Athe_2208
fig|31899.10.peg.2771|SAMN05216182_2526	WP_015908544.1	ATHE_RS11115	Athe_2209
