fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780
fig|31899.10.peg.1439|SAMN05216182_1238	WP_015907486.1	ATHE_RS04810
fig|31899.10.peg.1440|SAMN05216182_1239	WP_015907487.1	ATHE_RS04815
fig|31899.10.peg.1441|SAMN05216182_1240	WP_015907488.1	ATHE_RS04820
fig|31899.10.peg.1442|SAMN05216182_1241	WP_015907489.1	ATHE_RS04825
fig|31899.10.peg.1443|SAMN05216182_1242	WP_015907490.1	ATHE_RS04830
fig|31899.10.peg.1444|SAMN05216182_1243	WP_015907491.1	ATHE_RS04835
fig|31899.10.peg.1445|SAMN05216182_1244	WP_015907492.1	ATHE_RS04840
fig|31899.10.peg.1446|SAMN05216182_1245	WP_013290832.1	ATHE_RS04845
fig|31899.10.peg.1447|SAMN05216182_1246	WP_013290831.1	ATHE_RS04850
fig|31899.10.peg.1448|SAMN05216182_1247	WP_013403633.1	ATHE_RS04855
fig|31899.10.peg.1451|SAMN05216182_1249	WP_013430653.1	ATHE_RS04865
fig|31899.10.peg.1452|SAMN05216182_1250	WP_015907493.1	ATHE_RS04870
fig|31899.10.peg.1453|SAMN05216182_1251	WP_015907494.1	ATHE_RS04875
fig|31899.10.peg.1454|SAMN05216182_1252	WP_015907495.1	ATHE_RS04880
fig|31899.10.peg.1455|SAMN05216182_1253	WP_015907496.1	ATHE_RS04885
fig|31899.10.peg.1456|SAMN05216182_1254	WP_015907497.1	ATHE_RS04890
fig|31899.10.peg.1457|SAMN05216182_1255	WP_015907498.1	ATHE_RS04895
fig|31899.10.peg.1458|SAMN05216182_1256	WP_015907499.1	ATHE_RS04900
fig|31899.10.peg.1459|SAMN05216182_1257	WP_015907500.1	ATHE_RS04905
fig|31899.10.peg.1462|SAMN05216182_1260	WP_015907502.1	ATHE_RS04920
fig|31899.10.peg.1463|SAMN05216182_1261	WP_013403620.1	ATHE_RS04925
fig|31899.10.peg.1464|SAMN05216182_1262	WP_015907503.1	ATHE_RS04930
fig|31899.10.peg.1465|SAMN05216182_1263	WP_015907504.1	ATHE_RS04935
fig|31899.10.peg.1466|SAMN05216182_1264	WP_015907505.1	ATHE_RS04940
fig|31899.10.peg.1467|SAMN05216182_1265	WP_013430636.1	ATHE_RS04945
fig|31899.10.peg.1468|SAMN05216182_1266	WP_015907506.1	ATHE_RS04950
fig|31899.10.peg.1469|SAMN05216182_1267	WP_015907507.1	ATHE_RS04955
fig|31899.10.peg.1471|SAMN05216182_1269	WP_015907509.1	ATHE_RS04965
fig|31899.10.peg.1472|SAMN05216182_1270	WP_015907510.1	ATHE_RS04970
fig|31899.10.peg.1473|SAMN05216182_1271	WP_041727112.1	ATHE_RS04975
fig|31899.10.peg.1474|SAMN05216182_1272	WP_015907512.1	ATHE_RS04980
fig|31899.10.peg.1475|SAMN05216182_1273	WP_015907513.1	ATHE_RS04985
fig|31899.10.peg.1476|SAMN05216182_1274	WP_015907514.1	ATHE_RS04990
fig|31899.10.peg.1477|SAMN05216182_1275	WP_013411746.1	ATHE_RS04995
fig|31899.10.peg.1478|SAMN05216182_1276	WP_015907515.1	ATHE_RS05000
fig|31899.10.peg.1479|SAMN05216182_1277	WP_013403605.1	ATHE_RS05005
fig|31899.10.peg.1481|SAMN05216182_1279	WP_015907517.1	ATHE_RS05015
fig|31899.10.peg.1482|SAMN05216182_1280	WP_015907518.1	ATHE_RS05020
fig|31899.10.peg.1483|SAMN05216182_1281	WP_015907519.1	ATHE_RS05025
fig|31899.10.peg.1485|SAMN05216182_1283	WP_015907520.1	ATHE_RS05030
fig|31899.10.peg.1486|SAMN05216182_1284	WP_015907521.1	ATHE_RS05035
fig|31899.10.peg.1487|SAMN05216182_1285	WP_015907522.1	ATHE_RS05040
fig|31899.10.peg.1488|SAMN05216182_1286	WP_015907523.1	ATHE_RS05045
fig|31899.10.peg.1489|SAMN05216182_1287	WP_015907524.1	ATHE_RS05050
fig|31899.10.peg.1490|SAMN05216182_1288	WP_015907525.1	ATHE_RS05055
fig|31899.10.peg.1491|SAMN05216182_1289	WP_015907526.1	ATHE_RS05060
fig|31899.10.peg.1492|SAMN05216182_1290	WP_041727114.1	ATHE_RS05065
fig|31899.10.peg.1493|SAMN05216182_1291	WP_015907528.1	ATHE_RS05070
fig|31899.10.peg.1494|SAMN05216182_1292	WP_015907529.1	ATHE_RS05075
fig|31899.10.peg.1495|SAMN05216182_1293	WP_015907530.1	ATHE_RS05080
fig|31899.10.peg.1496|SAMN05216182_1294	WP_015907531.1	ATHE_RS05085
fig|31899.10.peg.1497|SAMN05216182_1295	WP_015907532.1	ATHE_RS05090
fig|31899.10.peg.1499|SAMN05216182_1296	WP_015907533.1	ATHE_RS05095
fig|31899.10.peg.1500|SAMN05216182_1297	WP_015907534.1	ATHE_RS05100
fig|31899.10.peg.1501|SAMN05216182_1298	WP_015907535.1	ATHE_RS05105
fig|31899.10.peg.1502|SAMN05216182_1299	WP_015907536.1	ATHE_RS05110
fig|31899.10.peg.1503|SAMN05216182_1300	WP_015907537.1	ATHE_RS05115
fig|31899.10.peg.1505|SAMN05216182_1302	WP_041727364.1	ATHE_RS05120
fig|31899.10.peg.1506|SAMN05216182_1303	WP_015907540.1	ATHE_RS05125
fig|31899.10.peg.1507|SAMN05216182_1304	WP_015907541.1	ATHE_RS05130
fig|31899.10.peg.1509|SAMN05216182_1306	WP_015907543.1	ATHE_RS05140
fig|31899.10.peg.1510|SAMN05216182_1307	WP_015907544.1	ATHE_RS05145
fig|31899.10.peg.1511|SAMN05216182_1309	WP_041727117.1	ATHE_RS05155
fig|31899.10.peg.1512|SAMN05216182_1310	WP_015907546.1	ATHE_RS05160
fig|31899.10.peg.1513|SAMN05216182_1311	WP_015907547.1	ATHE_RS05165
fig|31899.10.peg.1514|SAMN05216182_1312	WP_015907548.1	ATHE_RS05170
fig|31899.10.peg.1515|SAMN05216182_1313	WP_013403578.1	ATHE_RS05175
fig|31899.10.peg.1516|SAMN05216182_1314	WP_015907549.1	ATHE_RS05180
fig|31899.10.peg.1517|SAMN05216182_1315	WP_013403576.1	ATHE_RS05185
fig|31899.10.peg.1518|SAMN05216182_1316	WP_015907550.1	ATHE_RS05190
fig|31899.10.peg.1519|SAMN05216182_1317	WP_015907551.1	ATHE_RS05195
fig|31899.10.peg.1520|SAMN05216182_1318	WP_015907552.1	ATHE_RS05200
fig|31899.10.peg.1522|SAMN05216182_1320	WP_015907554.1	ATHE_RS05210
fig|31899.10.peg.1524|SAMN05216182_1322	WP_015907556.1	ATHE_RS05220
fig|31899.10.peg.1525|SAMN05216182_1323	WP_015907557.1	ATHE_RS05225
fig|31899.10.peg.1526|SAMN05216182_1324	WP_015907558.1	ATHE_RS05230
fig|31899.10.peg.1527|SAMN05216182_1325	WP_015907559.1	ATHE_RS05235
fig|31899.10.peg.1528|SAMN05216182_1326	WP_015907560.1	ATHE_RS05240
fig|31899.10.peg.1529|SAMN05216182_1327	WP_015907561.1	ATHE_RS05245
fig|31899.10.peg.1530|SAMN05216182_1328	WP_015907562.1	ATHE_RS05250
fig|31899.10.peg.1531|SAMN05216182_1329	WP_041727120.1	ATHE_RS05255
fig|31899.10.peg.1532|SAMN05216182_1330	WP_015907564.1	ATHE_RS05260
fig|31899.10.peg.1533|SAMN05216182_1331	WP_015907565.1	ATHE_RS05265
fig|31899.10.peg.1534|SAMN05216182_1332	WP_015907566.1	ATHE_RS05270
fig|31899.10.peg.1535|SAMN05216182_1333	WP_015907567.1	ATHE_RS05275
fig|31899.10.peg.1536|SAMN05216182_1334	WP_015907568.1	ATHE_RS05280
fig|31899.10.peg.1537|SAMN05216182_1335	WP_015907569.1	ATHE_RS05285
fig|31899.10.peg.1538|SAMN05216182_1336	WP_015907570.1	ATHE_RS05290
fig|31899.10.peg.1539|SAMN05216182_1337	WP_015907571.1	ATHE_RS05295
fig|31899.10.peg.1540|SAMN05216182_1338	WP_015907572.1	ATHE_RS05300
fig|31899.10.peg.1541|SAMN05216182_1339	WP_015907573.1	ATHE_RS05305
fig|31899.10.peg.1542|SAMN05216182_1340	WP_015907574.1	ATHE_RS05310
fig|31899.10.peg.1543|SAMN05216182_1341	WP_015907575.1	ATHE_RS05315
fig|31899.10.peg.1544|SAMN05216182_1342	WP_015907576.1	ATHE_RS05320
fig|31899.10.peg.1546|SAMN05216182_1344	WP_015907578.1	ATHE_RS05330
fig|31899.10.peg.1547|SAMN05216182_1345	WP_015907579.1	ATHE_RS05335
fig|31899.10.peg.1548|SAMN05216182_1346	WP_015907580.1	ATHE_RS05340
fig|31899.10.peg.1549|SAMN05216182_1347	WP_013430572.1	ATHE_RS05345
fig|31899.10.peg.1550|SAMN05216182_1348	WP_015907581.1	ATHE_RS05350
fig|31899.10.peg.1551|SAMN05216182_1349	WP_015907582.1	ATHE_RS05355
fig|31899.10.peg.1552|SAMN05216182_1350	WP_013430569.1	ATHE_RS05360
fig|31899.10.peg.1553|SAMN05216182_1351	WP_015907583.1	ATHE_RS05365
fig|31899.10.peg.1554|SAMN05216182_1352	WP_013430567.1	ATHE_RS05370
fig|31899.10.peg.1555|SAMN05216182_1353	WP_015907584.1	ATHE_RS05375
fig|31899.10.peg.1556|SAMN05216182_1354	WP_015907585.1	ATHE_RS05380
fig|31899.10.peg.1557|SAMN05216182_1355	WP_015907586.1	ATHE_RS05385
fig|31899.10.peg.1558|SAMN05216182_1356	WP_015907587.1	ATHE_RS05390
fig|31899.10.peg.1559|SAMN05216182_1357	WP_015907588.1	ATHE_RS05395
fig|31899.10.peg.1560|SAMN05216182_1358	WP_015907589.1	ATHE_RS05400
fig|31899.10.peg.1562|SAMN05216182_1360	WP_015907591.1	ATHE_RS05410
fig|31899.10.peg.1563|SAMN05216182_1361	WP_041727122.1	ATHE_RS05415
fig|31899.10.peg.1564|SAMN05216182_1362	WP_015907593.1	ATHE_RS05420
fig|31899.10.peg.1565|SAMN05216182_1363	WP_013411860.1	ATHE_RS05425
fig|31899.10.peg.1566|SAMN05216182_1364	WP_015907594.1	ATHE_RS05430
fig|31899.10.peg.1567|SAMN05216182_1365	WP_013430555.1	ATHE_RS05435
fig|31899.10.peg.1568|SAMN05216182_1366	WP_013403526.1	ATHE_RS05440
fig|31899.10.peg.1569|SAMN05216182_1367	WP_015907595.1	ATHE_RS05445
fig|31899.10.peg.1570|SAMN05216182_1368	WP_015907596.1	ATHE_RS05450
fig|31899.10.peg.1571|SAMN05216182_1369	WP_015907597.1	ATHE_RS05455
fig|31899.10.peg.1572|SAMN05216182_1370	WP_015907598.1	ATHE_RS05460
fig|31899.10.peg.1573|SAMN05216182_1371	WP_015907599.1	ATHE_RS05465
fig|31899.10.peg.1574|SAMN05216182_1372	WP_015907600.1	ATHE_RS05470
fig|31899.10.peg.1575|SAMN05216182_1373	WP_015907601.1	ATHE_RS05475
fig|31899.10.peg.1576|SAMN05216182_1374	WP_015907602.1	ATHE_RS05480
fig|31899.10.peg.1578|SAMN05216182_1376	WP_015907604.1	ATHE_RS05490
fig|31899.10.peg.1579|SAMN05216182_1377	WP_015907605.1	ATHE_RS05495
fig|31899.10.peg.1580|SAMN05216182_1378	WP_015907606.1	ATHE_RS05500
fig|31899.10.peg.1581|SAMN05216182_1379	WP_015907607.1	ATHE_RS05505
fig|31899.10.peg.1582|SAMN05216182_1380	WP_015907608.1	ATHE_RS05510
fig|31899.10.peg.1583|SAMN05216182_1381	WP_013403511.1	ATHE_RS05515
fig|31899.10.peg.1584|SAMN05216182_1382	WP_015907609.1	ATHE_RS05520
fig|31899.10.peg.1585|SAMN05216182_1383	WP_015907610.1	ATHE_RS05525
fig|31899.10.peg.1586|SAMN05216182_1384	WP_013432408.1	ATHE_RS05530
fig|31899.10.peg.1587|SAMN05216182_1385	WP_015907611.1	ATHE_RS05535
fig|31899.10.peg.1588|SAMN05216182_1386	WP_015907612.1	ATHE_RS05540
fig|31899.10.peg.1589|SAMN05216182_1387	WP_015907613.1	ATHE_RS14100
fig|31899.10.peg.1590|SAMN05216182_1388	WP_015907614.1	ATHE_RS05550
fig|31899.10.peg.1591|SAMN05216182_1389	WP_015907615.1	ATHE_RS05555
fig|31899.10.peg.1592|SAMN05216182_1390	WP_015907616.1	ATHE_RS05560
fig|31899.10.peg.1593|SAMN05216182_1391	WP_015907617.1	ATHE_RS05565
fig|31899.10.peg.1594|SAMN05216182_1392	WP_011917090.1	ATHE_RS05570
fig|31899.10.peg.1595|SAMN05216182_1393	WP_015907618.1	ATHE_RS05575
fig|31899.10.peg.1596|SAMN05216182_1394	WP_015907619.1	ATHE_RS05580
fig|31899.10.peg.1597|SAMN05216182_1395	WP_015907620.1	ATHE_RS05585
fig|31899.10.peg.1600|SAMN05216182_1398	WP_015907623.1	ATHE_RS05600
fig|31899.10.peg.1601|SAMN05216182_1399	WP_013290701.1	ATHE_RS05605
fig|31899.10.peg.1602|SAMN05216182_1400	WP_015907624.1	ATHE_RS05610
fig|31899.10.peg.1603|SAMN05216182_1401	WP_011917100.1	ATHE_RS05615
fig|31899.10.peg.1604|SAMN05216182_1402	WP_013403491.1	ATHE_RS05620
fig|31899.10.peg.1606|SAMN05216182_1403	WP_015907625.1	ATHE_RS05625
fig|31899.10.peg.1607|SAMN05216182_1404	WP_015907626.1	ATHE_RS05630
fig|31899.10.peg.1608|SAMN05216182_1405	WP_015907627.1	ATHE_RS05635
fig|31899.10.peg.1609|SAMN05216182_1406	WP_015907628.1	ATHE_RS05640
fig|31899.10.peg.1610|SAMN05216182_1407	WP_015907629.1	ATHE_RS05645
fig|31899.10.peg.1611|SAMN05216182_1408	WP_015907630.1	ATHE_RS05650
fig|31899.10.peg.1615|SAMN05216182_1411	WP_013432426.1	ATHE_RS05665
fig|31899.10.peg.1616|SAMN05216182_1412	WP_015907633.1	ATHE_RS05670
fig|31899.10.peg.1617|SAMN05216182_1413	WP_015907634.1	ATHE_RS05675
fig|31899.10.peg.1620|SAMN05216182_1415	WP_015907636.1	ATHE_RS05685
fig|31899.10.peg.1621|SAMN05216182_1416	WP_015907637.1	ATHE_RS05690
fig|31899.10.peg.1622|SAMN05216182_1417	WP_015907638.1	ATHE_RS05695
fig|31899.10.peg.1623|SAMN05216182_1418	WP_015907639.1	ATHE_RS05700
fig|31899.10.peg.1624|SAMN05216182_1419	WP_015907640.1	ATHE_RS05705
fig|31899.10.peg.1625|SAMN05216182_1420	WP_015907641.1	ATHE_RS05710
fig|31899.10.peg.1626|SAMN05216182_1421	WP_015907642.1	ATHE_RS05715
fig|31899.10.peg.1627|SAMN05216182_1422	WP_015907643.1	ATHE_RS05720
fig|31899.10.peg.1629|SAMN05216182_1424	WP_015907645.1	ATHE_RS05730
fig|31899.10.peg.1630|SAMN05216182_1426	WP_015907647.1	ATHE_RS05735
fig|31899.10.peg.1631|SAMN05216182_1427	WP_015907648.1	ATHE_RS05740
fig|31899.10.peg.1632|SAMN05216182_1428	WP_013430500.1	ATHE_RS05745
fig|31899.10.peg.1633|SAMN05216182_1429	WP_015907649.1	ATHE_RS05750
fig|31899.10.peg.1634|SAMN05216182_1430	WP_015907650.1	ATHE_RS05755
fig|31899.10.peg.1635|SAMN05216182_1431	WP_015907651.1	ATHE_RS05760
fig|31899.10.peg.1636|SAMN05216182_1432	WP_015907652.1	ATHE_RS05765
fig|31899.10.peg.1637|SAMN05216182_1433	WP_015907653.1	ATHE_RS05770
fig|31899.10.peg.1638|SAMN05216182_1434	WP_015907654.1	ATHE_RS05775
fig|31899.10.peg.1639|SAMN05216182_1435	WP_015907655.1	ATHE_RS05780
fig|31899.10.peg.1640|SAMN05216182_1436	WP_013290663.1	ATHE_RS05785
fig|31899.10.peg.1641|SAMN05216182_1437	WP_015907656.1	ATHE_RS05790
fig|31899.10.peg.1642|SAMN05216182_1438	WP_015907657.1	ATHE_RS05795
fig|31899.10.peg.1643|SAMN05216182_1439	WP_015907658.1	ATHE_RS05800
fig|31899.10.peg.1644|SAMN05216182_1440	WP_015907659.1	ATHE_RS05805
fig|31899.10.peg.1645|SAMN05216182_1441	WP_015907660.1	ATHE_RS05810
fig|31899.10.peg.1646|SAMN05216182_1442	WP_015907661.1	ATHE_RS05815
fig|31899.10.peg.1647|SAMN05216182_1443	WP_013430486.1	ATHE_RS05820
fig|31899.10.peg.1652|SAMN05216182_1445	WP_015907663.1	ATHE_RS05835
fig|31899.10.peg.1653|SAMN05216182_1446	WP_013430483.1	ATHE_RS05840
fig|31899.10.peg.1654|SAMN05216182_1447	WP_015907664.1	ATHE_RS05845
fig|31899.10.peg.1655|SAMN05216182_1448	WP_015907665.1	ATHE_RS05850
fig|31899.10.peg.1656|SAMN05216182_1449	WP_015907666.1	ATHE_RS05855
fig|31899.10.peg.1657|SAMN05216182_1450	WP_015907667.1	ATHE_RS05860
fig|31899.10.peg.1658|SAMN05216182_1451	WP_015907668.1	ATHE_RS05865
fig|31899.10.peg.1659|SAMN05216182_1452	WP_015907669.1	ATHE_RS05870
fig|31899.10.peg.1660|SAMN05216182_1453	WP_015907670.1	ATHE_RS05875
fig|31899.10.peg.1661|SAMN05216182_1454	WP_015907671.1	ATHE_RS05880
fig|31899.10.peg.1662|SAMN05216182_1455	WP_015907672.1	ATHE_RS05885
fig|31899.10.peg.1663|SAMN05216182_1456	WP_015907673.1	ATHE_RS05890
fig|31899.10.peg.1664|SAMN05216182_1457	WP_015907674.1	ATHE_RS05895
fig|31899.10.peg.1665|SAMN05216182_1458	WP_015907675.1	ATHE_RS05900
fig|31899.10.peg.1666	WP_015907676.1	ATHE_RS05905
fig|31899.10.peg.1667|SAMN05216182_1460	WP_015907677.1	ATHE_RS05910
fig|31899.10.peg.1668|SAMN05216182_1461	WP_015907678.1	ATHE_RS05915
fig|31899.10.peg.1669|SAMN05216182_1462	WP_041727131.1	ATHE_RS05920
fig|31899.10.peg.1670|SAMN05216182_1463	WP_015907680.1	ATHE_RS05925
fig|31899.10.peg.1671|SAMN05216182_1464	WP_015907681.1	ATHE_RS05930
fig|31899.10.peg.1672|SAMN05216182_1465	WP_015907682.1	ATHE_RS05935
fig|31899.10.peg.1673|SAMN05216182_1466	WP_015907683.1	ATHE_RS05940
fig|31899.10.peg.1674|SAMN05216182_1467	WP_015907684.1	ATHE_RS05945
fig|31899.10.peg.1675|SAMN05216182_1468	WP_015907685.1	ATHE_RS05950
fig|31899.10.peg.1676|SAMN05216182_1469	WP_015907686.1	ATHE_RS05955
fig|31899.10.peg.1677|SAMN05216182_1470	WP_013430461.1	ATHE_RS05960
fig|31899.10.peg.1678|SAMN05216182_1471	WP_015907687.1	ATHE_RS05965
fig|31899.10.peg.1679|SAMN05216182_1472	WP_015907688.1	ATHE_RS05970
fig|31899.10.peg.1680|SAMN05216182_1473	WP_015907689.1	ATHE_RS05975
fig|31899.10.peg.1681|SAMN05216182_1474	WP_015907690.1	ATHE_RS05980
fig|31899.10.peg.1682|SAMN05216182_1475	WP_015907691.1	ATHE_RS05985
fig|31899.10.peg.1684|SAMN05216182_1476	WP_015907692.1	ATHE_RS05990
fig|31899.10.peg.1685|SAMN05216182_1477	WP_015907693.1	ATHE_RS05995
fig|31899.10.peg.1686|SAMN05216182_1478	WP_015907694.1	ATHE_RS06000
fig|31899.10.peg.1687|SAMN05216182_1479	WP_015907695.1	ATHE_RS06005
fig|31899.10.peg.1688|SAMN05216182_1480	WP_015907696.1	ATHE_RS06010
fig|31899.10.peg.1691|SAMN05216182_1482	WP_013403406.1	ATHE_RS06020
fig|31899.10.peg.1692|SAMN05216182_1483	WP_013430449.1	ATHE_RS06025
fig|31899.10.peg.1693|SAMN05216182_1484	WP_015907699.1	ATHE_RS06030
fig|31899.10.peg.1694|SAMN05216182_1485	WP_015907700.1	ATHE_RS06035
fig|31899.10.peg.1696|SAMN05216182_1487	WP_015907702.1	ATHE_RS06045
fig|31899.10.peg.1697|SAMN05216182_1488	WP_015907703.1	ATHE_RS06050
fig|31899.10.peg.1699|SAMN05216182_1489	WP_015907704.1	ATHE_RS06055
fig|31899.10.peg.1700|SAMN05216182_1490	WP_015907705.1	ATHE_RS06060
fig|31899.10.peg.1701|SAMN05216182_1491	WP_015907706.1	ATHE_RS06065
fig|31899.10.peg.1702|SAMN05216182_1492	WP_015907707.1	ATHE_RS06070
fig|31899.10.peg.1703|SAMN05216182_1493	WP_015907708.1	ATHE_RS06075
fig|31899.10.peg.1704|SAMN05216182_1494	WP_015907709.1	ATHE_RS06080
fig|31899.10.peg.1705|SAMN05216182_1495	WP_015907710.1	ATHE_RS06085
fig|31899.10.peg.1706|SAMN05216182_1496	WP_015907711.1	ATHE_RS06090
fig|31899.10.peg.1707|SAMN05216182_1497	WP_015907712.1	ATHE_RS06095
fig|31899.10.peg.1708|SAMN05216182_1498	WP_015907713.1	ATHE_RS06100
fig|31899.10.peg.1709|SAMN05216182_1499	WP_015907714.1	ATHE_RS06105
fig|31899.10.peg.1710|SAMN05216182_1500	WP_015907715.1	ATHE_RS06110
fig|31899.10.peg.1711|SAMN05216182_1501	WP_015907716.1	ATHE_RS06115
fig|31899.10.peg.1712|SAMN05216182_1502	WP_015907717.1	ATHE_RS06120
fig|31899.10.peg.1713|SAMN05216182_1503	WP_015907718.1	ATHE_RS06125
fig|31899.10.peg.1714|SAMN05216182_1504	WP_015907719.1	ATHE_RS06130
fig|31899.10.peg.1715|SAMN05216182_1505	WP_013430429.1	ATHE_RS06135
fig|31899.10.peg.1716|SAMN05216182_1506	WP_015907720.1	ATHE_RS06140
fig|31899.10.peg.1717|SAMN05216182_1507	WP_015907721.1	ATHE_RS06145
fig|31899.10.peg.1718|SAMN05216182_1508	WP_015907722.1	ATHE_RS06150
fig|31899.10.peg.1720|SAMN05216182_1510	WP_015907724.1	ATHE_RS06160
fig|31899.10.peg.1721|SAMN05216182_1511	WP_015907725.1	ATHE_RS06165
fig|31899.10.peg.1722|SAMN05216182_1512	WP_015907726.1	ATHE_RS06170
fig|31899.10.peg.1723|SAMN05216182_1513	WP_015907727.1	ATHE_RS06175
fig|31899.10.peg.1724|SAMN05216182_1514	WP_015907728.1	ATHE_RS06180
fig|31899.10.peg.1725|SAMN05216182_1515	WP_015907729.1	ATHE_RS06185
fig|31899.10.peg.1726|SAMN05216182_1516	WP_015907730.1	ATHE_RS06190
fig|31899.10.peg.1727|SAMN05216182_1517	WP_015907731.1	ATHE_RS06195
fig|31899.10.peg.1728|SAMN05216182_1518	WP_015907732.1	ATHE_RS06200
fig|31899.10.peg.1729|SAMN05216182_1519	WP_015907733.1	ATHE_RS06205
fig|31899.10.peg.1730|SAMN05216182_1520	WP_015907734.1	ATHE_RS06210
fig|31899.10.peg.1731|SAMN05216182_1521	WP_015907735.1	ATHE_RS06215
fig|31899.10.peg.1732|SAMN05216182_1522	WP_013430412.1	ATHE_RS06220
fig|31899.10.peg.1733|SAMN05216182_1523	WP_015907736.1	ATHE_RS06225
fig|31899.10.peg.1734|SAMN05216182_1524	WP_015907737.1	ATHE_RS06230
fig|31899.10.peg.1735|SAMN05216182_1525	WP_015907738.1	ATHE_RS06235
fig|31899.10.peg.1736|SAMN05216182_1526	WP_015907739.1	ATHE_RS06240
fig|31899.10.peg.1737|SAMN05216182_1527	WP_015907740.1	ATHE_RS06245
fig|31899.10.peg.1738|SAMN05216182_1528	WP_015907741.1	ATHE_RS06250
fig|31899.10.peg.1739|SAMN05216182_1529	WP_015907742.1	ATHE_RS06255
fig|31899.10.peg.1740|SAMN05216182_1530	WP_013430404.1	ATHE_RS06260
fig|31899.10.peg.1741|SAMN05216182_1531	WP_015907743.1	ATHE_RS06265
fig|31899.10.peg.1742|SAMN05216182_1532	WP_015907744.1	ATHE_RS06270
fig|31899.10.peg.1743|SAMN05216182_1533	WP_015906731.1	ATHE_RS13960
fig|31899.10.peg.1744|SAMN05216182_1534	WP_015907745.1	ATHE_RS06280
fig|31899.10.peg.1745|SAMN05216182_1535	WP_015907746.1	ATHE_RS06285
fig|31899.10.peg.1746|SAMN05216182_1536	WP_013403355.1	ATHE_RS06290
fig|31899.10.peg.1748|SAMN05216182_1538	WP_015907748.1	ATHE_RS06300
fig|31899.10.peg.1749|SAMN05216182_1539	WP_015907749.1	ATHE_RS06305
fig|31899.10.peg.1750|SAMN05216182_1540	WP_013403351.1	ATHE_RS06310
fig|31899.10.peg.1751|SAMN05216182_1541	WP_015907750.1	ATHE_RS06315
fig|31899.10.peg.1752|SAMN05216182_1542	WP_013403349.1	ATHE_RS06320
fig|31899.10.peg.1753|SAMN05216182_1543	WP_015907751.1	ATHE_RS06325
fig|31899.10.peg.1754|SAMN05216182_1544	WP_015907752.1	ATHE_RS06330
fig|31899.10.peg.1755|SAMN05216182_1545	WP_011917352.1	ATHE_RS06335
fig|31899.10.peg.1756|SAMN05216182_1546	WP_041727137.1	ATHE_RS06340
fig|31899.10.peg.1757|SAMN05216182_1547	WP_015907754.1	ATHE_RS06345
fig|31899.10.peg.1758|SAMN05216182_1548	WP_015907755.1	ATHE_RS06350
fig|31899.10.peg.1759|SAMN05216182_1549	WP_015907756.1	ATHE_RS06355
fig|31899.10.peg.1760|SAMN05216182_1550	WP_015907757.1	ATHE_RS06360
fig|31899.10.peg.1761|SAMN05216182_1551	WP_015907758.1	ATHE_RS06365
fig|31899.10.peg.1762|SAMN05216182_1552	WP_015907759.1	ATHE_RS06370
fig|31899.10.peg.1763|SAMN05216182_1553	WP_015907760.1	ATHE_RS06375
fig|31899.10.peg.1764|SAMN05216182_1554	WP_015907761.1	ATHE_RS06380
fig|31899.10.peg.1765|SAMN05216182_1555	WP_015907762.1	ATHE_RS06385
fig|31899.10.peg.1766|SAMN05216182_1556	WP_015907763.1	ATHE_RS06390
fig|31899.10.peg.1767|SAMN05216182_1557	WP_015907764.1	ATHE_RS06395
fig|31899.10.peg.1768|SAMN05216182_1558	WP_013403334.1	ATHE_RS06400
fig|31899.10.peg.1769|SAMN05216182_1559	WP_015907765.1	ATHE_RS06405
fig|31899.10.peg.1770|SAMN05216182_1560	WP_013430381.1	ATHE_RS06410
fig|31899.10.peg.1771|SAMN05216182_1561	WP_015907766.1	ATHE_RS06415
fig|31899.10.peg.1772|SAMN05216182_1562	WP_015907767.1	ATHE_RS06420
fig|31899.10.peg.1775|SAMN05216182_1565	WP_015907769.1	ATHE_RS06435
fig|31899.10.peg.1776|SAMN05216182_1566	WP_015907770.1	ATHE_RS06440
fig|31899.10.peg.1777|SAMN05216182_1567	WP_015907771.1	ATHE_RS06445
fig|31899.10.peg.1778|SAMN05216182_1568	WP_013430374.1	ATHE_RS06450
fig|31899.10.peg.1779|SAMN05216182_1569	WP_015907772.1	ATHE_RS06455
fig|31899.10.peg.1780|SAMN05216182_1570	WP_015907773.1	ATHE_RS06460
fig|31899.10.peg.1782|SAMN05216182_1572	WP_013430370.1	ATHE_RS06470
fig|31899.10.peg.1783|SAMN05216182_1573	WP_013430369.1	ATHE_RS06475
fig|31899.10.peg.1784|SAMN05216182_1574	WP_015907775.1	ATHE_RS06480
fig|31899.10.peg.1785|SAMN05216182_1575	WP_013430367.1	ATHE_RS06485
fig|31899.10.peg.1786|SAMN05216182_1576	WP_013430366.1	ATHE_RS06490
fig|31899.10.peg.1787|SAMN05216182_1577	WP_015907776.1	ATHE_RS06495
fig|31899.10.peg.1788|SAMN05216182_1578	WP_015907777.1	ATHE_RS06500
fig|31899.10.peg.1789|SAMN05216182_1579	WP_015907778.1	ATHE_RS06505
fig|31899.10.peg.1790|SAMN05216182_1580	WP_015907779.1	ATHE_RS06510
fig|31899.10.peg.1791|SAMN05216182_1581	WP_015907780.1	ATHE_RS06515
fig|31899.10.peg.1792|SAMN05216182_1582	WP_015907781.1	ATHE_RS06520
fig|31899.10.peg.1793|SAMN05216182_1583	WP_015907782.1	ATHE_RS06525
