fig|31899.10.peg.70	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.1547	WP_015907579.1	ATHE_RS05335	Athe_1066
fig|31899.10.peg.1548	WP_015907580.1	ATHE_RS05340	Athe_1067
fig|31899.10.peg.1549	WP_013430572.1	ATHE_RS05345	Athe_1068
fig|31899.10.peg.1550	WP_015907581.1	ATHE_RS05350	Athe_1069
fig|31899.10.peg.1551	WP_015907582.1	ATHE_RS05355	Athe_1070
fig|31899.10.peg.1552	WP_013430569.1	ATHE_RS05360	Athe_1071
fig|31899.10.peg.1553	WP_015907583.1	ATHE_RS05365	Athe_1072
fig|31899.10.peg.1554	WP_013430567.1	ATHE_RS05370	Athe_1073
fig|31899.10.peg.1555	WP_015907584.1	ATHE_RS05375	Athe_1074
fig|31899.10.peg.1556	WP_015907585.1	ATHE_RS05380	Athe_1075
fig|31899.10.peg.1557	WP_015907586.1	ATHE_RS05385	Athe_1076
fig|31899.10.peg.1558	WP_015907587.1	ATHE_RS05390	Athe_1077
fig|31899.10.peg.1559	WP_015907588.1	ATHE_RS05395	Athe_1078
fig|31899.10.peg.1560	WP_015907589.1	ATHE_RS05400	Athe_1079
fig|31899.10.peg.1562	WP_015907591.1	ATHE_RS05410	Athe_1081
fig|31899.10.peg.1563	WP_041727122.1	ATHE_RS05415	Athe_1082
fig|31899.10.peg.1564	WP_015907593.1	ATHE_RS05420	Athe_1083
fig|31899.10.peg.1565	WP_013411860.1	ATHE_RS05425	Athe_1084
fig|31899.10.peg.1566	WP_015907594.1	ATHE_RS05430	Athe_1085
fig|31899.10.peg.1567	WP_013430555.1	ATHE_RS05435	Athe_1086
fig|31899.10.peg.1568	WP_013403526.1	ATHE_RS05440	Athe_1087
fig|31899.10.peg.1569	WP_015907595.1	ATHE_RS05445	Athe_1088
fig|31899.10.peg.1570	WP_015907596.1	ATHE_RS05450	Athe_1089
fig|31899.10.peg.1571	WP_015907597.1	ATHE_RS05455	Athe_1090
fig|31899.10.peg.1572	WP_015907598.1	ATHE_RS05460	Athe_1091
fig|31899.10.peg.1573	WP_015907599.1	ATHE_RS05465	Athe_1092
fig|31899.10.peg.1574	WP_015907600.1	ATHE_RS05470	Athe_1093
fig|31899.10.peg.1575	WP_015907601.1	ATHE_RS05475	Athe_1094
fig|31899.10.peg.1576	WP_015907602.1	ATHE_RS05480	Athe_1095
fig|31899.10.peg.1578	WP_015907604.1	ATHE_RS05490	Athe_1097
fig|31899.10.peg.1579	WP_015907605.1	ATHE_RS05495	Athe_1098
fig|31899.10.peg.1580	WP_015907606.1	ATHE_RS05500	Athe_1099
fig|31899.10.peg.1581	WP_015907607.1	ATHE_RS05505	Athe_1100
fig|31899.10.peg.1582	WP_015907608.1	ATHE_RS05510	Athe_1101
fig|31899.10.peg.1583	WP_013403511.1	ATHE_RS05515	Athe_1102
fig|31899.10.peg.1584	WP_015907609.1	ATHE_RS05520	Athe_1103
fig|31899.10.peg.1585	WP_015907610.1	ATHE_RS05525	Athe_1104
fig|31899.10.peg.1586	WP_013432408.1	ATHE_RS05530	Athe_1105
fig|31899.10.peg.1587	WP_015907611.1	ATHE_RS05535	Athe_1106
fig|31899.10.peg.1588	WP_015907612.1	ATHE_RS05540	Athe_1107
fig|31899.10.peg.1589	WP_015907613.1	ATHE_RS14100	Athe_1108
fig|31899.10.peg.1590	WP_015907614.1	ATHE_RS05550	Athe_1109
fig|31899.10.peg.1591	WP_015907615.1	ATHE_RS05555	Athe_1110
fig|31899.10.peg.1592	WP_015907616.1	ATHE_RS05560	Athe_1111
fig|31899.10.peg.1593	WP_015907617.1	ATHE_RS05565	Athe_1112
fig|31899.10.peg.1594	WP_011917090.1	ATHE_RS05570	Athe_1113
fig|31899.10.peg.1595	WP_015907618.1	ATHE_RS05575	Athe_1114
fig|31899.10.peg.1596	WP_015907619.1	ATHE_RS05580	Athe_1115
fig|31899.10.peg.1597	WP_015907620.1	ATHE_RS05585	Athe_1116
fig|31899.10.peg.1600	WP_015907623.1	ATHE_RS05600	Athe_1119
fig|31899.10.peg.1601	WP_013290701.1	ATHE_RS05605	Athe_1120
fig|31899.10.peg.1602	WP_015907624.1	ATHE_RS05610	Athe_1121
fig|31899.10.peg.1603	WP_011917100.1	ATHE_RS05615	Athe_1122
fig|31899.10.peg.1604	WP_013403491.1	ATHE_RS05620	Athe_1123
fig|31899.10.peg.1606	WP_015907625.1	ATHE_RS05625	Athe_1124
fig|31899.10.peg.1607	WP_015907626.1	ATHE_RS05630	Athe_1125
fig|31899.10.peg.1608	WP_015907627.1	ATHE_RS05635	Athe_1126
fig|31899.10.peg.1609	WP_015907628.1	ATHE_RS05640	Athe_1127
fig|31899.10.peg.1610	WP_015907629.1	ATHE_RS05645	Athe_1128
fig|31899.10.peg.1611	WP_015907630.1	ATHE_RS05650	Athe_1129
fig|31899.10.peg.1615	WP_013432426.1	ATHE_RS05665	Athe_1132
fig|31899.10.peg.1616	WP_015907633.1	ATHE_RS05670	Athe_1133
fig|31899.10.peg.1617	WP_015907634.1	ATHE_RS05675	Athe_1134
fig|31899.10.peg.1620	WP_015907636.1	ATHE_RS05685	Athe_1136
fig|31899.10.peg.1621	WP_015907637.1	ATHE_RS05690	Athe_1137
fig|31899.10.peg.1622	WP_015907638.1	ATHE_RS05695	Athe_1138
fig|31899.10.peg.1623	WP_015907639.1	ATHE_RS05700	Athe_1139
fig|31899.10.peg.1624	WP_015907640.1	ATHE_RS05705	Athe_1140
fig|31899.10.peg.1625	WP_015907641.1	ATHE_RS05710	Athe_1141
fig|31899.10.peg.1626	WP_015907642.1	ATHE_RS05715	Athe_1142
fig|31899.10.peg.1627	WP_015907643.1	ATHE_RS05720	Athe_1143
fig|31899.10.peg.1629	WP_015907645.1	ATHE_RS05730	Athe_1145
fig|31899.10.peg.1630	WP_015907647.1	ATHE_RS05735	Athe_1147
fig|31899.10.peg.1631	WP_015907648.1	ATHE_RS05740	Athe_1148
fig|31899.10.peg.1632	WP_013430500.1	ATHE_RS05745	Athe_1149
fig|31899.10.peg.1633	WP_015907649.1	ATHE_RS05750	Athe_1150
fig|31899.10.peg.1634	WP_015907650.1	ATHE_RS05755	Athe_1151
fig|31899.10.peg.1635	WP_015907651.1	ATHE_RS05760	Athe_1152
fig|31899.10.peg.1636	WP_015907652.1	ATHE_RS05765	Athe_1153
fig|31899.10.peg.1637	WP_015907653.1	ATHE_RS05770	Athe_1154
fig|31899.10.peg.1638	WP_015907654.1	ATHE_RS05775	Athe_1155
fig|31899.10.peg.1639	WP_015907655.1	ATHE_RS05780	Athe_1156
fig|31899.10.peg.1640	WP_013290663.1	ATHE_RS05785	Athe_1157
fig|31899.10.peg.1641	WP_015907656.1	ATHE_RS05790	Athe_1158
fig|31899.10.peg.1642	WP_015907657.1	ATHE_RS05795	Athe_1159
fig|31899.10.peg.1643	WP_015907658.1	ATHE_RS05800	Athe_1160
fig|31899.10.peg.1644	WP_015907659.1	ATHE_RS05805	Athe_1161
fig|31899.10.peg.1645	WP_015907660.1	ATHE_RS05810	Athe_1162
fig|31899.10.peg.1646	WP_015907661.1	ATHE_RS05815	Athe_1163
fig|31899.10.peg.1647	WP_013430486.1	ATHE_RS05820	Athe_1164
fig|31899.10.peg.1652	WP_015907663.1	ATHE_RS05835	Athe_1167
fig|31899.10.peg.1653	WP_013430483.1	ATHE_RS05840	Athe_1168
fig|31899.10.peg.1654	WP_015907664.1	ATHE_RS05845	Athe_1169
fig|31899.10.peg.1655	WP_015907665.1	ATHE_RS05850	Athe_1170
fig|31899.10.peg.1656	WP_015907666.1	ATHE_RS05855	Athe_1171
fig|31899.10.peg.1657	WP_015907667.1	ATHE_RS05860	Athe_1172
fig|31899.10.peg.1658	WP_015907668.1	ATHE_RS05865	Athe_1173
fig|31899.10.peg.1659	WP_015907669.1	ATHE_RS05870	Athe_1174
fig|31899.10.peg.1660	WP_015907670.1	ATHE_RS05875	Athe_1175
fig|31899.10.peg.1661	WP_015907671.1	ATHE_RS05880	Athe_1176
fig|31899.10.peg.1662	WP_015907672.1	ATHE_RS05885	Athe_1177
fig|31899.10.peg.1663	WP_015907673.1	ATHE_RS05890	Athe_1178
fig|31899.10.peg.1664	WP_015907674.1	ATHE_RS05895	Athe_1179
fig|31899.10.peg.1665	WP_015907675.1	ATHE_RS05900	Athe_1180
fig|31899.10.peg.1666	WP_015907676.1	ATHE_RS05905	Athe_1181
fig|31899.10.peg.1667	WP_015907677.1	ATHE_RS05910	Athe_1182
fig|31899.10.peg.1668	WP_015907678.1	ATHE_RS05915	Athe_1183
fig|31899.10.peg.1669	WP_041727131.1	ATHE_RS05920	Athe_1184
fig|31899.10.peg.1670	WP_015907680.1	ATHE_RS05925	Athe_1185
fig|31899.10.peg.1671	WP_015907681.1	ATHE_RS05930	Athe_1186
fig|31899.10.peg.1672	WP_015907682.1	ATHE_RS05935	Athe_1187
fig|31899.10.peg.1673	WP_015907683.1	ATHE_RS05940	Athe_1188
fig|31899.10.peg.1674	WP_015907684.1	ATHE_RS05945	Athe_1189
fig|31899.10.peg.1675	WP_015907685.1	ATHE_RS05950	Athe_1190
fig|31899.10.peg.1676	WP_015907686.1	ATHE_RS05955	Athe_1191
fig|31899.10.peg.1677	WP_013430461.1	ATHE_RS05960	Athe_1192
fig|31899.10.peg.1678	WP_015907687.1	ATHE_RS05965	Athe_1193
fig|31899.10.peg.1679	WP_015907688.1	ATHE_RS05970	Athe_1194
fig|31899.10.peg.1680	WP_015907689.1	ATHE_RS05975	Athe_1195
fig|31899.10.peg.1681	WP_015907690.1	ATHE_RS05980	Athe_1196
fig|31899.10.peg.1682	WP_015907691.1	ATHE_RS05985	Athe_1197
fig|31899.10.peg.1684	WP_015907692.1	ATHE_RS05990	Athe_1198
fig|31899.10.peg.1685	WP_015907693.1	ATHE_RS05995	Athe_1199
fig|31899.10.peg.1686	WP_015907694.1	ATHE_RS06000	Athe_1200
fig|31899.10.peg.1687	WP_015907695.1	ATHE_RS06005	Athe_1201
fig|31899.10.peg.1688	WP_015907696.1	ATHE_RS06010	Athe_1202
fig|31899.10.peg.1691	WP_013403406.1	ATHE_RS06020	Athe_1205
fig|31899.10.peg.1692	WP_013430449.1	ATHE_RS06025	Athe_1206
fig|31899.10.peg.1693	WP_015907699.1	ATHE_RS06030	Athe_1207
fig|31899.10.peg.1694	WP_015907700.1	ATHE_RS06035	Athe_1208
fig|31899.10.peg.1696	WP_015907702.1	ATHE_RS06045	Athe_1210
fig|31899.10.peg.1697	WP_015907703.1	ATHE_RS06050	Athe_1211
fig|31899.10.peg.1699	WP_015907704.1	ATHE_RS06055	Athe_1212
fig|31899.10.peg.1700	WP_015907705.1	ATHE_RS06060	Athe_1213
fig|31899.10.peg.1701	WP_015907706.1	ATHE_RS06065	Athe_1214
fig|31899.10.peg.1702	WP_015907707.1	ATHE_RS06070	Athe_1215
fig|31899.10.peg.1703	WP_015907708.1	ATHE_RS06075	Athe_1216
fig|31899.10.peg.1704	WP_015907709.1	ATHE_RS06080	Athe_1217
fig|31899.10.peg.1705	WP_015907710.1	ATHE_RS06085	Athe_1218
fig|31899.10.peg.1706	WP_015907711.1	ATHE_RS06090	Athe_1219
fig|31899.10.peg.1707	WP_015907712.1	ATHE_RS06095	Athe_1220
fig|31899.10.peg.1708	WP_015907713.1	ATHE_RS06100	Athe_1221
fig|31899.10.peg.1709	WP_015907714.1	ATHE_RS06105	Athe_1222
fig|31899.10.peg.1710	WP_015907715.1	ATHE_RS06110	Athe_1223
fig|31899.10.peg.1711	WP_015907716.1	ATHE_RS06115	Athe_1224
fig|31899.10.peg.1712	WP_015907717.1	ATHE_RS06120	Athe_1225
fig|31899.10.peg.1713	WP_015907718.1	ATHE_RS06125	Athe_1226
fig|31899.10.peg.1714	WP_015907719.1	ATHE_RS06130	Athe_1227
fig|31899.10.peg.1715	WP_013430429.1	ATHE_RS06135	Athe_1228
fig|31899.10.peg.1716	WP_015907720.1	ATHE_RS06140	Athe_1229
fig|31899.10.peg.1717	WP_015907721.1	ATHE_RS06145	Athe_1230
fig|31899.10.peg.1718	WP_015907722.1	ATHE_RS06150	Athe_1231
fig|31899.10.peg.1720	WP_015907724.1	ATHE_RS06160	Athe_1233
fig|31899.10.peg.1721	WP_015907725.1	ATHE_RS06165	Athe_1234
fig|31899.10.peg.1722	WP_015907726.1	ATHE_RS06170	Athe_1235
fig|31899.10.peg.1723	WP_015907727.1	ATHE_RS06175	Athe_1236
fig|31899.10.peg.1724	WP_015907728.1	ATHE_RS06180	Athe_1237
fig|31899.10.peg.1725	WP_015907729.1	ATHE_RS06185	Athe_1238
fig|31899.10.peg.1726	WP_015907730.1	ATHE_RS06190	Athe_1239
fig|31899.10.peg.1727	WP_015907731.1	ATHE_RS06195	Athe_1240
fig|31899.10.peg.1728	WP_015907732.1	ATHE_RS06200	Athe_1241
fig|31899.10.peg.1729	WP_015907733.1	ATHE_RS06205	Athe_1242
fig|31899.10.peg.1730	WP_015907734.1	ATHE_RS06210	Athe_1243
fig|31899.10.peg.1731	WP_015907735.1	ATHE_RS06215	Athe_1244
fig|31899.10.peg.1732	WP_013430412.1	ATHE_RS06220	Athe_1245
fig|31899.10.peg.1733	WP_015907736.1	ATHE_RS06225	Athe_1246
fig|31899.10.peg.1734	WP_015907737.1	ATHE_RS06230	Athe_1247
fig|31899.10.peg.1735	WP_015907738.1	ATHE_RS06235	Athe_1248
fig|31899.10.peg.1736	WP_015907739.1	ATHE_RS06240	Athe_1249
fig|31899.10.peg.1737	WP_015907740.1	ATHE_RS06245	Athe_1250
fig|31899.10.peg.1738	WP_015907741.1	ATHE_RS06250	Athe_1251
fig|31899.10.peg.1739	WP_015907742.1	ATHE_RS06255	Athe_1252
fig|31899.10.peg.1740	WP_013430404.1	ATHE_RS06260	Athe_1253
fig|31899.10.peg.1741	WP_015907743.1	ATHE_RS06265	Athe_1254
fig|31899.10.peg.1742	WP_015907744.1	ATHE_RS06270	Athe_1255
fig|31899.10.peg.1743	WP_015906731.1	ATHE_RS13960	Athe_2764
fig|31899.10.peg.1744	WP_015907745.1	ATHE_RS06280	Athe_1257
fig|31899.10.peg.1745	WP_015907746.1	ATHE_RS06285	Athe_1258
fig|31899.10.peg.1746	WP_013403355.1	ATHE_RS06290	Athe_1259
fig|31899.10.peg.1748	WP_015907748.1	ATHE_RS06300	Athe_1261
fig|31899.10.peg.1749	WP_015907749.1	ATHE_RS06305	Athe_1262
fig|31899.10.peg.1750	WP_013403351.1	ATHE_RS06310	Athe_1263
fig|31899.10.peg.1751	WP_015907750.1	ATHE_RS06315	Athe_1264
fig|31899.10.peg.1752	WP_013403349.1	ATHE_RS06320	Athe_1265
fig|31899.10.peg.1753	WP_015907751.1	ATHE_RS06325	Athe_1266
fig|31899.10.peg.1754	WP_015907752.1	ATHE_RS06330	Athe_1267
fig|31899.10.peg.1755	WP_011917352.1	ATHE_RS06335	Athe_1268
fig|31899.10.peg.1756	WP_041727137.1	ATHE_RS06340	Athe_1269
fig|31899.10.peg.1757	WP_015907754.1	ATHE_RS06345	Athe_1270
fig|31899.10.peg.1758	WP_015907755.1	ATHE_RS06350	Athe_1271
fig|31899.10.peg.1759	WP_015907756.1	ATHE_RS06355	Athe_1272
fig|31899.10.peg.1760	WP_015907757.1	ATHE_RS06360	Athe_1273
fig|31899.10.peg.1761	WP_015907758.1	ATHE_RS06365	Athe_1274
fig|31899.10.peg.1762	WP_015907759.1	ATHE_RS06370	Athe_1275
fig|31899.10.peg.1763	WP_015907760.1	ATHE_RS06375	Athe_1276
fig|31899.10.peg.1764	WP_015907761.1	ATHE_RS06380	Athe_1277
fig|31899.10.peg.1765	WP_015907762.1	ATHE_RS06385	Athe_1278
fig|31899.10.peg.1766	WP_015907763.1	ATHE_RS06390	Athe_1279
fig|31899.10.peg.1767	WP_015907764.1	ATHE_RS06395	Athe_1280
fig|31899.10.peg.1768	WP_013403334.1	ATHE_RS06400	Athe_1281
fig|31899.10.peg.1769	WP_015907765.1	ATHE_RS06405	Athe_1282
fig|31899.10.peg.1770	WP_013430381.1	ATHE_RS06410	Athe_1283
fig|31899.10.peg.1771	WP_015907766.1	ATHE_RS06415	Athe_1284
fig|31899.10.peg.1772	WP_015907767.1	ATHE_RS06420	Athe_1285
fig|31899.10.peg.1775	WP_015907769.1	ATHE_RS06435	Athe_1287
fig|31899.10.peg.1776	WP_015907770.1	ATHE_RS06440	Athe_1288
fig|31899.10.peg.1777	WP_015907771.1	ATHE_RS06445	Athe_1289
fig|31899.10.peg.1778	WP_013430374.1	ATHE_RS06450	Athe_1290
fig|31899.10.peg.1779	WP_015907772.1	ATHE_RS06455	Athe_1291
fig|31899.10.peg.1780	WP_015907773.1	ATHE_RS06460	Athe_1292
fig|31899.10.peg.1782	WP_013430370.1	ATHE_RS06470	Athe_1294
fig|31899.10.peg.1783	WP_013430369.1	ATHE_RS06475	Athe_1295
fig|31899.10.peg.1784	WP_015907775.1	ATHE_RS06480	Athe_1296
fig|31899.10.peg.1785	WP_013430367.1	ATHE_RS06485	Athe_1297
fig|31899.10.peg.1786	WP_013430366.1	ATHE_RS06490	Athe_1298
fig|31899.10.peg.1787	WP_015907776.1	ATHE_RS06495	Athe_1299
fig|31899.10.peg.1788	WP_015907777.1	ATHE_RS06500	Athe_1300
fig|31899.10.peg.1789	WP_015907778.1	ATHE_RS06505	Athe_1301
fig|31899.10.peg.1790	WP_015907779.1	ATHE_RS06510	Athe_1302
fig|31899.10.peg.1791	WP_015907780.1	ATHE_RS06515	Athe_1303
fig|31899.10.peg.1792	WP_015907781.1	ATHE_RS06520	Athe_1304
fig|31899.10.peg.1793	WP_015907782.1	ATHE_RS06525	Athe_1305
fig|31899.10.peg.1794	WP_015907783.1	ATHE_RS06530	Athe_1306
fig|31899.10.peg.1795	WP_013430357.1	ATHE_RS06535	Athe_1307
fig|31899.10.peg.1796	WP_015907784.1	ATHE_RS06540	Athe_1308
fig|31899.10.peg.1797	WP_011917393.1	ATHE_RS06545	Athe_1309
fig|31899.10.peg.1798	WP_015907785.1	ATHE_RS06550	Athe_1310
fig|31899.10.peg.1799	WP_015907786.1	ATHE_RS06555	Athe_1311
fig|31899.10.peg.1800	WP_015907787.1	ATHE_RS06560	Athe_1312
fig|31899.10.peg.1801	WP_041727144.1	ATHE_RS06565	Athe_1313
fig|31899.10.peg.1802	WP_015907789.1	ATHE_RS06570	Athe_1314
fig|31899.10.peg.1803	WP_013430350.1	ATHE_RS06575	Athe_1315
fig|31899.10.peg.1804	WP_013430349.1	ATHE_RS06580	Athe_1316
fig|31899.10.peg.1805	WP_015907790.1	ATHE_RS06585	Athe_1317
fig|31899.10.peg.1807	WP_015907792.1	ATHE_RS06595	Athe_1319
fig|31899.10.peg.1808	WP_013430346.1	ATHE_RS14275	Athe_1320
fig|31899.10.peg.1809	WP_015907793.1	ATHE_RS06600	Athe_1321
fig|31899.10.peg.1810	WP_015907794.1	ATHE_RS06605	Athe_1322
fig|31899.10.peg.1812	WP_015907796.1	ATHE_RS06615	Athe_1324
fig|31899.10.peg.1813	WP_015907797.1	ATHE_RS06620	Athe_1325
fig|31899.10.peg.1814	WP_015907798.1	ATHE_RS06625	Athe_1326
fig|31899.10.peg.1815	WP_015907799.1	ATHE_RS06630	Athe_1327
fig|31899.10.peg.1816	WP_015907800.1	ATHE_RS06635	Athe_1328
fig|31899.10.peg.1818	WP_015907802.1	ATHE_RS06640	Athe_1330
fig|31899.10.peg.1819	WP_015907803.1	ATHE_RS06645	Athe_1331
fig|31899.10.peg.1820	WP_015907804.1	ATHE_RS06650	Athe_1332
fig|31899.10.peg.1821	WP_015907805.1	ATHE_RS06655	Athe_1333
fig|31899.10.peg.1822	WP_013403283.1	ATHE_RS06660	Athe_1334
fig|31899.10.peg.1823	WP_015907806.1	ATHE_RS06665	Athe_1335
fig|31899.10.peg.1824	WP_015907807.1	ATHE_RS06670	Athe_1336
fig|31899.10.peg.1825	WP_015907808.1	ATHE_RS06675	Athe_1337
fig|31899.10.peg.1826	WP_015907809.1	ATHE_RS06680	Athe_1338
fig|31899.10.peg.1827	WP_015907810.1	ATHE_RS06685	Athe_1339
fig|31899.10.peg.1828	WP_015907811.1	ATHE_RS06690	Athe_1340
fig|31899.10.peg.1829	WP_015907812.1	ATHE_RS06695	Athe_1341
fig|31899.10.peg.1830	WP_015907813.1	ATHE_RS06700	Athe_1342
fig|31899.10.peg.1831	WP_015907814.1	ATHE_RS06705	Athe_1343
fig|31899.10.peg.1832	WP_015907815.1	ATHE_RS06710	Athe_1344
fig|31899.10.peg.1833	WP_015907816.1	ATHE_RS06715	Athe_1345
fig|31899.10.peg.1834	WP_015907817.1	ATHE_RS06720	Athe_1346
fig|31899.10.peg.1835	WP_015907818.1	ATHE_RS06725	Athe_1347
fig|31899.10.peg.1836	WP_013290501.1	ATHE_RS06730	Athe_1348
fig|31899.10.peg.1837	WP_015907819.1	ATHE_RS06735	Athe_1349
fig|31899.10.peg.1838	WP_015907820.1	ATHE_RS06740	Athe_1350
fig|31899.10.peg.1840	WP_015907821.1	ATHE_RS06745	Athe_1351
fig|31899.10.peg.1841	WP_015907822.1	ATHE_RS06750	Athe_1352
fig|31899.10.peg.1842	WP_015907823.1	ATHE_RS06755	Athe_1353
fig|31899.10.peg.1843	WP_015907824.1	ATHE_RS06760	Athe_1354
fig|31899.10.peg.1844	WP_015907825.1	ATHE_RS06765	Athe_1355
fig|31899.10.peg.1845	WP_015907826.1	ATHE_RS06770	Athe_1356
fig|31899.10.peg.1846	WP_015907827.1	ATHE_RS06775	Athe_1357
fig|31899.10.peg.1848	WP_015907829.1	ATHE_RS06785	Athe_1359
fig|31899.10.peg.1849	WP_015907830.1	ATHE_RS06790	Athe_1360
fig|31899.10.peg.1850	WP_015907831.1	ATHE_RS06795	Athe_1361
fig|31899.10.peg.1851	WP_015907832.1	ATHE_RS06800	Athe_1362
fig|31899.10.peg.1852	WP_015907833.1	ATHE_RS06805	Athe_1363
fig|31899.10.peg.1853	WP_015907834.1	ATHE_RS06810	Athe_1364
fig|31899.10.peg.1854	WP_015907835.1	ATHE_RS06815	Athe_1365
fig|31899.10.peg.1855	WP_015907836.1	ATHE_RS06830	Athe_1368
fig|31899.10.peg.1856	WP_015907837.1	ATHE_RS06825	Athe_1367
fig|31899.10.peg.1857	WP_015907836.1	ATHE_RS06830	Athe_1368
fig|31899.10.peg.1858	WP_015907838.1	ATHE_RS06835	Athe_1369
fig|31899.10.peg.1859	WP_015907839.1	ATHE_RS06840	Athe_1370
fig|31899.10.peg.1860	WP_015907840.1	ATHE_RS06845	Athe_1371
fig|31899.10.peg.1861	WP_015907841.1	ATHE_RS06850	Athe_1372
fig|31899.10.peg.1864	WP_015907843.1	ATHE_RS06860	Athe_1374
fig|31899.10.peg.1865	WP_015907844.1	ATHE_RS06865	Athe_1375
fig|31899.10.peg.1866	WP_015907845.1	ATHE_RS06870	Athe_1376
fig|31899.10.peg.1867	WP_015907846.1	ATHE_RS06875	Athe_1377
fig|31899.10.peg.1868	WP_015907847.1	ATHE_RS06880	Athe_1378
fig|31899.10.peg.1871	WP_015907849.1	ATHE_RS06890	Athe_1380
fig|31899.10.peg.1872	WP_015907850.1	ATHE_RS06895	Athe_1381
fig|31899.10.peg.1873	WP_015907851.1	ATHE_RS06900	Athe_1382
fig|31899.10.peg.1875	WP_015907853.1	ATHE_RS06910	Athe_1384
fig|31899.10.peg.1876	WP_015907854.1	ATHE_RS06915	Athe_1385
fig|31899.10.peg.1877	WP_015907855.1	ATHE_RS06920	Athe_1386
fig|31899.10.peg.1880	WP_015907857.1	ATHE_RS06930	Athe_1388
fig|31899.10.peg.1881	WP_015907858.1	ATHE_RS06935	Athe_1389
fig|31899.10.peg.1882	WP_015907859.1	ATHE_RS06940	Athe_1390
fig|31899.10.peg.1883	WP_015907860.1	ATHE_RS06945	Athe_1391
fig|31899.10.peg.1885	WP_015907861.1	ATHE_RS06950	Athe_1392
fig|31899.10.peg.1887	WP_015907862.1	ATHE_RS06955	Athe_1394
fig|31899.10.peg.1888	WP_015907863.1	ATHE_RS06960	Athe_1395
fig|31899.10.peg.1893	WP_015907866.1	ATHE_RS06980	Athe_1399
fig|31899.10.peg.1894	WP_015907867.1	ATHE_RS06985	Athe_1400
fig|31899.10.peg.1895	WP_013290458.1	ATHE_RS06990	Athe_1401
fig|31899.10.peg.1896	WP_015907868.1	ATHE_RS06995	Athe_1402
fig|31899.10.peg.1897	WP_015907869.1	ATHE_RS07000	Athe_1403
fig|31899.10.peg.1898	WP_015907870.1	ATHE_RS07005	Athe_1404
fig|31899.10.peg.1899	WP_015907871.1	ATHE_RS07010	Athe_1405
fig|31899.10.peg.1900	WP_015907872.1	ATHE_RS07015	Athe_1406
fig|31899.10.peg.1901	WP_015907873.1	ATHE_RS07020	Athe_1407
fig|31899.10.peg.1902	WP_015907875.1	ATHE_RS07025	Athe_1409
fig|31899.10.peg.1903	WP_015907876.1	ATHE_RS07030	Athe_1410
fig|31899.10.peg.1904	WP_015907877.1	ATHE_RS07035	Athe_1411
fig|31899.10.peg.1905	WP_013430270.1	ATHE_RS07040	Athe_1412
fig|31899.10.peg.1906	WP_015907879.1	ATHE_RS07050	Athe_1414
fig|31899.10.peg.1907	WP_013290438.1	ATHE_RS07055	Athe_1415
fig|31899.10.peg.1908	WP_015907880.1	ATHE_RS07060	Athe_1416
fig|31899.10.peg.1909	WP_013430265.1	ATHE_RS07065	Athe_1417
fig|31899.10.peg.1910	WP_015907881.1	ATHE_RS07070	Athe_1418
fig|31899.10.peg.1911	WP_015907882.1	ATHE_RS07075	Athe_1419
fig|31899.10.peg.1912	WP_015907883.1	ATHE_RS07080	Athe_1420
fig|31899.10.peg.1913	WP_015907884.1	ATHE_RS07085	Athe_1421
fig|31899.10.peg.1914	WP_015907885.1	ATHE_RS07090	Athe_1422
fig|31899.10.peg.1915	WP_015907886.1	ATHE_RS07095	Athe_1423
fig|31899.10.peg.1916	WP_015907887.1	ATHE_RS07100	Athe_1424
fig|31899.10.peg.1917	WP_015907888.1	ATHE_RS07105	Athe_1425
fig|31899.10.peg.1918	WP_015907889.1	ATHE_RS07110	Athe_1426
fig|31899.10.peg.1919	WP_015907890.1	ATHE_RS07115	Athe_1427
fig|31899.10.peg.1920	WP_015907891.1	ATHE_RS07120	Athe_1428
fig|31899.10.peg.1921	WP_013290424.1	ATHE_RS07125	Athe_1429
fig|31899.10.peg.1922	WP_015907892.1	ATHE_RS07130	Athe_1430
fig|31899.10.peg.1923	WP_015907893.1	ATHE_RS07135	Athe_1431
fig|31899.10.peg.1924	WP_015907894.1	ATHE_RS07140	Athe_1432
fig|31899.10.peg.1925	WP_015907895.1	ATHE_RS07145	Athe_1433
fig|31899.10.peg.1926	WP_015907896.1	ATHE_RS07150	Athe_1434
fig|31899.10.peg.1927	WP_015907897.1	ATHE_RS07155	Athe_1435
fig|31899.10.peg.1928	WP_015907898.1	ATHE_RS07160	Athe_1436
fig|31899.10.peg.1929	WP_015907899.1	ATHE_RS07165	Athe_1437
fig|31899.10.peg.1930	WP_013430244.1	ATHE_RS07170	Athe_1438
fig|31899.10.peg.1931	WP_015907900.1	ATHE_RS07175	Athe_1439
fig|31899.10.peg.1932	WP_015907901.1	ATHE_RS07180	Athe_1440
fig|31899.10.peg.1933	WP_015907902.1	ATHE_RS07185	Athe_1441
fig|31899.10.peg.1934	WP_015907903.1	ATHE_RS07190	Athe_1442
fig|31899.10.peg.1935	WP_013430239.1	ATHE_RS07195	Athe_1443
fig|31899.10.peg.1936	WP_015907904.1	ATHE_RS07200	Athe_1444
fig|31899.10.peg.1937	WP_015907905.1	ATHE_RS07205	Athe_1445
fig|31899.10.peg.1938	WP_015907906.1	ATHE_RS07210	Athe_1446
