fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1
fig|31899.10.peg.1762|SAMN05216182_1552	WP_015907759.1
fig|31899.10.peg.1763|SAMN05216182_1553	WP_015907760.1
fig|31899.10.peg.1764|SAMN05216182_1554	WP_015907761.1
fig|31899.10.peg.1765|SAMN05216182_1555	WP_015907762.1
fig|31899.10.peg.1766|SAMN05216182_1556	WP_015907763.1
fig|31899.10.peg.1767|SAMN05216182_1557	WP_015907764.1
fig|31899.10.peg.1768|SAMN05216182_1558	WP_013403334.1
fig|31899.10.peg.1769|SAMN05216182_1559	WP_015907765.1
fig|31899.10.peg.1770|SAMN05216182_1560	WP_013430381.1
fig|31899.10.peg.1771|SAMN05216182_1561	WP_015907766.1
fig|31899.10.peg.1772|SAMN05216182_1562	WP_015907767.1
fig|31899.10.peg.1775|SAMN05216182_1565	WP_015907769.1
fig|31899.10.peg.1776|SAMN05216182_1566	WP_015907770.1
fig|31899.10.peg.1777|SAMN05216182_1567	WP_015907771.1
fig|31899.10.peg.1778|SAMN05216182_1568	WP_013430374.1
fig|31899.10.peg.1779|SAMN05216182_1569	WP_015907772.1
fig|31899.10.peg.1780|SAMN05216182_1570	WP_015907773.1
fig|31899.10.peg.1782|SAMN05216182_1572	WP_013430370.1
fig|31899.10.peg.1783|SAMN05216182_1573	WP_013430369.1
fig|31899.10.peg.1784|SAMN05216182_1574	WP_015907775.1
fig|31899.10.peg.1785|SAMN05216182_1575	WP_013430367.1
fig|31899.10.peg.1786|SAMN05216182_1576	WP_013430366.1
fig|31899.10.peg.1787|SAMN05216182_1577	WP_015907776.1
fig|31899.10.peg.1788|SAMN05216182_1578	WP_015907777.1
fig|31899.10.peg.1789|SAMN05216182_1579	WP_015907778.1
fig|31899.10.peg.1790|SAMN05216182_1580	WP_015907779.1
fig|31899.10.peg.1791|SAMN05216182_1581	WP_015907780.1
fig|31899.10.peg.1792|SAMN05216182_1582	WP_015907781.1
fig|31899.10.peg.1793|SAMN05216182_1583	WP_015907782.1
fig|31899.10.peg.1794|SAMN05216182_1584	WP_015907783.1
fig|31899.10.peg.1795|SAMN05216182_1585	WP_013430357.1
fig|31899.10.peg.1796|SAMN05216182_1586	WP_015907784.1
fig|31899.10.peg.1797|SAMN05216182_1587	WP_011917393.1
fig|31899.10.peg.1798|SAMN05216182_1588	WP_015907785.1
fig|31899.10.peg.1799|SAMN05216182_1589	WP_015907786.1
fig|31899.10.peg.1800|SAMN05216182_1590	WP_015907787.1
fig|31899.10.peg.1801|SAMN05216182_1591	WP_041727144.1
fig|31899.10.peg.1802|SAMN05216182_1592	WP_015907789.1
fig|31899.10.peg.1803|SAMN05216182_1593	WP_013430350.1
fig|31899.10.peg.1804|SAMN05216182_1594	WP_013430349.1
fig|31899.10.peg.1805|SAMN05216182_1595	WP_015907790.1
fig|31899.10.peg.1807|SAMN05216182_1597	WP_015907792.1
fig|31899.10.peg.1808|SAMN05216182_1598	WP_013430346.1
fig|31899.10.peg.1809|SAMN05216182_1599	WP_015907793.1
fig|31899.10.peg.1810|SAMN05216182_1600	WP_015907794.1
fig|31899.10.peg.1812|SAMN05216182_1602	WP_015907796.1
fig|31899.10.peg.1813|SAMN05216182_1603	WP_015907797.1
fig|31899.10.peg.1814|SAMN05216182_1604	WP_015907798.1
fig|31899.10.peg.1815|SAMN05216182_1605	WP_015907799.1
fig|31899.10.peg.1816|SAMN05216182_1606	WP_015907800.1
fig|31899.10.peg.1818|SAMN05216182_1608	WP_015907802.1
fig|31899.10.peg.1819|SAMN05216182_1609	WP_015907803.1
fig|31899.10.peg.1820|SAMN05216182_1610	WP_015907804.1
fig|31899.10.peg.1821|SAMN05216182_1611	WP_015907805.1
fig|31899.10.peg.1822|SAMN05216182_1612	WP_013403283.1
fig|31899.10.peg.1823|SAMN05216182_1613	WP_015907806.1
fig|31899.10.peg.1824|SAMN05216182_1614	WP_015907807.1
fig|31899.10.peg.1825|SAMN05216182_1615	WP_015907808.1
fig|31899.10.peg.1826|SAMN05216182_1616	WP_015907809.1
fig|31899.10.peg.1827|SAMN05216182_1617	WP_015907810.1
fig|31899.10.peg.1828|SAMN05216182_1618	WP_015907811.1
fig|31899.10.peg.1829|SAMN05216182_1619	WP_015907812.1
fig|31899.10.peg.1830|SAMN05216182_1620	WP_015907813.1
fig|31899.10.peg.1831|SAMN05216182_1621	WP_015907814.1
fig|31899.10.peg.1832|SAMN05216182_1622	WP_015907815.1
fig|31899.10.peg.1833|SAMN05216182_1623	WP_015907816.1
fig|31899.10.peg.1834|SAMN05216182_1624	WP_015907817.1
fig|31899.10.peg.1835|SAMN05216182_1625	WP_015907818.1
fig|31899.10.peg.1836|SAMN05216182_1626	WP_013290501.1
fig|31899.10.peg.1837|SAMN05216182_1627	WP_015907819.1
fig|31899.10.peg.1838|SAMN05216182_1628	WP_015907820.1
fig|31899.10.peg.1840|SAMN05216182_1629	WP_015907821.1
fig|31899.10.peg.1841|SAMN05216182_1630	WP_015907822.1
fig|31899.10.peg.1842|SAMN05216182_1631	WP_015907823.1
fig|31899.10.peg.1843|SAMN05216182_1632	WP_015907824.1
fig|31899.10.peg.1844|SAMN05216182_1633	WP_015907825.1
fig|31899.10.peg.1845|SAMN05216182_1634	WP_015907826.1
fig|31899.10.peg.1846|SAMN05216182_1635	WP_015907827.1
fig|31899.10.peg.1848|SAMN05216182_1637	WP_015907829.1
fig|31899.10.peg.1849|SAMN05216182_1638	WP_015907830.1
fig|31899.10.peg.1850|SAMN05216182_1639	WP_015907831.1
fig|31899.10.peg.1851|SAMN05216182_1640	WP_015907832.1
fig|31899.10.peg.1852|SAMN05216182_1641	WP_015907833.1
fig|31899.10.peg.1853|SAMN05216182_1642	WP_015907834.1
fig|31899.10.peg.1854|SAMN05216182_1643	WP_015907835.1
fig|31899.10.peg.1855|SAMN05216182_1644	WP_015907836.1
fig|31899.10.peg.1856|SAMN05216182_1645	WP_015907837.1
fig|31899.10.peg.1857|SAMN05216182_1646	WP_015907836.1
fig|31899.10.peg.1858|SAMN05216182_1647	WP_015907838.1
fig|31899.10.peg.1859|SAMN05216182_1648	WP_015907839.1
fig|31899.10.peg.1860|SAMN05216182_1649	WP_015907840.1
fig|31899.10.peg.1861|SAMN05216182_1650	WP_015907841.1
fig|31899.10.peg.1864|SAMN05216182_1652	WP_015907843.1
fig|31899.10.peg.1865|SAMN05216182_1653	WP_015907844.1
fig|31899.10.peg.1866|SAMN05216182_1654	WP_015907845.1
fig|31899.10.peg.1867|SAMN05216182_1655	WP_015907846.1
fig|31899.10.peg.1868|SAMN05216182_1656	WP_015907847.1
fig|31899.10.peg.1871|SAMN05216182_1658	WP_015907849.1
fig|31899.10.peg.1872|SAMN05216182_1659	WP_015907850.1
fig|31899.10.peg.1873|SAMN05216182_1660	WP_015907851.1
fig|31899.10.peg.1875|SAMN05216182_1662	WP_015907853.1
fig|31899.10.peg.1876|SAMN05216182_1663	WP_015907854.1
fig|31899.10.peg.1877|SAMN05216182_1664	WP_015907855.1
fig|31899.10.peg.1880|SAMN05216182_1666	WP_015907857.1
fig|31899.10.peg.1881|SAMN05216182_1667	WP_015907858.1
fig|31899.10.peg.1882|SAMN05216182_1668	WP_015907859.1
fig|31899.10.peg.1883|SAMN05216182_1669	WP_015907860.1
fig|31899.10.peg.1885|SAMN05216182_1671	WP_015907861.1
fig|31899.10.peg.1887|SAMN05216182_1673	WP_015907862.1
fig|31899.10.peg.1888|SAMN05216182_1674	WP_015907863.1
fig|31899.10.peg.1893|SAMN05216182_1678	WP_015907866.1
fig|31899.10.peg.1894|SAMN05216182_1679	WP_015907867.1
fig|31899.10.peg.1895|SAMN05216182_1680	WP_013290458.1
fig|31899.10.peg.1896|SAMN05216182_1681	WP_015907868.1
fig|31899.10.peg.1897|SAMN05216182_1682	WP_015907869.1
fig|31899.10.peg.1898|SAMN05216182_1683	WP_015907870.1
fig|31899.10.peg.1899|SAMN05216182_1684	WP_015907871.1
fig|31899.10.peg.1900|SAMN05216182_1685	WP_015907872.1
fig|31899.10.peg.1901|SAMN05216182_1686	WP_015907873.1
fig|31899.10.peg.1902|SAMN05216182_1687	WP_015907875.1
fig|31899.10.peg.1903|SAMN05216182_1688	WP_015907876.1
fig|31899.10.peg.1904|SAMN05216182_1689	WP_015907877.1
fig|31899.10.peg.1905|SAMN05216182_1690	WP_013430270.1
fig|31899.10.peg.1906|SAMN05216182_1692	WP_015907879.1
fig|31899.10.peg.1907|SAMN05216182_1693	WP_013290438.1
fig|31899.10.peg.1908|SAMN05216182_1694	WP_015907880.1
fig|31899.10.peg.1909|SAMN05216182_1695	WP_013430265.1
fig|31899.10.peg.1910|SAMN05216182_1696	WP_015907881.1
fig|31899.10.peg.1911|SAMN05216182_1697	WP_015907882.1
fig|31899.10.peg.1912|SAMN05216182_1698	WP_015907883.1
fig|31899.10.peg.1913|SAMN05216182_1699	WP_015907884.1
fig|31899.10.peg.1914|SAMN05216182_1700	WP_015907885.1
fig|31899.10.peg.1915|SAMN05216182_1701	WP_015907886.1
fig|31899.10.peg.1916|SAMN05216182_1702	WP_015907887.1
fig|31899.10.peg.1917|SAMN05216182_1703	WP_015907888.1
fig|31899.10.peg.1918|SAMN05216182_1704	WP_015907889.1
fig|31899.10.peg.1919|SAMN05216182_1705	WP_015907890.1
fig|31899.10.peg.1920|SAMN05216182_1706	WP_015907891.1
fig|31899.10.peg.1921|SAMN05216182_1707	WP_013290424.1
fig|31899.10.peg.1922|SAMN05216182_1708	WP_015907892.1
fig|31899.10.peg.1923|SAMN05216182_1709	WP_015907893.1
fig|31899.10.peg.1924|SAMN05216182_1710	WP_015907894.1
fig|31899.10.peg.1925|SAMN05216182_1711	WP_015907895.1
fig|31899.10.peg.1926|SAMN05216182_1712	WP_015907896.1
fig|31899.10.peg.1927|SAMN05216182_1713	WP_015907897.1
fig|31899.10.peg.1928|SAMN05216182_1714	WP_015907898.1
fig|31899.10.peg.1929|SAMN05216182_1715	WP_015907899.1
fig|31899.10.peg.1930|SAMN05216182_1716	WP_013430244.1
fig|31899.10.peg.1931|SAMN05216182_1717	WP_015907900.1
fig|31899.10.peg.1932|SAMN05216182_1718	WP_015907901.1
fig|31899.10.peg.1933|SAMN05216182_1719	WP_015907902.1
fig|31899.10.peg.1934|SAMN05216182_1720	WP_015907903.1
fig|31899.10.peg.1935|SAMN05216182_1721	WP_013430239.1
fig|31899.10.peg.1936|SAMN05216182_1722	WP_015907904.1
fig|31899.10.peg.1937|SAMN05216182_1723	WP_015907905.1
fig|31899.10.peg.1938|SAMN05216182_1724	WP_015907906.1
fig|31899.10.peg.1939|SAMN05216182_1725	WP_015907907.1
fig|31899.10.peg.1940|SAMN05216182_1726	WP_015907908.1
fig|31899.10.peg.1941|SAMN05216182_1727	WP_015907909.1
fig|31899.10.peg.1942|SAMN05216182_1728	WP_015907910.1
fig|31899.10.peg.1943|SAMN05216182_1729	WP_013430231.1
fig|31899.10.peg.1944|SAMN05216182_1730	WP_015907911.1
fig|31899.10.peg.1945|SAMN05216182_1731	WP_015907912.1
fig|31899.10.peg.1946|SAMN05216182_1732	WP_015907913.1
fig|31899.10.peg.1947|SAMN05216182_1733	WP_015907914.1
fig|31899.10.peg.1948|SAMN05216182_1734	WP_015907915.1
fig|31899.10.peg.1949|SAMN05216182_1735	WP_015907916.1
fig|31899.10.peg.1950|SAMN05216182_1736	WP_015907917.1
fig|31899.10.peg.1951|SAMN05216182_1737	WP_049760253.1
fig|31899.10.peg.1952|SAMN05216182_1738	WP_015907919.1
fig|31899.10.peg.1953|SAMN05216182_1739	WP_015907920.1
fig|31899.10.peg.1954|SAMN05216182_1740	WP_015907921.1
fig|31899.10.peg.1955|SAMN05216182_1741	WP_015907922.1
fig|31899.10.peg.1956|SAMN05216182_1742	WP_015907923.1
fig|31899.10.peg.1958|SAMN05216182_1744	WP_015907924.1
fig|31899.10.peg.1959|SAMN05216182_1745	WP_015907925.1
fig|31899.10.peg.1961|SAMN05216182_1747	WP_041727147.1
fig|31899.10.peg.1962|SAMN05216182_1748	WP_015907928.1
fig|31899.10.peg.1963|SAMN05216182_1749	WP_015907929.1
fig|31899.10.peg.1964|SAMN05216182_1750	WP_015907930.1
fig|31899.10.peg.1965|SAMN05216182_1751	WP_015907931.1
fig|31899.10.peg.1966|SAMN05216182_1752	WP_015907932.1
fig|31899.10.peg.1967|SAMN05216182_1753	WP_015907933.1
fig|31899.10.peg.1968|SAMN05216182_1754	WP_015907934.1
fig|31899.10.peg.1969|SAMN05216182_1755	WP_015907935.1
fig|31899.10.peg.1970|SAMN05216182_1756	WP_015907936.1
fig|31899.10.peg.1971|SAMN05216182_1757	WP_015907937.1
fig|31899.10.peg.1972|SAMN05216182_1758	WP_013430203.1
fig|31899.10.peg.1973|SAMN05216182_1759	WP_015907938.1
fig|31899.10.peg.1974|SAMN05216182_1760	WP_015907939.1
fig|31899.10.peg.1975|SAMN05216182_1761	WP_015907940.1
fig|31899.10.peg.1976|SAMN05216182_1762	WP_013430199.1
fig|31899.10.peg.1977|SAMN05216182_1763	WP_015907941.1
fig|31899.10.peg.1978|SAMN05216182_1764	WP_015907942.1
fig|31899.10.peg.1979|SAMN05216182_1765	WP_015907943.1
fig|31899.10.peg.1980|SAMN05216182_1766	WP_015907944.1
fig|31899.10.peg.1981|SAMN05216182_1767	WP_015907945.1
fig|31899.10.peg.1982|SAMN05216182_1768	WP_013430193.1
fig|31899.10.peg.1984|SAMN05216182_1770	WP_015907947.1
fig|31899.10.peg.1985|SAMN05216182_1771	WP_013430190.1
fig|31899.10.peg.1986|SAMN05216182_1772	WP_013430189.1
fig|31899.10.peg.1987|SAMN05216182_1773	WP_015907948.1
fig|31899.10.peg.1988|SAMN05216182_1774	WP_013430187.1
fig|31899.10.peg.1989|SAMN05216182_1775	WP_015907950.1
fig|31899.10.peg.1990|SAMN05216182_1776	WP_015907951.1
fig|31899.10.peg.1991|SAMN05216182_1777	WP_015907952.1
fig|31899.10.peg.1992|SAMN05216182_1778	WP_015907953.1
fig|31899.10.peg.1993|SAMN05216182_1779	WP_015907954.1
fig|31899.10.peg.1994|SAMN05216182_1780	WP_015907955.1
fig|31899.10.peg.1995|SAMN05216182_1781	WP_013403131.1
fig|31899.10.peg.1996|SAMN05216182_1782	WP_015907956.1
fig|31899.10.peg.1997|SAMN05216182_1783	WP_015907957.1
fig|31899.10.peg.1998|SAMN05216182_1784	WP_015907958.1
fig|31899.10.peg.1999|SAMN05216182_1785	WP_015907959.1
fig|31899.10.peg.2000|SAMN05216182_1786	WP_015907960.1
fig|31899.10.peg.2001|SAMN05216182_1787	WP_015907961.1
fig|31899.10.peg.2002|SAMN05216182_1788	WP_015907962.1
fig|31899.10.peg.2004|SAMN05216182_1789	WP_013430173.1
fig|31899.10.peg.2007|SAMN05216182_1792	WP_015907964.1
fig|31899.10.peg.2010|SAMN05216182_1794	WP_015907967.1
fig|31899.10.peg.2011|SAMN05216182_1795	WP_015907968.1
fig|31899.10.peg.2012|SAMN05216182_1801	WP_013430170.1
fig|31899.10.peg.2013|SAMN05216182_1802	WP_015907969.1
fig|31899.10.peg.2014|SAMN05216182_1803	WP_015907970.1
fig|31899.10.peg.2015|SAMN05216182_1804	WP_015907971.1
fig|31899.10.peg.2016|SAMN05216182_1805	WP_013430166.1
fig|31899.10.peg.2017|SAMN05216182_1806	WP_015907972.1
fig|31899.10.peg.2018|SAMN05216182_1807	WP_015907973.1
fig|31899.10.peg.2019|SAMN05216182_1808	WP_015907974.1
fig|31899.10.peg.2020|SAMN05216182_1809	WP_015907975.1
fig|31899.10.peg.2021|SAMN05216182_1810	WP_015907976.1
fig|31899.10.peg.2022|SAMN05216182_1811	WP_015907977.1
fig|31899.10.peg.2023|SAMN05216182_1812	WP_015907978.1
fig|31899.10.peg.2024|SAMN05216182_1813	WP_015907979.1
fig|31899.10.peg.2025|SAMN05216182_1814	WP_015907980.1
fig|31899.10.peg.2026|SAMN05216182_1815	WP_013430156.1
fig|31899.10.peg.2027|SAMN05216182_1816	WP_013430155.1
fig|31899.10.peg.2028|SAMN05216182_1817	WP_013430154.1
fig|31899.10.peg.2029|SAMN05216182_1818	WP_013290321.1
fig|31899.10.peg.2030|SAMN05216182_1821	WP_013290320.1
fig|31899.10.peg.2031|SAMN05216182_1822	WP_015907981.1
fig|31899.10.peg.2032|SAMN05216182_1823	WP_015907982.1
fig|31899.10.peg.2033|SAMN05216182_1824	WP_015907983.1
fig|31899.10.peg.2034|SAMN05216182_1826	WP_015907984.1
fig|31899.10.peg.2035|SAMN05216182_1827	WP_015907985.1
fig|31899.10.peg.2036|SAMN05216182_1828	WP_015907986.1
fig|31899.10.peg.2037|SAMN05216182_1829	WP_015907987.1
fig|31899.10.peg.2038|SAMN05216182_1830	WP_015907988.1
fig|31899.10.peg.2039|SAMN05216182_1831	WP_015907989.1
fig|31899.10.peg.2040|SAMN05216182_1832	WP_079504017.1
fig|31899.10.peg.2041|SAMN05216182_1833	WP_015907991.1
fig|31899.10.peg.2042|SAMN05216182_1834	WP_015907992.1
fig|31899.10.peg.2043|SAMN05216182_1835	WP_015907993.1
fig|31899.10.peg.2044|SAMN05216182_1836	WP_015907994.1
fig|31899.10.peg.2045|SAMN05216182_1837	WP_015907995.1
fig|31899.10.peg.2046|SAMN05216182_1838	WP_015907996.1
fig|31899.10.peg.2047|SAMN05216182_1839	WP_015907997.1
fig|31899.10.peg.2048|SAMN05216182_1840	WP_013430136.1
fig|31899.10.peg.2049|SAMN05216182_1841	WP_015907998.1
fig|31899.10.peg.2050|SAMN05216182_1842	WP_015907999.1
fig|31899.10.peg.2051|SAMN05216182_1843	WP_015908000.1
fig|31899.10.peg.2052|SAMN05216182_1844	WP_015908001.1
fig|31899.10.peg.2054|SAMN05216182_1847	WP_015908003.1
fig|31899.10.peg.2055|SAMN05216182_1848	WP_015908004.1
fig|31899.10.peg.2056|SAMN05216182_1849	WP_015908005.1
fig|31899.10.peg.2057|SAMN05216182_1850	WP_013430127.1
fig|31899.10.peg.2058|SAMN05216182_1851	WP_015908006.1
fig|31899.10.peg.2059|SAMN05216182_1852	WP_013403073.1
fig|31899.10.peg.2061|SAMN05216182_1853	WP_015908007.1
fig|31899.10.peg.2065|SAMN05216182_1857	WP_015908010.1
fig|31899.10.peg.2066|SAMN05216182_1858	WP_015908011.1
fig|31899.10.peg.2075|SAMN05216182_1862	WP_015908013.1
fig|31899.10.peg.2076|SAMN05216182_1863	WP_015908014.1
fig|31899.10.peg.2077|SAMN05216182_1864	WP_015908015.1
fig|31899.10.peg.2078|SAMN05216182_1865	WP_015908016.1
fig|31899.10.peg.2079|SAMN05216182_1866	WP_015908017.1
fig|31899.10.peg.2080|SAMN05216182_1867	WP_015908018.1
fig|31899.10.peg.2081|SAMN05216182_1868	WP_015908019.1
fig|31899.10.peg.2085|SAMN05216182_1871	WP_015908022.1
fig|31899.10.peg.2086|SAMN05216182_1872	WP_015908023.1
fig|31899.10.peg.2087|SAMN05216182_1873	WP_015908024.1
fig|31899.10.peg.2088|SAMN05216182_1874	WP_015908025.1
fig|31899.10.peg.2090|SAMN05216182_1875	WP_015908026.1
fig|31899.10.peg.2093	WP_041727154.1
fig|31899.10.peg.2095|SAMN05216182_1879	WP_015908029.1
fig|31899.10.peg.2096|SAMN05216182_1880	WP_015908030.1
fig|31899.10.peg.2097|SAMN05216182_1881	WP_015908031.1
fig|31899.10.peg.2103	WP_015908033.1
fig|31899.10.peg.2104|SAMN05216182_1885	WP_015908034.1
fig|31899.10.peg.2106|SAMN05216182_1887	WP_015908036.1
fig|31899.10.peg.2107|SAMN05216182_1888	WP_015908037.1
fig|31899.10.peg.2108|SAMN05216182_1889	WP_015908038.1
fig|31899.10.peg.2109|SAMN05216182_1890	WP_015908039.1
fig|31899.10.peg.2110|SAMN05216182_1891	WP_015908040.1
fig|31899.10.peg.2111|SAMN05216182_1892	WP_013403048.1
fig|31899.10.peg.2112|SAMN05216182_1893	WP_013403047.1
fig|31899.10.peg.2113|SAMN05216182_1894	WP_015908041.1
fig|31899.10.peg.2114|SAMN05216182_1895	WP_013403045.1
fig|31899.10.peg.2115|SAMN05216182_1896	WP_013403044.1
fig|31899.10.peg.2116|SAMN05216182_1897	WP_015908042.1
fig|31899.10.peg.2117|SAMN05216182_1898	WP_015908043.1
fig|31899.10.peg.2118|SAMN05216182_1899	WP_015908044.1
fig|31899.10.peg.2119|SAMN05216182_1900	WP_015908045.1
fig|31899.10.peg.2121|SAMN05216182_1902	WP_015908047.1
fig|31899.10.peg.2122|SAMN05216182_1903	WP_013430092.1
fig|31899.10.peg.2123|SAMN05216182_1904	WP_015908048.1
fig|31899.10.peg.2124|SAMN05216182_1905	WP_015908049.1
fig|31899.10.peg.2125|SAMN05216182_1906	WP_015908050.1
fig|31899.10.peg.2126|SAMN05216182_1907	WP_015908051.1
fig|31899.10.peg.2127|SAMN05216182_1908	WP_015908052.1
fig|31899.10.peg.2128|SAMN05216182_1909	WP_015908053.1
fig|31899.10.peg.2130|SAMN05216182_1911	WP_015908054.1
fig|31899.10.peg.2131|SAMN05216182_1912	WP_015908055.1
fig|31899.10.peg.2132|SAMN05216182_1913	WP_013290262.1
fig|31899.10.peg.2133|SAMN05216182_1914	WP_013430081.1
fig|31899.10.peg.2134|SAMN05216182_1915	WP_015908056.1
fig|31899.10.peg.2135|SAMN05216182_1916	WP_015908057.1
fig|31899.10.peg.2136|SAMN05216182_1917	WP_013430078.1
fig|31899.10.peg.2137|SAMN05216182_1918	WP_013403025.1
fig|31899.10.peg.2139|SAMN05216182_1920	WP_013430076.1
fig|31899.10.peg.2140|SAMN05216182_1921	WP_015908059.1
fig|31899.10.peg.2143|SAMN05216182_1923	WP_015908061.1
fig|31899.10.peg.2144|SAMN05216182_1924	WP_015908062.1
fig|31899.10.peg.2145|SAMN05216182_1925	WP_015908063.1
fig|31899.10.peg.2146|SAMN05216182_1926	WP_041727156.1
fig|31899.10.peg.2147|SAMN05216182_1927	WP_015908065.1
fig|31899.10.peg.2148|SAMN05216182_1928	WP_015908066.1
fig|31899.10.peg.2149|SAMN05216182_1929	WP_015908067.1
fig|31899.10.peg.2150|SAMN05216182_1930	WP_015908068.1
fig|31899.10.peg.2151|SAMN05216182_1931	WP_015908069.1
fig|31899.10.peg.2152|SAMN05216182_1932	WP_015908070.1
fig|31899.10.peg.2153|SAMN05216182_1933	WP_015908071.1
fig|31899.10.peg.2154|SAMN05216182_1934	WP_015908072.1
fig|31899.10.peg.2155|SAMN05216182_1935	WP_015908073.1
fig|31899.10.peg.2156|SAMN05216182_1936	WP_015908074.1
fig|31899.10.peg.2157|SAMN05216182_1937	WP_015908075.1
fig|31899.10.peg.2158|SAMN05216182_1938	WP_015908076.1
fig|31899.10.peg.2161|SAMN05216182_1941	WP_015908079.1
fig|31899.10.peg.2162|SAMN05216182_1942	WP_015908080.1
fig|31899.10.peg.2163|SAMN05216182_1943	WP_015908081.1
fig|31899.10.peg.2166|SAMN05216182_1946	WP_015908084.1
fig|31899.10.peg.2167|SAMN05216182_1947	WP_015908085.1
fig|31899.10.peg.2168|SAMN05216182_1948	WP_015908086.1
fig|31899.10.peg.2169|SAMN05216182_1949	WP_015908087.1
fig|31899.10.peg.2170|SAMN05216182_1950	WP_015908088.1
fig|31899.10.peg.2171|SAMN05216182_1951	WP_015908089.1
fig|31899.10.peg.2172|SAMN05216182_1952	WP_049760256.1
fig|31899.10.peg.2173|SAMN05216182_1953	WP_015908091.1
fig|31899.10.peg.2175|SAMN05216182_1955	WP_015908093.1
fig|31899.10.peg.2176|SAMN05216182_1956	WP_015908094.1
fig|31899.10.peg.2177|SAMN05216182_1957	WP_015908095.1
fig|31899.10.peg.2178|SAMN05216182_1958	WP_015908096.1
fig|31899.10.peg.2179|SAMN05216182_1959	WP_015908097.1
fig|31899.10.peg.2180|SAMN05216182_1960	WP_015908098.1
fig|31899.10.peg.2181|SAMN05216182_1961	WP_015908099.1
fig|31899.10.peg.2183|SAMN05216182_1963	WP_015908101.1
fig|31899.10.peg.2184|SAMN05216182_1964	WP_015908102.1
fig|31899.10.peg.2185|SAMN05216182_1965	WP_015908103.1
fig|31899.10.peg.2186|SAMN05216182_1966	WP_015908104.1
fig|31899.10.peg.2187|SAMN05216182_1967	WP_013430025.1
fig|31899.10.peg.2188|SAMN05216182_1968	WP_015908105.1
fig|31899.10.peg.2191|SAMN05216182_1971	WP_015908108.1
fig|31899.10.peg.2192|SAMN05216182_1973	WP_015906731.1
fig|31899.10.peg.2193|SAMN05216182_1974	WP_015908109.1
fig|31899.10.peg.2194|SAMN05216182_1976	WP_015908110.1
fig|31899.10.peg.2195|SAMN05216182_1977	WP_015908111.1
fig|31899.10.peg.2196|SAMN05216182_1978	WP_015908112.1
fig|31899.10.peg.2197|SAMN05216182_1979	WP_015908113.1
fig|31899.10.peg.2198|SAMN05216182_1980	WP_013290205.1
fig|31899.10.peg.2199|SAMN05216182_1981	WP_015908114.1
fig|31899.10.peg.2200|SAMN05216182_1982	WP_015908115.1
fig|31899.10.peg.2201|SAMN05216182_1983	WP_015908116.1
fig|31899.10.peg.2202|SAMN05216182_1984	WP_015908117.1
fig|31899.10.peg.2203|SAMN05216182_1985	WP_015908118.1
fig|31899.10.peg.2204|SAMN05216182_1986	WP_015908119.1
fig|31899.10.peg.2205|SAMN05216182_1987	WP_015908120.1
fig|31899.10.peg.2206|SAMN05216182_1988	WP_015908121.1
fig|31899.10.peg.2207|SAMN05216182_1989	WP_015908122.1
fig|31899.10.peg.2208|SAMN05216182_1990	WP_015908123.1
fig|31899.10.peg.2209|SAMN05216182_1991	WP_015908124.1
fig|31899.10.peg.2210|SAMN05216182_1992	WP_015908125.1
fig|31899.10.peg.2211|SAMN05216182_1993	WP_015908126.1
fig|31899.10.peg.2212|SAMN05216182_1994	WP_013430001.1
fig|31899.10.peg.2213|SAMN05216182_1995	WP_015908127.1
fig|31899.10.peg.2214|SAMN05216182_1996	WP_015908128.1
fig|31899.10.peg.2215|SAMN05216182_1997	WP_015908129.1
fig|31899.10.peg.2216|SAMN05216182_1998	WP_015908130.1
fig|31899.10.peg.2217|SAMN05216182_2004	WP_015908131.1
fig|31899.10.peg.2218|SAMN05216182_2005	WP_015908132.1
fig|31899.10.peg.2219|SAMN05216182_2006	WP_015908133.1
fig|31899.10.peg.2220|SAMN05216182_2007	WP_015908134.1
fig|31899.10.peg.2221|SAMN05216182_2008	WP_015908135.1
fig|31899.10.peg.2222|SAMN05216182_2009	WP_013402945.1
fig|31899.10.peg.2223|SAMN05216182_2010	WP_015908136.1
fig|31899.10.peg.2224|SAMN05216182_2011	WP_013429990.1
fig|31899.10.peg.2225|SAMN05216182_2014	WP_013402941.1
fig|31899.10.peg.2226|SAMN05216182_2015	WP_015908137.1
fig|31899.10.peg.2227|SAMN05216182_2016	WP_015908138.1
fig|31899.10.peg.2228|SAMN05216182_2017	WP_011917765.1
fig|31899.10.peg.2229|SAMN05216182_2018	WP_013290174.1
fig|31899.10.peg.2230|SAMN05216182_2019	WP_011917767.1
fig|31899.10.peg.2231|SAMN05216182_2020	WP_013290172.1
fig|31899.10.peg.2232|SAMN05216182_2021	WP_013412367.1
fig|31899.10.peg.2233|SAMN05216182_2022	WP_015908139.1
fig|31899.10.peg.2234|SAMN05216182_2023	WP_013429981.1
fig|31899.10.peg.2235|SAMN05216182_2024	WP_013429980.1
fig|31899.10.peg.2236|SAMN05216182_2025	WP_015908140.1
fig|31899.10.peg.2237|SAMN05216182_2026	WP_013402934.1
fig|31899.10.peg.2238|SAMN05216182_2027	WP_013429978.1
fig|31899.10.peg.2239|SAMN05216182_2028	WP_015908141.1
fig|31899.10.peg.2240|SAMN05216182_2029	WP_013429976.1
