Tag	1094508.3	203119.11	31899.1	394503.7
TAG22009	-	-	-	-
TAG22010	-	-	-	-
TAG22011	-	-	-	-
TAG22012	-	-	-	-
TAG22013	-	-	-	-
TAG22014	-	-	-	-
TAG22015	-	-	-	-
TAG22016	-	-	-	-
TAG22017	-	-	-	-
TAG22018	-	-	-	-
TAG22019	-	-	-	-
TAG22020	-	-	-	-
TAG22021	-	-	-	-
TAG22022	-	-	-	-
TAG22023	-	-	-	-
TAG22024	-	-	-	-
TAG22025	-	-	-	-
TAG22026	-	-	-	-
TAG22027	-	-	-	-
TAG22028	-	-	-	-
TAG22029	-	-	-	-
TAG22030	-	-	-	-
TAG22031	-	-	-	-
TAG22032	-	-	-	-
TAG22033	-	-	-	-
TAG22034	-	-	-	-
TAG22035	-	-	-	-
TAG22036	-	-	-	-
TAG22037	-	-	-	-
TAG22038	fig|1094508.3.peg.2231|Tsac_2204	-	-	-
TAG22039	-	-	-	-
TAG22040	-	-	-	-
TAG22041	-	-	-	-
TAG22042	-	-	-	-
TAG22043	-	-	-	-
TAG22044	-	-	-	-
TAG22045	-	-	-	-
TAG22046	-	-	-	-
TAG22047	-	-	-	-
TAG22048	-	-	-	-
TAG22049	-	-	-	-
TAG22050	-	-	-	fig|394503.7.peg.1655|Ccel_1605
TAG22051	fig|1094508.3.peg.1047|Tsac_1035	fig|203119.11.peg.3130|Cthe_2927	fig|31899.10.peg.2231|SAMN05216182_2020	fig|394503.7.peg.810|Ccel_0782
TAG22052	-	-	-	-
TAG22053	-	-	-	-
TAG22054	-	-	-	-
TAG22055	-	-	-	-
TAG22056	-	-	-	-
TAG22057	-	-	-	-
TAG22058	fig|1094508.3.peg.976|Tsac_0965	-	-	-
TAG22059	-	-	-	-
TAG22060	-	-	-	-
TAG22061	-	-	-	-
TAG22062	-	-	-	-
TAG22063	fig|1094508.3.peg.1431|Tsac_1411	-	-	-
TAG22064	-	-	-	-
TAG22065	-	-	-	-
TAG22066	-	-	-	-
TAG22067	-	-	-	-
TAG22068	-	-	-	-
TAG22069	-	-	-	-
TAG22070	-	-	-	-
TAG22071	-	-	-	-
TAG22072	-	-	-	-
TAG22073	-	-	-	-
TAG22074	-	-	-	-
TAG22075	-	-	-	-
TAG22076	-	-	-	-
TAG22077	-	-	-	-
TAG22078	-	-	-	-
TAG22079	-	-	-	-
TAG22080	-	-	-	-
TAG22081	-	-	-	-
TAG22082	-	-	-	-
TAG22083	-	-	-	-
TAG22084	-	-	-	-
TAG22085	-	-	-	-
TAG22086	-	-	-	-
TAG22087	-	-	-	-
TAG22088	-	-	-	-
TAG22089	-	-	-	-
TAG22090	-	-	-	-
TAG22091	-	-	-	-
TAG22092	-	-	-	-
TAG22093	-	-	-	-
TAG22094	-	-	-	-
TAG22095	-	-	-	-
TAG22096	-	-	-	-
TAG22097	-	-	-	-
TAG22098	-	-	-	-
TAG22099	-	-	-	-
TAG22100	-	-	-	-
TAG22101	-	-	-	-
TAG22102	-	-	-	-
TAG22103	-	-	-	-
TAG22104	-	-	-	-
TAG22105	-	-	-	-
TAG22106	-	-	-	-
TAG22107	-	-	-	-
TAG22108	-	-	-	-
TAG22109	-	-	-	-
TAG22110	-	-	-	-
TAG22111	-	-	-	-
TAG22112	-	-	-	-
TAG22113	-	-	-	-
TAG22114	-	-	-	-
TAG22115	-	-	-	-
TAG22116	-	-	-	-
TAG22117	-	-	-	-
TAG22118	-	-	-	-
TAG22119	-	-	-	-
TAG22120	-	-	-	-
TAG22121	-	-	-	-
TAG22122	-	-	-	-
TAG22123	-	-	-	-
TAG22124	-	-	fig|31899.10.peg.1018|SAMN05216182_0849	-
TAG22125	-	-	-	-
TAG22126	fig|1094508.3.peg.2171|Tsac_2144	fig|203119.11.peg.930|Cthe_0885	fig|31899.10.peg.1932|SAMN05216182_1718	fig|394503.7.peg.2131|Ccel_2074
TAG22127	-	-	-	-
TAG22128	-	-	-	-
TAG22129	-	fig|203119.11.peg.3346|Cthe_3133	-	fig|394503.7.peg.2574|Ccel_2497
TAG22130	-	-	-	-
TAG22131	-	-	-	-
TAG22132	-	-	-	-
TAG22133	-	-	-	-
TAG22134	-	-	-	-
TAG22135	-	-	-	-
TAG22136	-	-	-	-
TAG22137	-	-	-	-
TAG22138	-	-	-	-
TAG22139	-	-	-	-
TAG22140	-	-	-	-
TAG22141	-	-	-	-
TAG22142	-	-	-	-
TAG22143	-	-	-	-
TAG22144	-	-	-	-
TAG22145	-	-	-	-
TAG22146	-	-	-	-
TAG22147	-	-	-	-
TAG22148	-	-	-	-
TAG22149	-	-	-	-
TAG22150	-	-	-	-
TAG22151	-	-	-	-
TAG22152	-	-	-	-
TAG22153	-	-	-	-
TAG22154	-	-	-	-
TAG22155	-	-	-	-
TAG22156	-	-	-	-
TAG22157	-	-	-	-
TAG22158	-	-	-	-
TAG22159	-	-	-	-
TAG22160	fig|1094508.3.peg.1098|Tsac_1086	-	-	fig|394503.7.peg.1927|Ccel_1871
TAG22161	-	-	-	-
TAG22162	-	-	-	-
TAG22163	-	-	-	-
TAG22164	-	-	-	-
TAG22165	-	-	-	-
TAG22166	-	-	-	-
TAG22167	-	-	-	-
TAG22168	-	-	-	-
TAG22169	-	-	-	-
TAG22170	-	-	-	-
TAG22171	-	-	-	-
TAG22172	fig|1094508.3.peg.584|Tsac_0578	fig|203119.11.peg.2533|Cthe_2381	fig|31899.10.peg.1335|SAMN05216182_1148	fig|394503.7.peg.3263|Ccel_3183
TAG22173	-	-	-	-
TAG22174	-	-	-	-
TAG22175	-	-	-	-
TAG22176	-	-	-	-
TAG22177	-	-	-	-
TAG22178	-	-	-	-
TAG22179	-	-	-	-
TAG22180	fig|1094508.3.peg.1185|Tsac_1171	-	-	-
TAG22181	-	-	-	-
TAG22182	-	-	-	-
TAG22183	-	-	-	-
TAG22184	-	-	-	-
TAG22185	-	-	-	-
TAG22186	-	-	-	-
TAG22187	-	-	-	-
TAG22188	-	-	-	-
TAG22189	-	fig|203119.11.peg.2539|Cthe_2385	-	fig|394503.7.peg.13|Ccel_0013
TAG22190	-	-	-	-
TAG22191	-	-	-	-
TAG22192	-	-	-	-
TAG22193	-	-	-	-
TAG22194	-	-	-	-
TAG22195	-	-	-	-
TAG22196	-	-	-	-
TAG22197	fig|1094508.3.peg.6|Tsac_0005	fig|203119.11.peg.2322|Cthe_2182	-	fig|394503.7.peg.3484|Ccel_3406
TAG22198	-	-	-	-
TAG22199	-	-	-	-
TAG22200	-	-	-	-
TAG22201	-	-	-	-
TAG22202	-	-	-	-
TAG22203	-	-	-	-
TAG22204	-	-	-	-
TAG22205	-	-	-	-
TAG22206	-	-	-	-
TAG22207	fig|1094508.3.peg.1151|Tsac_1138	fig|203119.11.peg.2870|Cthe_2696	fig|31899.10.peg.2421|SAMN05216182_2205	fig|394503.7.peg.3013|Ccel_2927
TAG22208	-	-	-	-
TAG22209	-	-	-	-
TAG22210	-	-	-	-
TAG22211	-	-	-	-
TAG22212	-	-	-	-
TAG22213	-	-	-	-
TAG22214	-	-	-	-
TAG22215	-	-	-	-
TAG22216	fig|1094508.3.peg.118|Tsac_0117	-	-	-
TAG22217	-	fig|203119.11.peg.1584|Cthe_1495	-	-
TAG22218	-	-	-	-
TAG22219	-	-	-	-
TAG22220	-	-	-	-
TAG22221	-	-	-	-
TAG22222	-	-	-	-
TAG22223	-	-	-	-
TAG22224	-	-	-	-
TAG22225	-	-	-	-
TAG22226	-	-	-	-
TAG22227	-	-	-	-
TAG22228	-	fig|203119.11.peg.544|Cthe_0519	-	-
TAG22229	-	-	-	-
TAG22230	-	-	-	-
TAG22231	-	-	-	-
TAG22232	-	-	-	-
TAG22233	-	-	-	-
TAG22234	-	-	-	-
TAG22235	-	-	-	-
TAG22236	-	-	-	-
TAG22237	-	-	-	-
TAG22238	-	-	-	-
TAG22239	-	-	-	-
TAG22240	-	-	-	-
TAG22241	-	-	-	-
TAG22242	-	-	-	-
TAG22243	-	-	-	-
TAG22244	-	-	-	-
TAG22245	-	-	-	-
TAG22246	-	-	-	-
TAG22247	-	-	-	-
TAG22248	-	-	-	-
TAG22249	-	-	-	-
TAG22250	-	-	-	-
TAG22251	-	-	-	-
TAG22252	-	-	-	-
TAG22253	-	-	-	-
TAG22254	fig|1094508.3.peg.322|Tsac_0320	"fig|203119.11.peg.2764|Cthe_2594,fig|203119.11.peg.3329|Cthe_3117"	fig|31899.10.peg.1555|SAMN05216182_1353	"fig|394503.7.peg.1469|Ccel_1427,fig|394503.7.peg.270|Ccel_0256"
TAG22255	-	-	-	-
TAG22256	-	-	-	-
TAG22257	-	-	-	-
TAG22258	"fig|1094508.3.peg.1445|Tsac_1425,fig|1094508.3.peg.1808|Tsac_1784"	"fig|203119.11.peg.2778|Cthe_2608,fig|203119.11.peg.495|Cthe_0468"	"fig|31899.10.peg.1916|SAMN05216182_1702,fig|31899.10.peg.2725|SAMN05216182_2483"	"fig|394503.7.peg.2104|Ccel_2048,fig|394503.7.peg.286|Ccel_0272"
TAG22259	fig|1094508.3.peg.1443|Tsac_1423	fig|203119.11.peg.2776|Cthe_2606	fig|31899.10.peg.1918|SAMN05216182_1704	fig|394503.7.peg.284|Ccel_0270
TAG22260	-	-	-	-
TAG22261	fig|1094508.3.peg.1440|Tsac_1420	fig|203119.11.peg.2773|Cthe_2603	fig|31899.10.peg.1921|SAMN05216182_1707	fig|394503.7.peg.281|Ccel_0267
TAG22262	-	-	-	-
TAG22263	-	-	-	-
TAG22264	-	-	-	-
TAG22265	-	-	-	-
TAG22266	-	-	-	-
TAG22267	-	-	-	-
TAG22268	-	-	-	-
TAG22269	-	-	-	-
TAG22270	-	-	-	-
TAG22271	-	-	-	-
TAG22272	-	-	-	-
TAG22273	-	-	-	-
TAG22274	-	-	-	-
TAG22275	-	-	-	-
TAG22276	-	-	-	-
TAG22277	-	-	-	-
TAG22278	-	-	-	-
TAG22279	-	-	-	-
TAG22280	-	-	-	-
TAG22281	-	-	-	-
TAG22282	-	-	-	-
TAG22283	-	-	-	-
TAG22284	-	-	-	-
TAG22285	-	-	-	-
TAG22286	-	-	-	-
TAG22287	-	-	-	-
TAG22288	-	-	-	-
TAG22289	-	-	-	-
TAG22290	-	-	-	-
TAG22291	"fig|1094508.3.peg.101|Tsac_0100,fig|1094508.3.peg.657|Tsac_0648"	fig|203119.11.peg.1494|Cthe_1410	fig|31899.10.peg.1022|SAMN05216182_0853	fig|394503.7.peg.934|Ccel_0900
TAG22292	-	-	-	-
TAG22293	-	-	-	-
TAG22294	-	-	-	-
TAG22295	-	-	-	-
TAG22296	-	-	-	-
TAG22297	-	-	-	-
TAG22298	-	-	-	-
TAG22299	-	-	-	-
TAG22300	fig|1094508.3.peg.988|Tsac_0977	fig|203119.11.peg.1890|Cthe_1792	fig|31899.10.peg.2340|SAMN05216182_2127	fig|394503.7.peg.340|Ccel_0324
TAG22301	-	-	-	-
TAG22302	-	-	-	-
TAG22303	-	-	-	-
TAG22304	-	-	-	-
TAG22305	-	-	-	-
TAG22306	-	-	-	-
TAG22307	-	-	-	-
TAG22308	-	-	-	-
TAG22309	-	-	-	-
TAG22310	-	-	-	-
TAG22311	-	-	-	-
TAG22312	-	-	-	-
TAG22313	-	-	-	-
TAG22314	-	-	-	-
TAG22315	-	-	-	-
TAG22316	-	-	-	-
TAG22317	-	-	-	-
TAG22318	-	-	-	-
TAG22319	-	-	-	-
TAG22320	fig|1094508.3.peg.762|Tsac_0755	fig|203119.11.peg.2034|Cthe_1920	fig|31899.10.peg.2472|SAMN05216182_2255	fig|394503.7.peg.307|Ccel_0292
TAG22321	fig|1094508.3.peg.1554|Tsac_1533	fig|203119.11.peg.2863|Cthe_2689	fig|31899.10.peg.2426|SAMN05216182_2210	fig|394503.7.peg.1913|Ccel_1857
TAG22322	-	-	-	-
TAG22323	-	-	-	-
TAG22324	-	-	-	-
TAG22325	-	-	-	-
TAG22326	-	-	-	-
TAG22327	-	-	-	-
TAG22328	-	-	-	-
TAG22329	-	-	-	-
TAG22330	-	-	-	-
TAG22331	-	-	-	-
TAG22332	-	-	-	-
TAG22333	-	-	-	-
TAG22334	-	-	-	-
TAG22335	-	-	-	-
TAG22336	-	-	-	-
TAG22337	-	-	-	fig|394503.7.peg.3270|Ccel_3190
TAG22338	-	-	-	-
TAG22339	-	-	-	-
TAG22340	-	-	-	-
TAG22341	-	-	-	-
TAG22342	-	-	-	-
TAG22343	-	-	-	-
TAG22344	-	-	-	-
TAG22345	-	-	-	-
TAG22346	-	-	-	-
TAG22347	-	-	-	-
TAG22348	-	-	-	-
TAG22349	-	-	-	-
TAG22350	-	-	-	-
TAG22351	-	-	-	-
TAG22352	-	-	-	-
TAG22353	-	-	-	-
TAG22354	-	fig|203119.11.peg.804|Cthe_0762	"fig|31899.10.peg.2409|SAMN05216182_2193,fig|31899.10.peg.2964|SAMN05216182_2706"	fig|394503.7.peg.3074|Ccel_2993
TAG22355	-	-	-	-
TAG22356	-	-	-	-
TAG22357	-	-	-	-
TAG22358	-	-	-	-
TAG22359	-	-	-	-
TAG22360	-	-	-	-
TAG22361	fig|1094508.3.peg.1794|Tsac_1770	fig|203119.11.peg.721|Cthe_0686	fig|31899.10.peg.1251|SAMN05216182_1063	fig|394503.7.peg.1453|Ccel_1411
TAG22362	-	-	-	-
TAG22363	-	-	-	-
TAG22364	-	-	-	-
TAG22365	-	-	-	-
TAG22366	fig|1094508.3.peg.662|Tsac_0653	fig|203119.11.peg.2224|Cthe_2096	fig|31899.10.peg.718|SAMN05216182_0561	fig|394503.7.peg.1131|Ccel_1098
TAG22367	fig|1094508.3.peg.852	"fig|203119.11.peg.2125|Cthe_2004,fig|203119.11.peg.865|Cthe_0823"	-	-
TAG22368	-	-	-	-
TAG22369	-	-	-	-
TAG22370	-	-	-	-
TAG22371	-	fig|203119.11.peg.2030|Cthe_1916	-	fig|394503.7.peg.2314|Ccel_2250
TAG22372	-	-	-	-
TAG22373	-	-	-	-
TAG22374	-	-	-	-
TAG22375	-	-	-	-
TAG22376	-	-	-	-
TAG22377	-	-	-	-
TAG22378	-	-	-	-
TAG22379	-	-	-	-
TAG22380	-	-	fig|31899.10.peg.720|SAMN05216182_0563	-
TAG22381	-	-	-	-
TAG22382	-	-	-	-
TAG22383	-	-	-	-
TAG22384	-	-	-	-
TAG22385	-	-	-	-
TAG22386	-	-	-	-
TAG22387	-	-	-	fig|394503.7.peg.1830|Ccel_1778
TAG22388	-	-	-	-
TAG22389	-	-	-	-
TAG22390	-	-	-	-
TAG22391	-	-	-	-
TAG22392	-	-	-	-
TAG22393	-	-	-	-
TAG22394	fig|1094508.3.peg.106|Tsac_0105	-	-	-
TAG22395	-	-	-	-
TAG22396	-	-	-	-
TAG22397	-	-	-	-
TAG22398	fig|1094508.3.peg.1605|Tsac_1583	-	fig|31899.10.peg.1644|SAMN05216182_1440	fig|394503.7.peg.2159|Ccel_2101
TAG22399	-	-	-	-
TAG22400	-	-	fig|31899.10.peg.1038|SAMN05216182_0869	-
TAG22401	-	-	-	-
TAG22402	fig|1094508.3.peg.2217|Tsac_2190	fig|203119.11.peg.1338|Cthe_1268	-	fig|394503.7.peg.1920|Ccel_1864
TAG22403	-	-	-	-
TAG22404	-	-	-	-
TAG22405	-	-	-	-
TAG22406	-	-	-	-
TAG22407	-	-	-	-
TAG22408	-	-	-	-
TAG22409	-	-	-	-
TAG22410	-	-	-	-
TAG22411	-	-	-	-
TAG22412	-	-	-	-
TAG22413	-	-	-	-
TAG22414	-	-	-	-
TAG22415	-	-	-	-
TAG22416	-	-	-	-
TAG22417	-	-	-	-
TAG22418	-	-	-	-
TAG22419	-	-	-	-
TAG22420	-	-	-	-
TAG22421	-	-	-	-
TAG22422	-	-	-	-
TAG22423	-	-	-	-
TAG22424	-	-	-	-
TAG22425	-	-	-	-
TAG22426	-	-	-	-
TAG22427	-	-	-	-
TAG22428	-	-	-	-
TAG22429	-	-	-	-
TAG22430	-	-	-	-
TAG22431	-	-	-	-
TAG22432	-	-	-	-
TAG22433	-	-	-	-
TAG22434	-	-	-	-
TAG22435	-	-	-	-
TAG22436	-	-	-	-
TAG22437	-	-	-	-
TAG22438	-	"fig|203119.11.peg.2547|Cthe_2393,fig|203119.11.peg.2978|Cthe_2797"	fig|31899.10.peg.1340|SAMN05216182_1153	-
TAG22439	-	-	-	-
TAG22440	-	-	-	-
TAG22441	-	-	-	-
TAG22442	-	-	-	-
TAG22443	-	-	-	-
TAG22444	fig|1094508.3.peg.309|Tsac_0307	-	fig|31899.10.peg.335|SAMN05216182_0209	-
TAG22445	-	-	-	-
TAG22446	-	-	-	-
TAG22447	-	-	-	-
TAG22448	-	-	-	-
TAG22449	-	-	-	-
TAG22450	-	-	-	-
TAG22451	fig|1094508.3.peg.1453|Tsac_1433	-	-	-
TAG22452	-	-	-	-
TAG22453	-	-	-	-
TAG22454	-	-	-	-
TAG22455	-	-	-	-
TAG22456	-	"fig|203119.11.peg.1446|Cthe_1367,fig|203119.11.peg.2826|Cthe_2654"	-	-
TAG22457	-	-	-	-
TAG22458	-	-	-	-
TAG22459	-	-	-	-
TAG22460	-	fig|203119.11.peg.2824|Cthe_2652	-	-
TAG22461	fig|1094508.3.peg.604|Tsac_0597	fig|203119.11.peg.1428|Cthe_1349	"fig|31899.10.peg.442|SAMN05216182_0315,fig|31899.10.peg.882|SAMN05216182_0724"	-
TAG22462	-	-	-	-
TAG22463	-	-	-	-
TAG22464	-	-	-	-
TAG22465	-	-	-	-
TAG22466	-	-	-	-
TAG22467	-	-	-	-
TAG22468	-	-	-	-
TAG22469	-	-	-	-
TAG22470	-	-	-	-
TAG22471	-	-	-	-
TAG22472	-	-	-	-
TAG22473	-	-	-	-
TAG22474	-	-	-	-
TAG22475	-	-	-	-
TAG22476	-	-	-	-
TAG22477	-	fig|203119.11.peg.2177|Cthe_2051	fig|31899.10.peg.290|SAMN05216182_0180	-
TAG22478	-	-	-	-
TAG22479	-	-	-	-
TAG22480	-	-	-	-
TAG22481	-	-	-	-
TAG22482	-	-	-	-
TAG22483	-	-	-	-
TAG22484	-	-	-	-
TAG22485	"fig|1094508.3.peg.350|Tsac_0347,fig|1094508.3.peg.981|Tsac_0970"	-	fig|31899.10.peg.543	-
TAG22486	-	-	-	-
TAG22487	-	-	-	-
TAG22488	-	-	-	-
TAG22489	fig|1094508.3.peg.225|Tsac_0225	-	-	-
TAG22490	-	-	-	-
TAG22491	-	-	-	-
TAG22492	fig|1094508.3.peg.212|Tsac_0212	-	-	-
TAG22493	-	-	-	-
TAG22494	-	-	-	-
TAG22495	-	fig|203119.11.peg.382|Cthe_0359	-	-
TAG22496	-	-	-	-
TAG22497	fig|1094508.3.peg.41|Tsac_0040	fig|203119.11.peg.1677|Cthe_1580	fig|31899.10.peg.2291|SAMN05216182_2079	"fig|394503.7.peg.1110|Ccel_1077,fig|394503.7.peg.1450|Ccel_1408"
TAG22498	-	-	-	-
TAG22499	-	-	-	-
TAG22500	-	-	-	-
TAG22501	-	-	-	-
TAG22502	-	-	-	-
TAG22503	-	-	-	-
TAG22504	-	-	-	-
TAG22505	-	-	-	-
TAG22506	-	-	-	-
TAG22507	-	-	-	-
TAG22508	-	-	-	-
TAG22509	-	-	-	-
TAG22510	-	fig|203119.11.peg.1527|Cthe_1443	-	fig|394503.7.peg.335|Ccel_0319
TAG22511	-	-	-	-
TAG22512	-	-	-	-
TAG22513	-	-	-	-
TAG22514	-	-	-	-
TAG22515	-	-	-	-
TAG22516	-	-	-	-
TAG22517	-	-	-	-
TAG22518	-	-	-	-
TAG22519	-	-	-	fig|394503.7.peg.1336|Ccel_1297
TAG22520	-	-	-	-
TAG22521	-	-	fig|31899.10.peg.2525|SAMN05216182_2306	-
TAG22522	-	-	-	-
TAG22523	-	-	-	-
TAG22524	-	-	-	-
TAG22525	-	-	-	-
TAG22526	-	-	-	-
TAG22527	-	-	-	-
TAG22528	-	-	-	-
TAG22529	-	-	-	-
TAG22530	-	-	-	-
TAG22531	-	-	-	-
TAG22532	-	-	-	-
TAG22533	-	-	-	-
TAG22534	-	-	-	-
TAG22535	-	-	-	-
TAG22536	-	-	-	-
TAG22537	-	-	-	-
TAG22538	-	-	-	-
TAG22539	-	-	-	-
TAG22540	-	-	-	-
TAG22541	-	-	-	-
TAG22542	"fig|1094508.3.peg.1079|Tsac_1068,fig|1094508.3.peg.1901|Tsac_1876"	fig|203119.11.peg.750|Cthe_0713	fig|31899.10.peg.1814|SAMN05216182_1604	-
TAG22543	fig|1094508.3.peg.2153|Tsac_2126	fig|203119.11.peg.364|Cthe_0342	fig|31899.10.peg.1787|SAMN05216182_1577	fig|394503.7.peg.2298|Ccel_2232
TAG22544	-	-	-	-
TAG22545	-	-	-	-
TAG22546	-	-	-	-
TAG22547	-	-	-	-
TAG22548	-	-	-	-
TAG22549	-	-	-	-
TAG22550	-	-	-	-
TAG22551	-	-	-	-
TAG22552	-	-	-	-
TAG22553	fig|1094508.3.peg.1653|Tsac_1632	fig|203119.11.peg.2063|Cthe_1948	fig|31899.10.peg.2415|SAMN05216182_2199	fig|394503.7.peg.1710|Ccel_1660
TAG22554	-	-	-	-
TAG22555	-	-	-	-
TAG22556	-	-	-	-
TAG22557	-	-	-	-
TAG22558	-	-	-	-
TAG22559	-	-	-	-
TAG22560	-	-	-	-
TAG22561	-	-	-	-
TAG22562	-	-	-	-
TAG22563	-	-	-	-
TAG22564	-	-	-	-
TAG22565	-	-	-	-
TAG22566	-	-	-	-
TAG22567	-	-	-	-
TAG22568	-	-	-	-
TAG22569	-	-	-	-
TAG22570	-	-	-	-
TAG22571	-	-	-	-
TAG22572	-	-	-	-
TAG22573	-	-	-	-
TAG22574	-	-	-	-
TAG22575	-	-	-	-
TAG22576	-	-	-	-
TAG22577	-	-	-	-
TAG22578	-	-	-	-
TAG22579	-	-	-	-
TAG22580	-	-	-	-
TAG22581	-	-	-	-
TAG22582	-	-	-	-
TAG22583	-	-	-	-
TAG22584	-	-	-	-
TAG22585	-	-	-	-
TAG22586	-	-	fig|31899.10.peg.1205|SAMN05216182_1015	fig|394503.7.peg.2550|Ccel_2473
TAG22587	-	-	-	-
TAG22588	-	-	-	-
TAG22589	-	-	-	-
TAG22590	-	-	-	-
TAG22591	-	-	-	-
TAG22592	-	-	-	-
TAG22593	-	fig|203119.11.peg.1234|Cthe_1174	-	-
TAG22594	-	-	-	-
TAG22595	-	-	-	-
TAG22596	-	-	-	-
TAG22597	-	-	-	-
TAG22598	fig|1094508.3.peg.1314|Tsac_1300	-	-	-
TAG22599	-	-	-	-
TAG22600	-	-	-	-
TAG22601	-	-	-	-
TAG22602	-	-	-	-
TAG22603	-	-	-	-
TAG22604	-	-	-	-
TAG22605	-	-	-	-
TAG22606	-	-	-	-
TAG22607	-	-	-	-
TAG22608	-	-	-	-
TAG22609	-	-	-	-
TAG22610	-	-	-	-
TAG22611	-	-	-	-
TAG22612	-	-	-	-
TAG22613	-	-	-	-
TAG22614	-	-	-	-
TAG22615	-	-	-	-
TAG22616	-	-	-	-
TAG22617	-	-	-	-
TAG22618	fig|1094508.3.peg.1481|Tsac_1460	-	fig|31899.10.peg.330|SAMN05216182_0203	fig|394503.7.peg.160|Ccel_0153
TAG22619	-	-	-	-
TAG22620	-	-	-	-
TAG22621	fig|1094508.3.peg.664|Tsac_0655	-	-	-
TAG22622	-	-	-	-
TAG22623	-	-	-	-
TAG22624	fig|1094508.3.peg.1488|Tsac_1467	-	-	-
TAG22625	-	-	-	-
TAG22626	-	-	-	-
TAG22627	-	-	-	-
TAG22628	fig|1094508.3.peg.665|Tsac_0656	-	-	-
TAG22629	-	-	-	-
TAG22630	-	-	-	-
TAG22631	-	-	-	-
TAG22632	-	-	-	-
TAG22633	-	-	-	-
TAG22634	-	-	-	-
TAG22635	-	-	-	-
TAG22636	-	-	-	-
TAG22637	-	-	-	-
TAG22638	-	-	-	-
TAG22639	-	-	-	-
TAG22640	-	-	-	-
TAG22641	fig|1094508.3.peg.1555|Tsac_1534	-	-	-
TAG22642	fig|1094508.3.peg.1556|Tsac_1535	-	-	-
TAG22643	fig|1094508.3.peg.1557|Tsac_1536	-	-	-
TAG22644	fig|1094508.3.peg.1562|Tsac_1541	fig|203119.11.peg.104|Cthe_0096	-	fig|394503.7.peg.3545|Ccel_3466
TAG22645	-	-	-	-
TAG22646	-	-	-	-
TAG22647	-	-	-	-
TAG22648	fig|1094508.3.peg.2182|Tsac_2155	-	-	-
TAG22649	fig|1094508.3.peg.673|Tsac_0665	-	-	-
TAG22650	fig|1094508.3.peg.2176|Tsac_2149	-	-	-
TAG22651	fig|1094508.3.peg.2173|Tsac_2146	-	-	-
TAG22652	-	-	-	-
TAG22653	fig|1094508.3.peg.2163|Tsac_2136	-	-	-
TAG22654	fig|1094508.3.peg.2150|Tsac_2123	fig|203119.11.peg.3259|Cthe_3048	-	fig|394503.7.peg.2638|Ccel_2564
TAG22655	fig|1094508.3.peg.2132|Tsac_2105	-	-	-
TAG22656	-	-	-	-
TAG22657	-	-	"fig|31899.10.peg.1118,fig|31899.10.peg.689|SAMN05216182_0538"	-
TAG22658	-	-	-	-
TAG22659	-	-	-	-
TAG22660	-	-	-	-
TAG22661	-	-	-	-
TAG22662	fig|1094508.3.peg.2105|Tsac_2078	-	-	-
TAG22663	-	-	-	-
TAG22664	fig|1094508.3.peg.2089|Tsac_2062	fig|203119.11.peg.1401|Cthe_1326	fig|31899.10.peg.2050|SAMN05216182_1842	fig|394503.7.peg.1996|Ccel_1941
TAG22665	-	-	-	-
TAG22666	-	-	-	-
TAG22667	-	-	-	-
TAG22668	fig|1094508.3.peg.2074|Tsac_2048	fig|203119.11.peg.1129|Cthe_1071	fig|31899.10.peg.1759|SAMN05216182_1549	fig|394503.7.peg.596|Ccel_0574
TAG22669	-	-	-	-
TAG22670	-	-	-	-
TAG22671	-	-	-	-
TAG22672	-	-	-	-
TAG22673	-	-	-	-
TAG22674	-	-	-	-
TAG22675	-	-	-	-
TAG22676	-	-	-	-
TAG22677	-	-	-	-
TAG22678	fig|1094508.3.peg.1240|Tsac_1226	-	-	-
TAG22679	fig|1094508.3.peg.2021|Tsac_1995	-	-	-
TAG22680	-	-	-	-
TAG22681	-	-	-	-
TAG22682	fig|1094508.3.peg.2009|Tsac_1984	-	-	-
TAG22683	-	-	-	-
TAG22684	fig|1094508.3.peg.568|Tsac_0562	-	-	-
TAG22685	fig|1094508.3.peg.1971|Tsac_1946	-	-	-
TAG22686	fig|1094508.3.peg.1936	-	-	-
TAG22687	fig|1094508.3.peg.1927|Tsac_1903	-	-	-
TAG22688	fig|1094508.3.peg.1918|Tsac_1894	-	-	-
TAG22689	fig|1094508.3.peg.1895|Tsac_1870	-	-	-
TAG22690	-	-	-	-
TAG22691	fig|1094508.3.peg.705|Tsac_0696	-	-	-
TAG22692	fig|1094508.3.peg.1839|Tsac_1815	-	-	-
TAG22693	fig|1094508.3.peg.1819|Tsac_1795	-	-	-
TAG22694	fig|1094508.3.peg.1811|Tsac_1787	-	-	-
TAG22695	fig|1094508.3.peg.1810|Tsac_1786	-	-	-
TAG22696	fig|1094508.3.peg.1809|Tsac_1785	-	-	-
TAG22697	-	-	-	-
TAG22698	-	-	-	-
TAG22699	-	-	-	-
TAG22700	-	-	-	-
TAG22701	-	-	-	-
TAG22702	-	-	-	-
TAG22703	fig|1094508.3.peg.2555|Tsac_2520	-	-	-
TAG22704	-	-	-	-
TAG22705	-	-	-	-
TAG22706	-	-	-	-
TAG22707	-	-	-	-
TAG22708	-	-	-	-
TAG22709	fig|1094508.3.peg.721|Tsac_0713	-	-	-
TAG22710	fig|1094508.3.peg.1723|Tsac_1700	-	-	-
