Tag	1094508.3	203119.11	394503.7
TAG18592	-	-	Ccel_0052
TAG18593	Tsac_1691	Cthe_0903	Ccel_0537
TAG18594	-	-	Ccel_0538
TAG18595	-	-	Ccel_0539
TAG18596	-	Cthe_2191	Ccel_0053
TAG18597	-	-	Ccel_0542
TAG18598	-	-	Ccel_0545
TAG18599	-	-	Ccel_0548
TAG18600	-	-	-
TAG18601	-	-	Ccel_0553
TAG18602	-	-	Ccel_0558
TAG18603	-	-	Ccel_0559
TAG18604	-	-	Ccel_0560
TAG18605	-	-	-
TAG18606	-	-	Ccel_0562
TAG18607	-	-	Ccel_0563
TAG18608	-	-	-
TAG18609	-	-	Ccel_0568
TAG18610	-	-	-
TAG18611	-	-	-
TAG18612	-	-	Ccel_0573
TAG18613	Tsac_2047	Cthe_1070	Ccel_0575
TAG18614	-	-	Ccel_0580
TAG18615	-	-	Ccel_0582
TAG18616	-	-	Ccel_0585
TAG18617	-	-	Ccel_0586
TAG18618	-	-	Ccel_0587
TAG18619	-	Cthe_2185	"Ccel_0057,Ccel_0075"
TAG18620	-	-	-
TAG18621	-	-	Ccel_0589
TAG18622	-	-	Ccel_0591
TAG18623	-	Cthe_0804	Ccel_0592
TAG18624	Tsac_2025	Cthe_0791	Ccel_0597
TAG18625	Tsac_1842	Cthe_1095	Ccel_0601
TAG18626	-	-	Ccel_0602
TAG18627	-	Cthe_1094	Ccel_0603
TAG18628	-	-	Ccel_0605
TAG18629	Tsac_1854	Cthe_1090	Ccel_0606
TAG18630	Tsac_2002	Cthe_0909	Ccel_0609
TAG18631	-	-	Ccel_0060
TAG18632	-	-	Ccel_0622
TAG18633	-	-	Ccel_0623
TAG18634	Tsac_2376	-	Ccel_0625
TAG18635	-	-	Ccel_0626
TAG18636	-	-	Ccel_0061
TAG18637	-	-	Ccel_0628
TAG18638	-	-	Ccel_0632
TAG18639	-	-	Ccel_0633
TAG18640	-	-	Ccel_0635
TAG18641	-	-	Ccel_0636
TAG18642	-	-	Ccel_0062
TAG18643	-	-	Ccel_0638
TAG18644	-	-	Ccel_0642
TAG18645	-	-	Ccel_0643
TAG18646	-	-	Ccel_0647
TAG18647	-	-	Ccel_0063
TAG18648	-	-	Ccel_0648
TAG18649	-	-	Ccel_0649
TAG18650	-	-	Ccel_0651
TAG18651	-	-	Ccel_0652
TAG18652	-	-	-
TAG18653	-	-	-
TAG18654	-	-	Ccel_0655
TAG18655	-	-	Ccel_0064
TAG18656	-	-	Ccel_0656
TAG18657	-	-	Ccel_0657
TAG18658	Tsac_1385	Cthe_0289	Ccel_0660
TAG18659	-	Cthe_0968	Ccel_0661
TAG18660	Tsac_1960	Cthe_0855	Ccel_0662
TAG18661	Tsac_0192	-	Ccel_0665
TAG18662	-	-	Ccel_0065
TAG18663	-	-	Ccel_0672
TAG18664	-	-	Ccel_0673
TAG18665	-	-	Ccel_0066
TAG18666	-	-	Ccel_0677
TAG18667	Tsac_1844	Cthe_0941	Ccel_0679
TAG18668	Tsac_1749	Cthe_0937	Ccel_0681
TAG18669	-	-	Ccel_0067
TAG18670	-	-	Ccel_0691
TAG18671	-	-	-
TAG18672	-	-	-
TAG18673	-	-	Ccel_0693
TAG18674	-	Cthe_1598	Ccel_0694
TAG18675	Tsac_0784	Cthe_0236	"Ccel_2503,Ccel_0695"
TAG18676	-	-	Ccel_0068
TAG18677	Tsac_0580	-	Ccel_0698
TAG18678	-	-	Ccel_0701
TAG18679	-	-	Ccel_0704
TAG18680	-	-	Ccel_0705
TAG18681	-	-	Ccel_0069
TAG18682	-	-	Ccel_0706
TAG18683	-	-	Ccel_0707
TAG18684	Tsac_0577	"Cthe_2079,Cthe_0350,Cthe_0764"	"Ccel_2462,Ccel_0715"
TAG18685	-	-	Ccel_0070
TAG18686	-	-	-
TAG18687	Tsac_1768	Cthe_0763	Ccel_0716
TAG18688	-	-	Ccel_0718
TAG18689	-	-	Ccel_0722
TAG18690	-	-	Ccel_0725
TAG18691	-	-	Ccel_0726
TAG18692	-	-	Ccel_0727
TAG18693	-	-	Ccel_0728
TAG18694	-	-	-
TAG18695	-	-	Ccel_0732
TAG18696	-	-	Ccel_0733
TAG18697	-	-	Ccel_0734
TAG18698	-	-	Ccel_0736
TAG18699	-	-	-
TAG18700	-	-	Ccel_0741
TAG18701	-	-	Ccel_0742
TAG18702	-	-	-
TAG18703	-	-	Ccel_0072
TAG18704	-	-	Ccel_0744
TAG18705	-	-	Ccel_0748
TAG18706	Tsac_0897	-	"Ccel_1866,Ccel_0750"
TAG18707	-	-	Ccel_0751
TAG18708	-	-	Ccel_0073
TAG18709	-	-	Ccel_0754
TAG18710	-	Cthe_0825	Ccel_0755
TAG18711	-	-	Ccel_0756
TAG18712	-	-	-
TAG18713	-	-	-
TAG18714	Tsac_1011	Cthe_2903	Ccel_0758
TAG18715	Tsac_1013	Cthe_2905	Ccel_0760
TAG18716	Tsac_1014	Cthe_2906	Ccel_0761
TAG18717	-	-	Ccel_0074
TAG18718	-	Cthe_2908	Ccel_0763
TAG18719	Tsac_1022	Cthe_2914	Ccel_0769
TAG18720	-	-	Ccel_0076
TAG18721	Tsac_1038	Cthe_2930	Ccel_0785
TAG18722	-	-	Ccel_0077
TAG18723	"Tsac_2614,Tsac_0520,Tsac_0813"	-	Ccel_0796
TAG18724	-	-	-
TAG18725	-	-	Ccel_0804
TAG18726	-	-	Ccel_0805
TAG18727	-	Cthe_2259	Ccel_0079
TAG18728	-	-	Ccel_0813
TAG18729	"Tsac_2137,Tsac_2143"	"Cthe_2744,Cthe_0884"	"Ccel_2073,Ccel_0815"
TAG18730	-	-	Ccel_0821
TAG18731	-	-	Ccel_0822
TAG18732	-	-	Ccel_0823
TAG18733	-	-	Ccel_0824
TAG18734	-	-	-
TAG18735	-	-	-
TAG18736	-	-	Ccel_0826
TAG18737	-	-	Ccel_0827
TAG18738	-	-	Ccel_0828
TAG18739	-	-	Ccel_0829
TAG18740	-	-	Ccel_0831
TAG18741	-	-	-
TAG18742	-	-	Ccel_0832
TAG18743	-	-	Ccel_0833
TAG18744	-	-	Ccel_0834
TAG18745	-	-	Ccel_0835
TAG18746	-	-	Ccel_0837
TAG18747	-	-	-
TAG18748	-	-	-
TAG18749	-	-	Ccel_0839
TAG18750	-	-	-
TAG18751	-	-	Ccel_0840
TAG18752	-	-	Ccel_0841
TAG18753	-	-	-
TAG18754	-	-	-
TAG18755	-	-	-
TAG18756	-	-	-
TAG18757	-	-	Ccel_0844
TAG18758	-	-	-
TAG18759	-	-	Ccel_0845
TAG18760	-	-	Ccel_0846
TAG18761	-	-	Ccel_0847
TAG18762	-	-	-
TAG18763	-	-	-
TAG18764	-	-	Ccel_0849
TAG18765	-	-	Ccel_0851
TAG18766	-	-	Ccel_0852
TAG18767	-	-	Ccel_0854
TAG18768	-	-	Ccel_0855
TAG18769	-	-	Ccel_0856
TAG18770	-	-	Ccel_0857
TAG18771	-	-	Ccel_0858
TAG18772	-	-	Ccel_0859
TAG18773	-	-	Ccel_0860
TAG18774	-	-	Ccel_0861
TAG18775	-	-	Ccel_0862
TAG18776	-	-	Ccel_0863
TAG18777	-	-	Ccel_0864
TAG18778	-	-	Ccel_0865
TAG18779	-	-	Ccel_0866
TAG18780	-	-	Ccel_0867
TAG18781	-	-	Ccel_0868
TAG18782	-	-	Ccel_0869
TAG18783	-	-	Ccel_0870
TAG18784	-	-	Ccel_0871
TAG18785	-	-	Ccel_0872
TAG18786	-	-	Ccel_0873
TAG18787	-	-	Ccel_0874
TAG18788	-	-	Ccel_0875
TAG18789	-	-	Ccel_0876
TAG18790	-	-	-
TAG18791	-	-	Ccel_0877
TAG18792	Tsac_1430	Cthe_2574	Ccel_0879
TAG18793	-	-	Ccel_0881
TAG18794	-	-	Ccel_0882
TAG18795	-	-	Ccel_0884
TAG18796	-	Cthe_0751	Ccel_0888
TAG18797	-	Cthe_0749	Ccel_0890
TAG18798	-	Cthe_0748	Ccel_0891
TAG18799	-	-	Ccel_0893
TAG18800	-	-	-
TAG18801	-	-	Ccel_0895
TAG18802	-	-	Ccel_0896
TAG18803	-	-	Ccel_0899
TAG18804	-	-	Ccel_0901
TAG18805	-	-	Ccel_0902
TAG18806	-	-	Ccel_0903
TAG18807	-	-	-
TAG18808	-	-	Ccel_0904
TAG18809	-	-	Ccel_0088
TAG18810	-	-	-
TAG18811	-	-	Ccel_0905
TAG18812	-	-	Ccel_0907
TAG18813	-	-	-
TAG18814	-	-	Ccel_0908
TAG18815	-	-	Ccel_0909
TAG18816	-	-	-
TAG18817	-	-	Ccel_0911
TAG18818	Tsac_2684	"Cthe_2249,Cthe_3190"	Ccel_0089
TAG18819	-	-	Ccel_0913
TAG18820	-	-	Ccel_0915
TAG18821	-	-	Ccel_0916
TAG18822	-	-	Ccel_0917
TAG18823	-	-	-
TAG18824	-	-	Ccel_0919
TAG18825	-	-	Ccel_0920
TAG18826	-	-	Ccel_0922
TAG18827	-	Cthe_1558	Ccel_0924
TAG18828	-	-	Ccel_0926
TAG18829	-	-	Ccel_0927
TAG18830	-	-	Ccel_0928
TAG18831	-	-	Ccel_0929
TAG18832	-	-	-
TAG18833	-	-	Ccel_0931
TAG18834	-	-	Ccel_0932
TAG18835	-	-	Ccel_0934
TAG18836	-	-	Ccel_0935
TAG18837	-	-	-
TAG18838	-	-	Ccel_0939
TAG18839	-	-	Ccel_0941
TAG18840	-	-	Ccel_0944
TAG18841	-	-	Ccel_0945
TAG18842	-	-	-
TAG18843	-	-	Ccel_0947
TAG18844	-	-	Ccel_0948
TAG18845	-	-	Ccel_0950
TAG18846	-	-	Ccel_0951
TAG18847	Tsac_2680	Cthe_2245	Ccel_0093
TAG18848	-	-	Ccel_0956
TAG18849	-	-	Ccel_0957
TAG18850	-	-	-
TAG18851	-	-	Ccel_0960
TAG18852	-	-	Ccel_0961
TAG18853	-	-	Ccel_0962
TAG18854	-	-	Ccel_0964
TAG18855	-	-	Ccel_0965
TAG18856	Tsac_2679	"Cthe_2243,Cthe_2244"	"Ccel_0095,Ccel_0094"
TAG18861	-	-	-
TAG18868	Tsac_2026	Cthe_0792	Ccel_0596
TAG18895	Tsac_2361	-	-
TAG18899	Tsac_1484	-	Ccel_2983
TAG18960	-	-	Ccel_1186
TAG18964	Tsac_1594	Cthe_1024	Ccel_2131
TAG18969	Tsac_0815	-	-
TAG18977	Tsac_1167	Cthe_3160	Ccel_2172
TAG18979	Tsac_1929	Cthe_0834	Ccel_1905
TAG18985	Tsac_1889	Cthe_0693	Ccel_1743
TAG18994	Tsac_2049	Cthe_1072	-
TAG19042	-	-	-
TAG19051	Tsac_2819	-	-
TAG19067	Tsac_1030	Cthe_2922	Ccel_0777
TAG19070	Tsac_1028	Cthe_2920	Ccel_0775
TAG19071	Tsac_1025	Cthe_2917	Ccel_0772
TAG19072	Tsac_1018	Cthe_2910	Ccel_0765
TAG19074	Tsac_1005	Cthe_2726	Ccel_0314
TAG19077	"Tsac_2122,Tsac_0297"	"Cthe_2619,Cthe_0088"	"Ccel_2563,Ccel_3102"
TAG19081	Tsac_1560	Cthe_0982	Ccel_0475
TAG19085	Tsac_0179	Cthe_1053	Ccel_2485
TAG19087	Tsac_1685	Cthe_0959	Ccel_0529
TAG19093	Tsac_2001	Cthe_0908	Ccel_0610
TAG19103	Tsac_1683	-	-
TAG19104	Tsac_1677	Cthe_2075	Ccel_0181
TAG19107	Tsac_0067	Cthe_1753	Ccel_3203
TAG19109	Tsac_0068	Cthe_1754	Ccel_3204
TAG19110	"Tsac_1067,Tsac_2160,Tsac_2177"	"Cthe_2390,Cthe_2794,Cthe_0614,Cthe_0864"	"Ccel_1390,Ccel_0556,Ccel_0668"
TAG19111	Tsac_0954	-	-
TAG19117	Tsac_1935	Cthe_0842	Ccel_1913
TAG19131	Tsac_1956	Cthe_1105	Ccel_2412
TAG19178	Tsac_1256	"Cthe_3124,Cthe_0551"	"Ccel_1862,Ccel_0494"
TAG19181	-	-	-
TAG19187	Tsac_0327	-	-
TAG19210	Tsac_2101	Cthe_1238	Ccel_1366
TAG19226	Tsac_1219	Cthe_0354	Ccel_2218
TAG19244	-	Cthe_0541	Ccel_0565
TAG19245	Tsac_0684	Cthe_3015	Ccel_0463
TAG19246	Tsac_0681	-	Ccel_3365
TAG19257	Tsac_2670	"Cthe_2221,Cthe_2345,Cthe_2644"	-
TAG19306	Tsac_1069	Cthe_1163	Ccel_1204
TAG19313	Tsac_2616	Cthe_2426	Ccel_0263
TAG19326	-	-	-
TAG19345	Tsac_1233	Cthe_0199	-
TAG19370	Tsac_2389	-	-
TAG19385	Tsac_0983	-	Ccel_0341
TAG19400	Tsac_1149	Cthe_2356	Ccel_3480
TAG19402	Tsac_1990	"Cthe_1844,Cthe_0719"	Ccel_1933
TAG19403	-	-	Ccel_1602
TAG19405	Tsac_1363	-	Ccel_2569
TAG19418	Tsac_0366	Cthe_1923	Ccel_0291
TAG19423	Tsac_1474	-	-
TAG19488	-	Cthe_2407	Ccel_0024
TAG19498	-	-	-
TAG19542	Tsac_1419	Cthe_2602	Ccel_0266
TAG19595	-	-	Ccel_2696
TAG19648	-	Cthe_3169	-
TAG19660	-	-	-
TAG19661	-	-	-
TAG19669	Tsac_0814	-	Ccel_3474
TAG19672	Tsac_0391	Cthe_3203	-
TAG19680	-	Cthe_2050	-
TAG19687	Tsac_0056	-	-
TAG19696	Tsac_2678	Cthe_2242	Ccel_0096
TAG19705	-	-	-
TAG19708	Tsac_0774	Cthe_1935	Ccel_0285
TAG19716	Tsac_0163	-	-
TAG19723	Tsac_0291	Cthe_1546	Ccel_0906
TAG19724	Tsac_0232	-	-
TAG19734	Tsac_1722	Cthe_0570	Ccel_1531
TAG19744	Tsac_0904	-	-
TAG19747	Tsac_2572	"Cthe_2688,Cthe_3064"	Ccel_2939
TAG19748	-	Cthe_2656	Ccel_3086
TAG19751	Tsac_0015	Cthe_3175	"Ccel_1122,Ccel_2084"
TAG19755	-	Cthe_2391	-
TAG19769	-	Cthe_2435	-
TAG19771	Tsac_2131	Cthe_0337	-
TAG19777	Tsac_1135	Cthe_0103	Ccel_3472
TAG19783	Tsac_0783	-	-
TAG19799	-	-	Ccel_0631
TAG19807	Tsac_2074	-	-
TAG19824	Tsac_2058	Cthe_1322	Ccel_1798
TAG19825	Tsac_1558	Cthe_0986	Ccel_0471
TAG19833	Tsac_1720	Cthe_0568	Ccel_1529
TAG19850	Tsac_1806	Cthe_0492	Ccel_2025
TAG19852	Tsac_2461	-	-
TAG19879	Tsac_0224	-	-
TAG19880	Tsac_0226	-	-
TAG19902	Tsac_0988	-	Ccel_3345
TAG19906	-	Cthe_0035	Ccel_1359
TAG19907	Tsac_2365	-	-
TAG19908	Tsac_2550	Cthe_0189	Ccel_1353
TAG19923	Tsac_2483	Cthe_0140	Ccel_2259
TAG19935	"Tsac_1204,Tsac_0155,Tsac_0276,Tsac_0494"	Cthe_2442	"Ccel_1006,Ccel_2595,Ccel_3431"
TAG19941	Tsac_2013	Cthe_0873	Ccel_3215
TAG19970	Tsac_2266	-	-
TAG19973	Tsac_2265	-	-
TAG19980	Tsac_1890	-	-
TAG19989	Tsac_0633	"Cthe_3108,Cthe_3109"	"Ccel_2415,Ccel_2416"
TAG20008	-	Cthe_1504	-
TAG20030	-	"Cthe_2392,Cthe_2796"	-
TAG20105	Tsac_1550	"Cthe_0425,Cthe_0431"	Ccel_2301
TAG20109	-	Cthe_2263	-
TAG20117	Tsac_0321	Cthe_2593	Ccel_0255
TAG20159	Tsac_2651	-	-
TAG20172	Tsac_0834	-	-
TAG20177	Tsac_0838	-	-
TAG20186	-	Cthe_1092	-
TAG20189	-	Cthe_0945	-
TAG20196	Tsac_1820	Cthe_0997	Ccel_0451
TAG20198	Tsac_1902	-	-
TAG20203	Tsac_1919	Cthe_0814	Ccel_1896
TAG20210	Tsac_1938	Cthe_0845	Ccel_1916
TAG20241	"Tsac_2769,Tsac_2785,Tsac_0884"	Cthe_1339	Ccel_0503
TAG20257	Tsac_2348	-	-
TAG20262	-	-	Ccel_3450
TAG20302	"Tsac_0135,Tsac_2228,Tsac_2605,Tsac_0273,Tsac_0041,Tsac_0066,Tsac_0088"	"Cthe_1579,Cthe_1752,Cthe_1820,Cthe_2447,Cthe_0391,Cthe_0548"	"Ccel_1076,Ccel_1407,Ccel_1644,Ccel_1986,Ccel_2660,Ccel_3414"
TAG20314	Tsac_2583	Cthe_1250	Ccel_2185
TAG20315	-	"Cthe_1513,Cthe_2470"	-
TAG20329	-	-	-
TAG20334	Tsac_1390	Cthe_0579	Ccel_1055
TAG20343	Tsac_0953	-	-
TAG20351	Tsac_0748	Cthe_2403	Ccel_0022
TAG20364	Tsac_2172	Cthe_0374	Ccel_2430
TAG20365	Tsac_2138	Cthe_1007	Ccel_1471
TAG20370	Tsac_0261	"Cthe_2444,Cthe_2705"	Ccel_3449
TAG20373	-	Cthe_2097	Ccel_0167
TAG20375	Tsac_2072	Cthe_0606	Ccel_1955
TAG20376	Tsac_0675	Cthe_3024	Ccel_3371
TAG20377	Tsac_0787	Cthe_1554	Ccel_1140
TAG20378	Tsac_0122	Cthe_1237	Ccel_3454
TAG20379	Tsac_1944	Cthe_1766	Ccel_2877
TAG20380	-	Cthe_0164	Ccel_1324
TAG20381	Tsac_2107	Cthe_0161	Ccel_1321
TAG20382	Tsac_2108	Cthe_0160	Ccel_1320
TAG20409	Tsac_0609	-	-
TAG20443	-	-	-
TAG20450	Tsac_2363	"Cthe_0599,Cthe_0654"	Ccel_3104
TAG20463	Tsac_0637	-	Ccel_0156
TAG20498	Tsac_0991	Cthe_2065	Ccel_3324
TAG20534	Tsac_0613	Cthe_2144	Ccel_0242
TAG20535	Tsac_1422	Cthe_2605	Ccel_0269
TAG20536	Tsac_0319	Cthe_2595	Ccel_0257
TAG20537	Tsac_0322	Cthe_2428	Ccel_3373
TAG20566	-	Cthe_1297	Ccel_0646
TAG20584	-	Cthe_1527	-
TAG20613	Tsac_2224	-	-
TAG20629	"Tsac_2625,Tsac_0770"	-	-
TAG20645	Tsac_2046	Cthe_1069	Ccel_0576
TAG20672	-	-	-
TAG20678	Tsac_1874	-	-
TAG20680	Tsac_0023	Cthe_0901	Ccel_1786
TAG20731	-	Cthe_2431	-
TAG20751	Tsac_2615	"Cthe_1798,Cthe_0422"	Ccel_2882
TAG20753	Tsac_1569	Cthe_0974	Ccel_0483
TAG20759	Tsac_2006	-	Ccel_1853
TAG20760	-	-	Ccel_0703
TAG20766	Tsac_1723	Cthe_0571	Ccel_1532
TAG20767	Tsac_2335	Cthe_0646	Ccel_0702
TAG20771	Tsac_2559	Cthe_1032	Ccel_2436
TAG20783	Tsac_1899	Cthe_0124	Ccel_2280
TAG20828	Tsac_1142	Cthe_2699	Ccel_2924
TAG20850	Tsac_0142	-	-
TAG20869	Tsac_1396	-	-
TAG20885	Tsac_1928	Cthe_1093	Ccel_0604
TAG20892	-	-	-
TAG20903	-	Cthe_0641	-
TAG20904	-	Cthe_0642	-
TAG20905	Tsac_0821	Cthe_2658	Ccel_3084
TAG20925	-	Cthe_0540	-
TAG20947	Tsac_1019	Cthe_2911	Ccel_0766
TAG20948	Tsac_1491	Cthe_1841	Ccel_0923
TAG20959	"Tsac_1618,Tsac_0235"	"Cthe_1795,Cthe_0880"	"Ccel_2071,Ccel_2880"
TAG20969	-	-	Ccel_0897
TAG20971	Tsac_2477	Cthe_0896	Ccel_0540
TAG20974	Tsac_2640	-	Ccel_1272
TAG20979	-	Cthe_2116	-
TAG20993	Tsac_2599	-	-
TAG21005	Tsac_0386	Cthe_2296	Ccel_1483
TAG21006	-	-	Ccel_1481
TAG21007	Tsac_0392	Cthe_3202	Ccel_1480
TAG21010	-	-	Ccel_1477
TAG21015	-	Cthe_0041	-
TAG21034	-	-	-
TAG21042	Tsac_0552	Cthe_2371	Ccel_0001
TAG21043	Tsac_0847	-	-
TAG21064	Tsac_0531	Cthe_2512	Ccel_3354
TAG21076	Tsac_0356	Cthe_3094	Ccel_1307
TAG21080	Tsac_0744	Cthe_2655	Ccel_3088
TAG21084	-	Cthe_1406	Ccel_0250
TAG21088	Tsac_2484	Cthe_0139	-
TAG21100	-	Cthe_2334	-
TAG21111	Tsac_0936	Cthe_2254	Ccel_0084
TAG21112	-	Cthe_1200	Ccel_2168
TAG21114	"Tsac_1296,Tsac_2671,Tsac_0599"	"Cthe_1086,Cthe_0186,Cthe_2220,Cthe_0229,Cthe_2645"	"Ccel_0969,Ccel_0971,Ccel_1091,Ccel_2806,Ccel_3237,Ccel_0367"
TAG21118	-	-	Ccel_1177
TAG21133	-	-	Ccel_0936
TAG21145	Tsac_1828	Cthe_0989	Ccel_0459
TAG21162	Tsac_1823	Cthe_0995	Ccel_0453
TAG21176	Tsac_1378	-	-
TAG21186	Tsac_1964	-	-
TAG21195	Tsac_1951	-	-
TAG21209	"Tsac_2569,Tsac_2653"	"Cthe_1557,Cthe_2280"	Ccel_2587
TAG21233	"Tsac_1308,Tsac_2139"	"Cthe_2413,Cthe_0605"	"Ccel_1956,Ccel_2128,Ccel_0033,Ccel_0747"
TAG21236	Tsac_2157	-	-
TAG21248	Tsac_1479	Cthe_1061	Ccel_1682
TAG21281	-	-	-
TAG21315	Tsac_1652	Cthe_2530	Ccel_1280
TAG21323	Tsac_0249	-	-
TAG21341	-	-	-
TAG21394	"Tsac_0046,Tsac_0915"	Cthe_3120	Ccel_1164
TAG21429	Tsac_1129	-	-
TAG21450	Tsac_2353	Cthe_2788	-
TAG21454	Tsac_1312	Cthe_1178	-
TAG21457	Tsac_1348	-	-
TAG21458	"Tsac_1344,Tsac_1349,Tsac_1445,Tsac_1457,Tsac_1463,Tsac_0150,Tsac_1510,Tsac_0166,Tsac_0202,Tsac_2090,Tsac_2257,Tsac_2295,Tsac_2303,Tsac_2324,Tsac_0341,Tsac_0496,Tsac_0693,Tsac_0761"	"Cthe_1019,Cthe_2126"	"Ccel_0999,Ccel_1014,Ccel_1026,Ccel_1134,Ccel_1253,Ccel_0143,Ccel_0151,Ccel_0201,Ccel_2111,Ccel_2996,Ccel_3245"
TAG21475	Tsac_0857	-	-
TAG21493	Tsac_2008	Cthe_1465	-
TAG21496	Tsac_2169	-	-
TAG21498	Tsac_1969	-	-
TAG21501	-	-	-
TAG21503	Tsac_1968	-	-
TAG21516	-	-	-
TAG21523	-	Cthe_1560	-
TAG21538	Tsac_1109	-	-
TAG21539	"Tsac_2542,Tsac_0914"	-	-
TAG21546	Tsac_1830	Cthe_0987	Ccel_0461
TAG21604	Tsac_0966	Cthe_0053	Ccel_2401
TAG21608	"Tsac_0111,Tsac_2564"	-	-
TAG21615	Tsac_2622	Cthe_1775	Ccel_0800
TAG21620	Tsac_2573	-	-
TAG21622	Tsac_0390	Cthe_3204	Ccel_1476
TAG21625	Tsac_1734	-	-
TAG21632	Tsac_0459	Cthe_1427	Ccel_2596
TAG21648	-	-	Ccel_1953
TAG21652	Tsac_0030	-	-
TAG21667	Tsac_1574	Cthe_0444	Ccel_2065
TAG21703	Tsac_2346	-	-
TAG21704	-	Cthe_1939	-
TAG21708	-	-	Ccel_3442
TAG21722	Tsac_1060	Cthe_3089	Ccel_2423
TAG21732	Tsac_1617	Cthe_2260	Ccel_0078
TAG21734	Tsac_1307	-	Ccel_0364
TAG21747	Tsac_1752	Cthe_0935	Ccel_0683
TAG21757	Tsac_0035	Cthe_0678	Ccel_1750
TAG21782	-	Cthe_1199	Ccel_2167
TAG21786	"Tsac_1976,Tsac_2367,Tsac_2491,Tsac_0086"	Cthe_0546	"Ccel_1995,Ccel_3007"
TAG21793	Tsac_1620	"Cthe_1797,Cthe_3086"	Ccel_2428
TAG21806	Tsac_0628	Cthe_0505	Ccel_2582
TAG21814	Tsac_2135	Cthe_0333	-
TAG21820	Tsac_2100	-	-
TAG21827	-	-	-
TAG21828	Tsac_2020	Cthe_0787	Ccel_1855
TAG21829	Tsac_1176	Cthe_2882	Ccel_0382
TAG21831	Tsac_0536	Cthe_2205	Ccel_0131
TAG21839	"Tsac_1255,Tsac_1297,Tsac_2297,-,Tsac_0271,Tsac_0634"	"Cthe_2938,Cthe_0390"	"Ccel_3430,Ccel_0700"
TAG21853	-	-	-
TAG21854	Tsac_0367	-	-
TAG21858	Tsac_1051	-	-
TAG21862	-	-	Ccel_3385
TAG21863	Tsac_1551	Cthe_0426	Ccel_2300
TAG21872	Tsac_0550	Cthe_2368	Ccel_3489
TAG21877	Tsac_0324	-	-
TAG21879	-	-	-
TAG21880	Tsac_0994	-	-
TAG21900	Tsac_2382	-	-
TAG21948	Tsac_2022	Cthe_0788	Ccel_0600
TAG21949	Tsac_0741	-	-
TAG21950	Tsac_1725	Cthe_0573	Ccel_1534
TAG21953	Tsac_1743	Cthe_1301	Ccel_1771
TAG21956	Tsac_1755	Cthe_0932	Ccel_0686
TAG21959	Tsac_1775	-	-
TAG21972	Tsac_1879	Cthe_0708	Ccel_1733
TAG21973	Tsac_1877	Cthe_0712	Ccel_1729
TAG21991	Tsac_1353	-	-
TAG21995	-	-	Ccel_0345
TAG22000	Tsac_1912	-	-
TAG22002	Tsac_1916	-	-
TAG22038	Tsac_2204	-	-
TAG22050	-	-	Ccel_1605
TAG22051	Tsac_1035	Cthe_2927	Ccel_0782
TAG22058	Tsac_0965	-	-
TAG22063	Tsac_1411	-	-
TAG22124	-	-	-
TAG22126	Tsac_2144	Cthe_0885	Ccel_2074
TAG22129	-	Cthe_3133	Ccel_2497
TAG22160	Tsac_1086	-	Ccel_1871
TAG22172	Tsac_0578	Cthe_2381	Ccel_3183
TAG22180	Tsac_1171	-	-
TAG22189	-	Cthe_2385	Ccel_0013
TAG22197	Tsac_0005	Cthe_2182	Ccel_3406
TAG22207	Tsac_1138	Cthe_2696	Ccel_2927
TAG22216	Tsac_0117	-	-
TAG22217	-	Cthe_1495	-
TAG22228	-	Cthe_0519	-
TAG22254	Tsac_0320	"Cthe_2594,Cthe_3117"	"Ccel_1427,Ccel_0256"
TAG22258	"Tsac_1425,Tsac_1784"	"Cthe_2608,Cthe_0468"	"Ccel_2048,Ccel_0272"
TAG22259	Tsac_1423	Cthe_2606	Ccel_0270
TAG22261	Tsac_1420	Cthe_2603	Ccel_0267
TAG22291	"Tsac_0100,Tsac_0648"	Cthe_1410	Ccel_0900
TAG22300	Tsac_0977	Cthe_1792	Ccel_0324
TAG22320	Tsac_0755	Cthe_1920	Ccel_0292
TAG22321	Tsac_1533	Cthe_2689	Ccel_1857
TAG22337	-	-	Ccel_3190
TAG22354	-	Cthe_0762	Ccel_2993
TAG22361	Tsac_1770	Cthe_0686	Ccel_1411
TAG22366	Tsac_0653	Cthe_2096	Ccel_1098
TAG22367	-	"Cthe_2004,Cthe_0823"	-
TAG22371	-	Cthe_1916	Ccel_2250
TAG22380	-	-	-
TAG22387	-	-	Ccel_1778
TAG22394	Tsac_0105	-	-
TAG22398	Tsac_1583	-	Ccel_2101
TAG22400	-	-	-
TAG22402	Tsac_2190	Cthe_1268	Ccel_1864
TAG22438	-	"Cthe_2393,Cthe_2797"	-
TAG22444	Tsac_0307	-	-
TAG22451	Tsac_1433	-	-
TAG22456	-	"Cthe_1367,Cthe_2654"	-
TAG22460	-	Cthe_2652	-
TAG22461	Tsac_0597	Cthe_1349	-
TAG22477	-	Cthe_2051	-
TAG22485	"Tsac_0347,Tsac_0970"	-	-
TAG22489	Tsac_0225	-	-
TAG22492	Tsac_0212	-	-
TAG22495	-	Cthe_0359	-
TAG22497	Tsac_0040	Cthe_1580	"Ccel_1077,Ccel_1408"
TAG22510	-	Cthe_1443	Ccel_0319
TAG22519	-	-	Ccel_1297
TAG22521	-	-	-
TAG22542	"Tsac_1068,Tsac_1876"	Cthe_0713	-
