# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2174234	2175031	+							SAMN05216182_2133	798		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2174234	2175031	+	SMR97962.1			undecaprenyl-diphosphatase			SAMN05216182_2133	798	265	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2174997	2175977	-							SAMN05216182_2134	981		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2174997	2175977	-	SMR97963.1			Uncharacterized membrane protein YkvI			SAMN05216182_2134	981	326	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2176072	2176698	+							SAMN05216182_2135	627		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2176072	2176698	+	SMR97964.1			membrane protein DedA, SNARE-associated domain			SAMN05216182_2135	627	208	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2176752	2177957	+							SAMN05216182_2136	1206		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2176752	2177957	+	SMR97965.1			acetylornithine/N-succinyldiaminopimelate aminotransferase			SAMN05216182_2136	1206	401	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2177935	2178492	+							SAMN05216182_2137	558		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2177935	2178492	+	SMR97966.1			DNA polymerase			SAMN05216182_2137	558	185	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2178552	2180279	-							SAMN05216182_2138	1728		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2178552	2180279	-	SMR97967.1			S-layer homology domain-containing protein			SAMN05216182_2138	1728	575	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2180476	2181624	+							SAMN05216182_2139	1149		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2180476	2181624	+	SMR97968.1			GAF domain-containing protein			SAMN05216182_2139	1149	382	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2181647	2182372	+							SAMN05216182_2140	726		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2181647	2182372	+	SMR97969.1			Ribonuclease BN, tRNA processing enzyme			SAMN05216182_2140	726	241	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2182402	2183608	+							SAMN05216182_2141	1207		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2183671	2184090	-							SAMN05216182_2142	420		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2183671	2184090	-	SMR97970.1			hypothetical protein			SAMN05216182_2142	420	139	
gene	misc_RNA	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2184229	2184326	-							SAMN05216182_2143	98		
misc_RNA		GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2184229	2184326	-				GEMM cis-regulatory element			SAMN05216182_2143	98		
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2184468	2187929	+							SAMN05216182_2144	3462		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2184468	2187929	+	SMR97971.1			Adenylate cyclase, class 3			SAMN05216182_2144	3462	1153	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2188106	2188942	+							SAMN05216182_2145	837		pseudo
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2189477	2190381	+							SAMN05216182_2146	905		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2190464	2191255	-							SAMN05216182_2147	792		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2190464	2191255	-	SMR97972.1			DNA replication protein DnaC			SAMN05216182_2147	792	263	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2191252	2192746	-							SAMN05216182_2148	1495		pseudo
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2192864	2193677	+							SAMN05216182_2149	814		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2193878	2196379	-							SAMN05216182_2150	2502		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2193878	2196379	-	SMR97973.1			rhamnogalacturonan endolyase			SAMN05216182_2150	2502	833	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2196569	2197912	-							SAMN05216182_2151	1344		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2196569	2197912	-	SMR97974.1			protein of unknown function			SAMN05216182_2151	1344	447	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2198008	2199969	-							SAMN05216182_2152	1962		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2198008	2199969	-	SMR97975.1			protein of unknown function			SAMN05216182_2152	1962	653	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2200315	2202696	-							SAMN05216182_2153	2382		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2200315	2202696	-	SMR97976.1			AraC-type DNA-binding protein			SAMN05216182_2153	2382	793	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2203088	2208802	-							SAMN05216182_2154	5715		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2203088	2208802	-	SMR97977.1			Cellulose binding domain-containing protein			SAMN05216182_2154	5715	1904	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2209075	2210097	-							SAMN05216182_2155	1023		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2209075	2210097	-	SMR97978.1			foldase protein PrsA			SAMN05216182_2155	1023	340	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2210170	2211708	-							SAMN05216182_2156	1539		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2210170	2211708	-	SMR97979.1			WG containing repeat-containing protein			SAMN05216182_2156	1539	512	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2211759	2213219	-							SAMN05216182_2157	1461		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2211759	2213219	-	SMR97980.1			hypothetical protein			SAMN05216182_2157	1461	486	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2213248	2214948	-							SAMN05216182_2158	1701		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2213248	2214948	-	SMR97981.1			Dolichyl-phosphate-mannose-protein mannosyltransferase			SAMN05216182_2158	1701	566	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2215362	2219471	-							SAMN05216182_2159	4110		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2215362	2219471	-	SMR97982.1			mannan endo-1,4-beta-mannosidase			SAMN05216182_2159	4110	1369	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2219728	2223972	-							SAMN05216182_2160	4245		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2219728	2223972	-	SMR97983.1			Aryl-phospho-beta-D-glucosidase BglC, GH1 family			SAMN05216182_2160	4245	1414	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2224128	2228564	-							SAMN05216182_2161	4437		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2224128	2228564	-	SMR97984.1			Endo-1,4-beta-xylanase, GH35 family			SAMN05216182_2161	4437	1478	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2229162	2233046	-							SAMN05216182_2162	3885		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2229162	2233046	-	SMR97985.1			mannan endo-1,4-beta-mannosidase			SAMN05216182_2162	3885	1294	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2233202	2238481	-							SAMN05216182_2163	5280		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2233202	2238481	-	SMR97986.1			cellulose 1,4-beta-cellobiosidase			SAMN05216182_2163	5280	1759	
gene	misc_RNA	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2239043	2239132	-							SAMN05216182_2164	90		
misc_RNA		GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2239043	2239132	-				GEMM cis-regulatory element			SAMN05216182_2164	90		
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2239264	2239566	-							SAMN05216182_2165	303		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2239264	2239566	-	SMR97987.1			Uncharacterised protein family (UPF0236)			SAMN05216182_2165	303	100	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2239603	2239735	+							SAMN05216182_2166	133		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2240597	2240743	+							SAMN05216182_2167	147		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2240597	2240743	+	SMR97988.1			hypothetical protein			SAMN05216182_2167	147	48	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2240733	2241656	-							SAMN05216182_2168	924		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2240733	2241656	-	SMR97989.1			NHL repeat-containing protein			SAMN05216182_2168	924	307	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2242909	2244858	-							SAMN05216182_2169	1950		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2242909	2244858	-	SMR97990.1			hypothetical protein			SAMN05216182_2169	1950	649	
gene	misc_RNA	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2245008	2245097	-							SAMN05216182_2170	90		
misc_RNA		GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2245008	2245097	-				GEMM cis-regulatory element			SAMN05216182_2170	90		
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2245289	2247217	-							SAMN05216182_2171	1929		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2245289	2247217	-	SMR97991.1			hypothetical protein			SAMN05216182_2171	1929	642	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2247224	2248072	-							SAMN05216182_2172	849		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2247224	2248072	-	SMR97992.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			SAMN05216182_2172	849	282	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2248084	2248728	-							SAMN05216182_2173	645		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2248084	2248728	-	SMR97993.1			type IV pilus assembly protein PilO			SAMN05216182_2173	645	214	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2248780	2249313	-							SAMN05216182_2174	534		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2248780	2249313	-	SMR97994.1			type IV pilus assembly protein PilN			SAMN05216182_2174	534	177	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2249359	2250321	-							SAMN05216182_2175	963		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2249359	2250321	-	SMR97995.1			type IV pilus assembly protein PilM			SAMN05216182_2175	963	320	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2250373	2250945	-							SAMN05216182_2176	573		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2250373	2250945	-	SMR97996.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			SAMN05216182_2176	573	190	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2250942	2251496	-							SAMN05216182_2177	555		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2250942	2251496	-	SMR97997.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			SAMN05216182_2177	555	184	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2251486	2251776	-							SAMN05216182_2178	291		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2251486	2251776	-	SMR97998.1			competence protein ComFB			SAMN05216182_2178	291	96	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2251784	2252560	-							SAMN05216182_2179	777		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2251784	2252560	-	SMR97999.1			leader peptidase (prepilin peptidase) / N-methyltransferase			SAMN05216182_2179	777	258	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2252613	2253050	-							SAMN05216182_2180	438		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2252613	2253050	-	SMR98000.1			type IV pilus assembly protein PilA			SAMN05216182_2180	438	145	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2253084	2253500	-							SAMN05216182_2181	417		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2253084	2253500	-	SMR98001.1			type IV pilus assembly protein PilA			SAMN05216182_2181	417	138	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2253541	2254752	-							SAMN05216182_2182	1212		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2253541	2254752	-	SMR98002.1			type IV pilus assembly protein PilC			SAMN05216182_2182	1212	403	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2254823	2255878	-							SAMN05216182_2183	1056		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2254823	2255878	-	SMR98003.1			twitching motility protein PilT			SAMN05216182_2183	1056	351	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2255932	2257644	-							SAMN05216182_2184	1713		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2255932	2257644	-	SMR98004.1			type IV pilus assembly protein PilB			SAMN05216182_2184	1713	570	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2257665	2260865	-							SAMN05216182_2185	3201		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2257665	2260865	-	SMR98005.1			Response regulator receiver domain-containing protein			SAMN05216182_2185	3201	1066	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2260905	2261108	-							SAMN05216182_2186	204		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2260905	2261108	-	SMR98006.1			Small integral membrane protein			SAMN05216182_2186	204	67	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2261408	2262115	+							SAMN05216182_2187	708		pseudo
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2262263	2262550	+							SAMN05216182_2188	288		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2262852	2263718	-							SAMN05216182_2189	867		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2262852	2263718	-	SMR98007.1			shikimate dehydrogenase			SAMN05216182_2189	867	288	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2263715	2264224	-							SAMN05216182_2190	510		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2263715	2264224	-	SMR98008.1			hypothetical protein			SAMN05216182_2190	510	169	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2264399	2265298	+							SAMN05216182_2191	900		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2264399	2265298	+	SMR98009.1			hypothetical protein			SAMN05216182_2191	900	299	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2265366	2266325	-							SAMN05216182_2192	960		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2265366	2266325	-	SMR98010.1			SH3 domain-containing protein			SAMN05216182_2192	960	319	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2266593	2267234	-							SAMN05216182_2193	642		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2266593	2267234	-	SMR98011.1			Uncharacterised ACR, YkgG family COG1556			SAMN05216182_2193	642	213	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2267231	2268481	-							SAMN05216182_2194	1251		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2267231	2268481	-	SMR98012.1			iron complex transport system ATP-binding protein			SAMN05216182_2194	1251	416	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2268486	2269496	-							SAMN05216182_2195	1011		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2268486	2269496	-	SMR98013.1			iron complex transport system permease protein			SAMN05216182_2195	1011	336	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2269520	2270470	-							SAMN05216182_2196	951		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2269520	2270470	-	SMR98014.1			iron complex transport system substrate-binding protein			SAMN05216182_2196	951	316	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2270513	2270833	-							SAMN05216182_2197	321		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2270513	2270833	-	SMR98015.1			glycine cleavage system H protein			SAMN05216182_2197	321	106	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2270864	2271364	-							SAMN05216182_2198	501		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2270864	2271364	-	SMR98016.1			Peroxiredoxin			SAMN05216182_2198	501	166	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2271399	2272046	-							SAMN05216182_2199	648		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2271399	2272046	-	SMR98017.1			cytochrome c-type biogenesis protein			SAMN05216182_2199	648	215	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2272064	2272711	-							SAMN05216182_2200	648		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2272064	2272711	-	SMR98018.1			hypothetical protein			SAMN05216182_2200	648	215	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2272672	2273115	-							SAMN05216182_2201	444		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2272672	2273115	-	SMR98019.1			mRNA interferase MazF			SAMN05216182_2201	444	147	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2273072	2273386	-							SAMN05216182_2202	315		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2273072	2273386	-	SMR98020.1			hypothetical protein			SAMN05216182_2202	315	104	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2273493	2274665	-							SAMN05216182_2203	1173		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2273493	2274665	-	SMR98021.1			alanine racemase			SAMN05216182_2203	1173	390	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2274662	2275183	-							SAMN05216182_2204	522		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2274662	2275183	-	SMR98022.1			hypothetical protein			SAMN05216182_2204	522	173	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2275193	2276728	-							SAMN05216182_2205	1536		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2275193	2276728	-	SMR98023.1			NAD(P)H-hydrate epimerase			SAMN05216182_2205	1536	511	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2276749	2277114	-							SAMN05216182_2206	366		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2276749	2277114	-	SMR98024.1			holo-[acyl-carrier protein] synthase			SAMN05216182_2206	366	121	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277200	2277364	+							SAMN05216182_2207	165		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277200	2277364	+	SMR98025.1			hypothetical protein			SAMN05216182_2207	165	54	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277368	2277934	-							SAMN05216182_2208	567		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277368	2277934	-	SMR98026.1			5'-phosphate synthase pdxT subunit			SAMN05216182_2208	567	188	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277938	2278828	-							SAMN05216182_2209	891		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2277938	2278828	-	SMR98027.1			pyridoxal phosphate synthase yaaD subunit			SAMN05216182_2209	891	296	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2278921	2280309	+							SAMN05216182_2210	1389		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2278921	2280309	+	SMR98028.1			DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain			SAMN05216182_2210	1389	462	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2280313	2281440	+							SAMN05216182_2211	1128		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2280313	2281440	+	SMR98029.1			hippurate hydrolase			SAMN05216182_2211	1128	375	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2281426	2282022	-							SAMN05216182_2212	597		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2281426	2282022	-	SMR98030.1			hypothetical protein			SAMN05216182_2212	597	198	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2282123	2283730	-							SAMN05216182_2213	1608		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2282123	2283730	-	SMR98031.1			oligopeptide transport system substrate-binding protein			SAMN05216182_2213	1608	535	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2283786	2284751	-							SAMN05216182_2214	966		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2283786	2284751	-	SMR98032.1			oligopeptide transport system ATP-binding protein			SAMN05216182_2214	966	321	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2284784	2285800	-							SAMN05216182_2215	1017		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2284784	2285800	-	SMR98033.1			oligopeptide transport system ATP-binding protein			SAMN05216182_2215	1017	338	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2285843	2286820	-							SAMN05216182_2216	978		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2285843	2286820	-	SMR98034.1			oligopeptide transport system permease protein			SAMN05216182_2216	978	325	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2286843	2287763	-							SAMN05216182_2217	921		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2286843	2287763	-	SMR98035.1			oligopeptide transport system permease protein			SAMN05216182_2217	921	306	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2288174	2289118	+							SAMN05216182_2218	945		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2288174	2289118	+	SMR98036.1			L-lactate dehydrogenase			SAMN05216182_2218	945	314	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2289340	2289639	+							SAMN05216182_2219	300		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2289340	2289639	+	SMR98037.1			small subunit ribosomal protein S20			SAMN05216182_2219	300	99	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2289688	2290695	-							SAMN05216182_2220	1008		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2289688	2290695	-	SMR98038.1			DNA polymerase III, delta subunit			SAMN05216182_2220	1008	335	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	2290706	2292964	-							SAMN05216182_2221	2259		
